GHO,PUBLISHSTATE,YEAR,REGION,COUNTRY,Display Value,Numeric,Low,High,Comments
MDG_0000000026,PUBLISHED,2003,EUR,TUR,38 [ 31 - 47 ],38,31,47,NA
MDG_0000000026,PUBLISHED,2016,EMR,EGY,38 [ 28 - 47 ],38,28,47,NA
MDG_0000000026,PUBLISHED,2017,EMR,EGY,37 [ 27 - 47 ],37,27,47,NA
MDG_0000000026,PUBLISHED,2010,SEAR,THA,42 [ 39 - 45 ],42,39,45,NA
MDG_0000000026,PUBLISHED,2007,WPR,CHN,40 [ 36 - 45 ],40,36,45,NA
MDG_0000000026,PUBLISHED,2000,AMR,CRI,40 [ 36 - 45 ],40,36,45,NA
MDG_0000000026,PUBLISHED,2009,WPR,FJI,40 [ 36 - 45 ],40,36,45,NA
MDG_0000000026,PUBLISHED,2005,AMR,CUB,41 [ 39 - 44 ],41,39,44,NA
MDG_0000000026,PUBLISHED,2010,AMR,CUB,41 [ 39 - 44 ],41,39,44,NA
MDG_0000000026,PUBLISHED,2002,AMR,CUB,41 [ 38 - 44 ],41,38,44,NA
MDG_0000000026,PUBLISHED,2003,AMR,CUB,41 [ 38 - 44 ],41,38,44,NA
MDG_0000000026,PUBLISHED,2009,AMR,GRD,30 [ 20 - 44 ],30,20,44,NA
MDG_0000000026,PUBLISHED,2016,AMR,BRB,30 [ 19 - 44 ],30,19,44,NA
MDG_0000000026,PUBLISHED,2004,AMR,CUB,40 [ 38 - 43 ],40,38,43,NA
MDG_0000000026,PUBLISHED,2009,AMR,CUB,40 [ 38 - 43 ],40,38,43,NA
MDG_0000000026,PUBLISHED,2016,WPR,FJI,34 [ 28 - 43 ],34,28,43,NA
MDG_0000000026,PUBLISHED,2017,WPR,FJI,34 [ 27 - 43 ],34,27,43,NA
MDG_0000000026,PUBLISHED,2015,WPR,BRN,30 [ 21 - 43 ],30,21,43,NA
MDG_0000000026,PUBLISHED,2013,EMR,SYR,29 [ 20 - 43 ],29,20,43,NA
MDG_0000000026,PUBLISHED,2007,EUR,GEO,36 [ 32 - 42 ],36,32,42,NA
MDG_0000000026,PUBLISHED,2004,EUR,ARM,36 [ 31 - 42 ],36,31,42,NA
MDG_0000000026,PUBLISHED,2006,EUR,ARM,36 [ 31 - 42 ],36,31,42,NA
MDG_0000000026,PUBLISHED,2008,EUR,ARM,36 [ 31 - 42 ],36,31,42,NA
MDG_0000000026,PUBLISHED,2014,SEAR,LKA,36 [ 33 - 41 ],36,33,41,NA
MDG_0000000026,PUBLISHED,2015,SEAR,LKA,36 [ 32 - 41 ],36,32,41,NA
MDG_0000000026,PUBLISHED,2016,SEAR,LKA,36 [ 32 - 41 ],36,32,41,NA
MDG_0000000026,PUBLISHED,2005,EUR,ARM,35 [ 31 - 41 ],35,31,41,NA
MDG_0000000026,PUBLISHED,2006,EUR,AZE,35 [ 31 - 41 ],35,31,41,NA
MDG_0000000026,PUBLISHED,2017,AMR,CUB,36 [ 33 - 40 ],36,33,40,NA
MDG_0000000026,PUBLISHED,2007,EUR,KAZ,36 [ 33 - 40 ],36,33,40,NA
MDG_0000000026,PUBLISHED,2004,EMR,IRN,36 [ 32 - 40 ],36,32,40,NA
MDG_0000000026,PUBLISHED,2010,WPR,CHN,36 [ 31 - 40 ],36,31,40,NA
MDG_0000000026,PUBLISHED,2001,EUR,UKR,33 [ 28 - 39 ],33,28,39,NA
MDG_0000000026,PUBLISHED,2002,EUR,LVA,33 [ 27 - 39 ],33,27,39,NA
MDG_0000000026,PUBLISHED,2004,EUR,UKR,33 [ 27 - 39 ],33,27,39,NA
MDG_0000000026,PUBLISHED,2005,EUR,UKR,33 [ 27 - 39 ],33,27,39,NA
MDG_0000000026,PUBLISHED,2002,WPR,MYS,34 [ 32 - 38 ],34,32,38,NA
MDG_0000000026,PUBLISHED,2005,EMR,IRN,34 [ 30 - 38 ],34,30,38,NA
MDG_0000000026,PUBLISHED,2006,EUR,GEO,33 [ 29 - 38 ],33,29,38,NA
MDG_0000000026,PUBLISHED,2008,EUR,AZE,32 [ 28 - 38 ],32,28,38,NA
MDG_0000000026,PUBLISHED,2006,EUR,TJK,29 [ 22 - 38 ],29,22,38,NA
MDG_0000000026,PUBLISHED,2002,WPR,BRN,29 [ 21 - 38 ],29,21,38,NA
MDG_0000000026,PUBLISHED,2005,WPR,BRN,29 [ 21 - 38 ],29,21,38,NA
MDG_0000000026,PUBLISHED,2011,WPR,BRN,28 [ 20 - 38 ],28,20,38,NA
MDG_0000000026,PUBLISHED,2005,EUR,LVA,30 [ 25 - 37 ],30,25,37,NA
MDG_0000000026,PUBLISHED,2014,EUR,UZB,30 [ 25 - 37 ],30,25,37,NA
MDG_0000000026,PUBLISHED,2015,EUR,UZB,30 [ 24 - 37 ],30,24,37,NA
MDG_0000000026,PUBLISHED,2016,EUR,UZB,29 [ 24 - 37 ],29,24,37,NA
MDG_0000000026,PUBLISHED,2011,EUR,AZE,30 [ 26 - 36 ],30,26,36,NA
MDG_0000000026,PUBLISHED,2000,EUR,GEO,31 [ 26 - 36 ],31,26,36,NA
MDG_0000000026,PUBLISHED,2006,EUR,UKR,31 [ 26 - 36 ],31,26,36,NA
MDG_0000000026,PUBLISHED,2012,EUR,ARM,30 [ 25 - 36 ],30,25,36,NA
MDG_0000000026,PUBLISHED,2017,AMR,MEX,33 [ 32 - 35 ],33,32,35,NA
MDG_0000000026,PUBLISHED,2014,WPR,MYS,30 [ 26 - 35 ],30,26,35,NA
MDG_0000000026,PUBLISHED,2006,EUR,TUR,30 [ 26 - 35 ],30,26,35,NA
MDG_0000000026,PUBLISHED,2015,WPR,MYS,30 [ 25 - 35 ],30,25,35,NA
MDG_0000000026,PUBLISHED,2007,EUR,ROU,30 [ 25 - 35 ],30,25,35,NA
MDG_0000000026,PUBLISHED,2004,WPR,MYS,32 [ 30 - 34 ],32,30,34,NA
MDG_0000000026,PUBLISHED,2010,AMR,CRI,32 [ 29 - 34 ],32,29,34,NA
MDG_0000000026,PUBLISHED,2012,EUR,GEO,30 [ 27 - 34 ],30,27,34,NA
MDG_0000000026,PUBLISHED,2013,EUR,GEO,30 [ 27 - 34 ],30,27,34,NA
MDG_0000000026,PUBLISHED,2006,EMR,LBN,24 [ 16 - 34 ],24,16,34,NA
MDG_0000000026,PUBLISHED,2011,EUR,ALB,22 [ 13 - 34 ],22,13,34,NA
MDG_0000000026,PUBLISHED,2005,WPR,MYS,31 [ 29 - 33 ],31,29,33,NA
MDG_0000000026,PUBLISHED,2011,AMR,CRI,30 [ 28 - 33 ],30,28,33,NA
MDG_0000000026,PUBLISHED,2008,AMR,CRI,29 [ 27 - 32 ],29,27,32,NA
MDG_0000000026,PUBLISHED,2010,WPR,MYS,30 [ 27 - 32 ],30,27,32,NA
MDG_0000000026,PUBLISHED,2012,AMR,CRI,29 [ 26 - 32 ],29,26,32,NA
MDG_0000000026,PUBLISHED,2013,AMR,CRI,29 [ 26 - 32 ],29,26,32,NA
MDG_0000000026,PUBLISHED,2017,EUR,ARM,26 [ 21 - 32 ],26,21,32,NA
MDG_0000000026,PUBLISHED,2017,EUR,AZE,26 [ 21 - 32 ],26,21,32,NA
MDG_0000000026,PUBLISHED,2011,EUR,LVA,26 [ 21 - 32 ],26,21,32,NA
MDG_0000000026,PUBLISHED,2010,EUR,LVA,26 [ 20 - 32 ],26,20,32,NA
MDG_0000000026,PUBLISHED,2009,WPR,MYS,29 [ 28 - 31 ],29,28,31,NA
MDG_0000000026,PUBLISHED,2007,AMR,CRI,29 [ 27 - 31 ],29,27,31,NA
MDG_0000000026,PUBLISHED,2009,AMR,CRI,29 [ 26 - 31 ],29,26,31,NA
MDG_0000000026,PUBLISHED,2008,EMR,IRN,28 [ 25 - 31 ],28,25,31,NA
MDG_0000000026,PUBLISHED,2011,EUR,TJK,22 [ 15 - 31 ],22,15,31,NA
MDG_0000000026,PUBLISHED,2009,EMR,SAU,20 [ 13 - 31 ],20,13,31,NA
MDG_0000000026,PUBLISHED,2008,EUR,TUR,27 [ 24 - 30 ],27,24,30,NA
MDG_0000000026,PUBLISHED,2004,EMR,SYR,26 [ 22 - 30 ],26,22,30,NA
MDG_0000000026,PUBLISHED,2001,EUR,ALB,23 [ 17 - 30 ],23,17,30,NA
MDG_0000000026,PUBLISHED,2012,EUR,TJK,21 [ 14 - 30 ],21,14,30,NA
MDG_0000000026,PUBLISHED,2009,EUR,ALB,20 [ 12 - 30 ],20,12,30,NA
MDG_0000000026,PUBLISHED,2010,EMR,SAU,19 [ 12 - 30 ],19,12,30,NA
MDG_0000000026,PUBLISHED,2011,EMR,SAU,18 [ 11 - 30 ],18,11,30,NA
MDG_0000000026,PUBLISHED,2002,EUR,ALB,21 [ 16 - 29 ],21,16,29,NA
MDG_0000000026,PUBLISHED,2003,EUR,ALB,21 [ 15 - 29 ],21,15,29,NA
MDG_0000000026,PUBLISHED,2013,EUR,TJK,20 [ 13 - 29 ],20,13,29,NA
MDG_0000000026,PUBLISHED,2008,EUR,ALB,20 [ 12 - 29 ],20,12,29,NA
MDG_0000000026,PUBLISHED,2014,EUR,TJK,19 [ 12 - 28 ],19,12,28,NA
MDG_0000000026,PUBLISHED,2010,EUR,TUR,24 [ 22 - 27 ],24,22,27,NA
MDG_0000000026,PUBLISHED,2001,AMR,URY,25 [ 22 - 27 ],25,22,27,NA
MDG_0000000026,PUBLISHED,2014,EUR,MDA,23 [ 19 - 27 ],23,19,27,NA
MDG_0000000026,PUBLISHED,2011,EUR,TUR,23 [ 21 - 26 ],23,21,26,NA
MDG_0000000026,PUBLISHED,2003,AMR,URY,23 [ 21 - 26 ],23,21,26,NA
MDG_0000000026,PUBLISHED,2004,AMR,URY,23 [ 20 - 26 ],23,20,26,NA
MDG_0000000026,PUBLISHED,2012,EUR,MDA,22 [ 19 - 26 ],22,19,26,NA
MDG_0000000026,PUBLISHED,2016,EUR,ALB,16 [ 8 - 26 ],16,8,26,NA
MDG_0000000026,PUBLISHED,2017,EUR,ALB,15 [ 8 - 26 ],15,8,26,NA
MDG_0000000026,PUBLISHED,2010,EMR,IRN,22 [ 19 - 25 ],22,19,25,NA
MDG_0000000026,PUBLISHED,2011,EUR,MDA,21 [ 18 - 25 ],21,18,25,NA
MDG_0000000026,PUBLISHED,2001,EUR,BLR,19 [ 15 - 24 ],19,15,24,NA
MDG_0000000026,PUBLISHED,2017,EUR,MDA,19 [ 15 - 24 ],19,15,24,NA
MDG_0000000026,PUBLISHED,2014,EUR,RUS,19 [ 15 - 24 ],19,15,24,NA
MDG_0000000026,PUBLISHED,2015,EUR,RUS,18 [ 14 - 24 ],18,14,24,NA
MDG_0000000026,PUBLISHED,2012,EMR,BHR,18 [ 13 - 23 ],18,13,23,NA
MDG_0000000026,PUBLISHED,2013,EMR,BHR,17 [ 13 - 23 ],17,13,23,NA
MDG_0000000026,PUBLISHED,2016,EUR,RUS,18 [ 13 - 23 ],18,13,23,NA
MDG_0000000026,PUBLISHED,2017,EUR,RUS,17 [ 13 - 23 ],17,13,23,NA
MDG_0000000026,PUBLISHED,2007,EUR,EST,17 [ 12 - 22 ],17,12,22,NA
MDG_0000000026,PUBLISHED,2001,EUR,BIH,16 [ 10 - 22 ],16,10,22,NA
MDG_0000000026,PUBLISHED,2000,EUR,CYP,14 [ 9 - 22 ],14,9,22,NA
MDG_0000000026,PUBLISHED,2005,EMR,OMN,19 [ 17 - 21 ],19,17,21,NA
MDG_0000000026,PUBLISHED,2008,AMR,URY,19 [ 17 - 21 ],19,17,21,NA
MDG_0000000026,PUBLISHED,2017,AMR,URY,17 [ 14 - 21 ],17,14,21,NA
MDG_0000000026,PUBLISHED,2014,EMR,BHR,15 [ 11 - 21 ],15,11,21,NA
MDG_0000000026,PUBLISHED,2015,EMR,BHR,15 [ 11 - 21 ],15,11,21,NA
MDG_0000000026,PUBLISHED,2016,EMR,BHR,15 [ 11 - 21 ],15,11,21,NA
MDG_0000000026,PUBLISHED,2012,AMR,URY,17 [ 15 - 20 ],17,15,20,NA
MDG_0000000026,PUBLISHED,2014,AMR,URY,17 [ 15 - 20 ],17,15,20,NA
MDG_0000000026,PUBLISHED,2002,EUR,BGR,17 [ 14 - 20 ],17,14,20,NA
MDG_0000000026,PUBLISHED,2014,EMR,IRN,17 [ 14 - 20 ],17,14,20,NA
MDG_0000000026,PUBLISHED,2011,AMR,URY,17 [ 15 - 19 ],17,15,19,NA
MDG_0000000026,PUBLISHED,2003,EUR,BGR,16 [ 13 - 19 ],16,13,19,NA
MDG_0000000026,PUBLISHED,2004,EUR,BGR,16 [ 13 - 19 ],16,13,19,NA
MDG_0000000026,PUBLISHED,2001,EUR,HUN,15 [ 13 - 19 ],15,13,19,NA
MDG_0000000026,PUBLISHED,2005,EUR,CYP,12 [ 8 - 19 ],12,8,19,NA
MDG_0000000026,PUBLISHED,2000,EUR,MNE,12 [ 7 - 19 ],12,7,19,NA
MDG_0000000026,PUBLISHED,2012,AMR,CHL,17 [ 15 - 18 ],17,15,18,NA
MDG_0000000026,PUBLISHED,2012,EUR,KAZ,17 [ 15 - 18 ],17,15,18,NA
MDG_0000000026,PUBLISHED,2001,EUR,MNE,12 [ 7 - 18 ],12,7,18,NA
MDG_0000000026,PUBLISHED,2002,EUR,MNE,11 [ 7 - 18 ],11,7,18,NA
MDG_0000000026,PUBLISHED,2009,EUR,BIH,11 [ 6 - 18 ],11,6,18,NA
MDG_0000000026,PUBLISHED,2014,AMR,USA,16 [ 16 - 17 ],16,16,17,NA
MDG_0000000026,PUBLISHED,2001,EUR,SRB,13 [ 11 - 17 ],13,11,17,NA
MDG_0000000026,PUBLISHED,2008,EUR,TKM,13 [ 11 - 17 ],13,11,17,NA
MDG_0000000026,PUBLISHED,2007,EUR,BGR,13 [ 10 - 17 ],13,10,17,NA
MDG_0000000026,PUBLISHED,2004,EUR,BLR,13 [ 10 - 17 ],13,10,17,NA
MDG_0000000026,PUBLISHED,2012,EUR,BIH,10 [ 6 - 17 ],10,6,17,NA
MDG_0000000026,PUBLISHED,2003,EUR,MNE,11 [ 6 - 17 ],11,6,17,NA
MDG_0000000026,PUBLISHED,2013,EUR,BIH,10 [ 5 - 17 ],10,5,17,NA
MDG_0000000026,PUBLISHED,2014,EUR,BIH,10 [ 5 - 17 ],10,5,17,NA
MDG_0000000026,PUBLISHED,2011,AMR,USA,15 [ 15 - 16 ],15,15,16,NA
MDG_0000000026,PUBLISHED,2010,EUR,HUN,13 [ 10 - 16 ],13,10,16,NA
MDG_0000000026,PUBLISHED,2011,EUR,HUN,13 [ 10 - 16 ],13,10,16,NA
MDG_0000000026,PUBLISHED,2012,EUR,HUN,12 [ 10 - 16 ],12,10,16,NA
MDG_0000000026,PUBLISHED,2013,EUR,HUN,12 [ 10 - 16 ],12,10,16,NA
MDG_0000000026,PUBLISHED,2015,EMR,KWT,11 [ 8 - 16 ],11,8,16,NA
MDG_0000000026,PUBLISHED,2006,EMR,QAT,11 [ 8 - 16 ],11,8,16,NA
MDG_0000000026,PUBLISHED,2014,EUR,EST,11 [ 7 - 16 ],11,7,16,NA
MDG_0000000026,PUBLISHED,2011,EUR,BIH,10 [ 6 - 16 ],10,6,16,NA
MDG_0000000026,PUBLISHED,2005,EUR,SRB,12 [ 10 - 15 ],12,10,15,NA
MDG_0000000026,PUBLISHED,2006,EUR,SRB,12 [ 10 - 15 ],12,10,15,NA
MDG_0000000026,PUBLISHED,2008,EUR,SRB,12 [ 10 - 15 ],12,10,15,NA
MDG_0000000026,PUBLISHED,2009,EUR,SRB,12 [ 10 - 15 ],12,10,15,NA
MDG_0000000026,PUBLISHED,2010,EUR,SRB,12 [ 10 - 15 ],12,10,15,NA
MDG_0000000026,PUBLISHED,2009,EUR,LTU,11 [ 8 - 15 ],11,8,15,NA
MDG_0000000026,PUBLISHED,2007,EMR,QAT,11 [ 8 - 15 ],11,8,15,NA
MDG_0000000026,PUBLISHED,2008,EMR,QAT,11 [ 8 - 15 ],11,8,15,NA
MDG_0000000026,PUBLISHED,2013,EUR,EST,10 [ 7 - 15 ],10,7,15,NA
MDG_0000000026,PUBLISHED,2012,WPR,KOR,13 [ 12 - 14 ],13,12,14,NA
MDG_0000000026,PUBLISHED,2013,WPR,KOR,13 [ 12 - 14 ],13,12,14,NA
MDG_0000000026,PUBLISHED,2001,EUR,NLD,13 [ 12 - 14 ],13,12,14,NA
MDG_0000000026,PUBLISHED,2002,EUR,NLD,13 [ 12 - 14 ],13,12,14,NA
MDG_0000000026,PUBLISHED,2012,EUR,BGR,11 [ 8 - 14 ],11,8,14,NA
MDG_0000000026,PUBLISHED,2014,AMR,CAN,11 [ 8 - 14 ],11,8,14,NA
MDG_0000000026,PUBLISHED,2015,AMR,CAN,11 [ 8 - 14 ],11,8,14,NA
MDG_0000000026,PUBLISHED,2016,AMR,CAN,10 [ 8 - 14 ],10,8,14,NA
MDG_0000000026,PUBLISHED,2012,EMR,QAT,10 [ 7 - 14 ],10,7,14,NA
MDG_0000000026,PUBLISHED,2013,EMR,QAT,10 [ 7 - 14 ],10,7,14,NA
MDG_0000000026,PUBLISHED,2014,EMR,QAT,10 [ 7 - 14 ],10,7,14,NA
MDG_0000000026,PUBLISHED,2009,WPR,SGP,10 [ 7 - 14 ],10,7,14,NA
MDG_0000000026,PUBLISHED,2012,WPR,SGP,10 [ 7 - 14 ],10,7,14,NA
MDG_0000000026,PUBLISHED,2006,EUR,MNE,9 [ 5 - 14 ],9,5,14,NA
MDG_0000000026,PUBLISHED,2002,AMR,USA,13 [ 13 - 13 ],13,13,13,NA
MDG_0000000026,PUBLISHED,2001,AMR,USA,13 [ 12 - 13 ],13,12,13,NA
MDG_0000000026,PUBLISHED,2014,WPR,KOR,12 [ 11 - 13 ],12,11,13,NA
MDG_0000000026,PUBLISHED,2002,EUR,SVN,11 [ 9 - 13 ],11,9,13,NA
MDG_0000000026,PUBLISHED,2004,EUR,SVN,11 [ 9 - 13 ],11,9,13,NA
MDG_0000000026,PUBLISHED,2002,EUR,HRV,10 [ 8 - 13 ],10,8,13,NA
MDG_0000000026,PUBLISHED,2003,EUR,HRV,10 [ 8 - 13 ],10,8,13,NA
MDG_0000000026,PUBLISHED,2010,EMR,KWT,10 [ 8 - 13 ],10,8,13,NA
MDG_0000000026,PUBLISHED,2003,EUR,MKD,10 [ 8 - 13 ],10,8,13,NA
MDG_0000000026,PUBLISHED,2011,WPR,NZL,10 [ 8 - 13 ],10,8,13,NA
MDG_0000000026,PUBLISHED,2001,EUR,SVN,10 [ 8 - 13 ],10,8,13,NA
MDG_0000000026,PUBLISHED,2003,EUR,SVN,10 [ 8 - 13 ],10,8,13,NA
MDG_0000000026,PUBLISHED,2016,WPR,SGP,8 [ 6 - 13 ],8,6,13,NA
MDG_0000000026,PUBLISHED,2007,EUR,CYP,8 [ 5 - 13 ],8,5,13,NA
MDG_0000000026,PUBLISHED,2008,EUR,CYP,9 [ 5 - 13 ],9,5,13,NA
MDG_0000000026,PUBLISHED,2009,EUR,CYP,8 [ 5 - 13 ],8,5,13,NA
MDG_0000000026,PUBLISHED,2006,EUR,GBR,11 [ 10 - 12 ],11,10,12,NA
MDG_0000000026,PUBLISHED,2004,EUR,NLD,11 [ 10 - 12 ],11,10,12,NA
MDG_0000000026,PUBLISHED,2005,EUR,NLD,11 [ 10 - 12 ],11,10,12,NA
MDG_0000000026,PUBLISHED,2002,AMR,CAN,10 [ 9 - 12 ],10,9,12,NA
MDG_0000000026,PUBLISHED,2016,WPR,NZL,10 [ 8 - 12 ],10,8,12,NA
MDG_0000000026,PUBLISHED,2005,EUR,SVN,10 [ 8 - 12 ],10,8,12,NA
MDG_0000000026,PUBLISHED,2011,EUR,TKM,10 [ 8 - 12 ],10,8,12,NA
MDG_0000000026,PUBLISHED,2006,EUR,BLR,9 [ 7 - 12 ],9,7,12,NA
MDG_0000000026,PUBLISHED,2012,EUR,MKD,8 [ 6 - 12 ],8,6,12,NA
MDG_0000000026,PUBLISHED,2013,WPR,SGP,9 [ 6 - 12 ],9,6,12,NA
MDG_0000000026,PUBLISHED,2014,WPR,SGP,8 [ 6 - 12 ],8,6,12,NA
MDG_0000000026,PUBLISHED,2010,EUR,CYP,8 [ 5 - 12 ],8,5,12,NA
MDG_0000000026,PUBLISHED,2014,EUR,CYP,8 [ 5 - 12 ],8,5,12,NA
MDG_0000000026,PUBLISHED,2010,EUR,MNE,7 [ 4 - 12 ],7,4,12,NA
MDG_0000000026,PUBLISHED,2011,EUR,MNE,7 [ 4 - 12 ],7,4,12,NA
MDG_0000000026,PUBLISHED,2000,EUR,GBR,10 [ 10 - 11 ],10,10,11,NA
MDG_0000000026,PUBLISHED,2001,EUR,GBR,11 [ 10 - 11 ],11,10,11,NA
MDG_0000000026,PUBLISHED,2008,EUR,PRT,9 [ 8 - 11 ],9,8,11,NA
MDG_0000000026,PUBLISHED,2009,EUR,PRT,9 [ 8 - 11 ],9,8,11,NA
MDG_0000000026,PUBLISHED,2010,EUR,PRT,9 [ 8 - 11 ],9,8,11,NA
MDG_0000000026,PUBLISHED,2017,WPR,NZL,9 [ 7 - 11 ],9,7,11,NA
MDG_0000000026,PUBLISHED,2017,EUR,PRT,8 [ 6 - 11 ],8,6,11,NA
MDG_0000000026,PUBLISHED,2014,EUR,TKM,8 [ 6 - 11 ],8,6,11,NA
MDG_0000000026,PUBLISHED,2015,EUR,TKM,8 [ 6 - 11 ],8,6,11,NA
MDG_0000000026,PUBLISHED,2012,EUR,LUX,7 [ 5 - 11 ],7,5,11,NA
MDG_0000000026,PUBLISHED,2013,EUR,MKD,8 [ 5 - 11 ],8,5,11,NA
MDG_0000000026,PUBLISHED,2001,EUR,FRA,10 [ 9 - 10 ],10,9,10,NA
MDG_0000000026,PUBLISHED,2002,EUR,FRA,10 [ 9 - 10 ],10,9,10,NA
MDG_0000000026,PUBLISHED,2003,EUR,FRA,9 [ 9 - 10 ],9,9,10,NA
MDG_0000000026,PUBLISHED,2004,EUR,FRA,9 [ 9 - 10 ],9,9,10,NA
MDG_0000000026,PUBLISHED,2007,EUR,PRT,9 [ 8 - 10 ],9,8,10,NA
MDG_0000000026,PUBLISHED,2002,EUR,DNK,8 [ 7 - 10 ],8,7,10,NA
MDG_0000000026,PUBLISHED,2015,EUR,FRA,8 [ 7 - 10 ],8,7,10,NA
MDG_0000000026,PUBLISHED,2016,EUR,FRA,8 [ 7 - 10 ],8,7,10,NA
MDG_0000000026,PUBLISHED,2017,EUR,TKM,7 [ 5 - 10 ],7,5,10,NA
MDG_0000000026,PUBLISHED,2000,EMR,ARE,6 [ 4 - 10 ],6,4,10,NA
MDG_0000000026,PUBLISHED,2013,EUR,CYP,6 [ 4 - 10 ],6,4,10,NA
MDG_0000000026,PUBLISHED,2016,EUR,CYP,6 [ 4 - 10 ],6,4,10,NA
MDG_0000000026,PUBLISHED,2002,WPR,JPN,8 [ 7 - 9 ],8,7,9,NA
MDG_0000000026,PUBLISHED,2008,EUR,NLD,8 [ 7 - 9 ],8,7,9,NA
MDG_0000000026,PUBLISHED,2009,EUR,NLD,8 [ 7 - 9 ],8,7,9,NA
MDG_0000000026,PUBLISHED,2001,EUR,BEL,8 [ 6 - 9 ],8,6,9,NA
MDG_0000000026,PUBLISHED,2002,EUR,BEL,7 [ 6 - 9 ],7,6,9,NA
MDG_0000000026,PUBLISHED,2003,EUR,SVK,7 [ 6 - 9 ],7,6,9,NA
MDG_0000000026,PUBLISHED,2006,EUR,SVN,8 [ 6 - 9 ],8,6,9,NA
MDG_0000000026,PUBLISHED,2012,EUR,SVN,7 [ 6 - 9 ],7,6,9,NA
MDG_0000000026,PUBLISHED,2017,EUR,DEU,7 [ 5 - 9 ],7,5,9,NA
MDG_0000000026,PUBLISHED,2001,EUR,ISL,6 [ 4 - 9 ],6,4,9,NA
MDG_0000000026,PUBLISHED,2002,EUR,ISL,6 [ 4 - 9 ],6,4,9,NA
MDG_0000000026,PUBLISHED,2003,EUR,ISL,6 [ 4 - 9 ],6,4,9,NA
MDG_0000000026,PUBLISHED,2004,EUR,ISL,6 [ 4 - 9 ],6,4,9,NA
MDG_0000000026,PUBLISHED,2003,EUR,CHE,7 [ 6 - 8 ],7,6,8,NA
MDG_0000000026,PUBLISHED,2000,EUR,DEU,7 [ 6 - 8 ],7,6,8,NA
MDG_0000000026,PUBLISHED,2001,EUR,DEU,7 [ 6 - 8 ],7,6,8,NA
MDG_0000000026,PUBLISHED,2002,EUR,DEU,7 [ 6 - 8 ],7,6,8,NA
MDG_0000000026,PUBLISHED,2003,EUR,DNK,7 [ 6 - 8 ],7,6,8,NA
MDG_0000000026,PUBLISHED,2017,WPR,AUS,6 [ 5 - 8 ],6,5,8,NA
MDG_0000000026,PUBLISHED,2006,EUR,BEL,7 [ 5 - 8 ],7,5,8,NA
MDG_0000000026,PUBLISHED,2008,EUR,BEL,7 [ 5 - 8 ],7,5,8,NA
MDG_0000000026,PUBLISHED,2009,EUR,BEL,6 [ 5 - 8 ],6,5,8,NA
MDG_0000000026,PUBLISHED,2005,EUR,DNK,6 [ 5 - 8 ],6,5,8,NA
MDG_0000000026,PUBLISHED,2007,EUR,DNK,6 [ 5 - 8 ],6,5,8,NA
MDG_0000000026,PUBLISHED,2001,EUR,IRL,7 [ 5 - 8 ],7,5,8,NA
MDG_0000000026,PUBLISHED,2002,EUR,IRL,6 [ 5 - 8 ],6,5,8,NA
MDG_0000000026,PUBLISHED,2013,EUR,CHE,6 [ 4 - 8 ],6,4,8,NA
MDG_0000000026,PUBLISHED,2016,EUR,CHE,5 [ 4 - 8 ],5,4,8,NA
MDG_0000000026,PUBLISHED,2013,EUR,IRL,6 [ 4 - 8 ],6,4,8,NA
MDG_0000000026,PUBLISHED,2014,EUR,IRL,6 [ 4 - 8 ],6,4,8,NA
MDG_0000000026,PUBLISHED,2014,EUR,ISL,5 [ 3 - 8 ],5,3,8,NA
MDG_0000000026,PUBLISHED,2015,EUR,LUX,5 [ 3 - 8 ],5,3,8,NA
MDG_0000000026,PUBLISHED,2017,EUR,LUX,5 [ 3 - 8 ],5,3,8,NA
MDG_0000000026,PUBLISHED,2000,WPR,AUS,7 [ 6 - 7 ],7,6,7,NA
MDG_0000000026,PUBLISHED,2004,EUR,DEU,6 [ 5 - 7 ],6,5,7,NA
MDG_0000000026,PUBLISHED,2005,EUR,DEU,6 [ 5 - 7 ],6,5,7,NA
MDG_0000000026,PUBLISHED,2006,EUR,DEU,6 [ 5 - 7 ],6,5,7,NA
MDG_0000000026,PUBLISHED,2007,EUR,DEU,6 [ 5 - 7 ],6,5,7,NA
MDG_0000000026,PUBLISHED,2001,EUR,NOR,5 [ 5 - 7 ],5,5,7,NA
MDG_0000000026,PUBLISHED,2010,EUR,AUT,5 [ 4 - 7 ],5,4,7,NA
MDG_0000000026,PUBLISHED,2011,EUR,AUT,5 [ 4 - 7 ],5,4,7,NA
MDG_0000000026,PUBLISHED,2014,EUR,AUT,5 [ 4 - 7 ],5,4,7,NA
MDG_0000000026,PUBLISHED,2013,EUR,DEU,5 [ 4 - 7 ],5,4,7,NA
MDG_0000000026,PUBLISHED,2010,EUR,DNK,5 [ 4 - 7 ],5,4,7,NA
MDG_0000000026,PUBLISHED,2000,EUR,FIN,6 [ 4 - 7 ],6,4,7,NA
MDG_0000000026,PUBLISHED,2015,EUR,NLD,6 [ 4 - 7 ],6,4,7,NA
MDG_0000000026,PUBLISHED,2016,EUR,NLD,6 [ 4 - 7 ],6,4,7,NA
MDG_0000000026,PUBLISHED,2017,EUR,CHE,5 [ 3 - 7 ],5,3,7,NA
MDG_0000000026,PUBLISHED,2017,EUR,IRL,5 [ 3 - 7 ],5,3,7,NA
MDG_0000000026,PUBLISHED,2008,EUR,ISL,5 [ 3 - 7 ],5,3,7,NA
