iso,year,start,end,obs_matdeaths,pm_obs,env,mmr_obs,shortcite,obs_selogpm,type,modelinclude,crvs_completeness,definition,sens,var_sens,sens_sq,oneminsens_sq,spec,var_spec,spec_sq,oneminspec_sq,cov_sesp,completeness_inq
NOR,2012.5,2012,2013,0,0,597,NA,NA,NA,vr,FALSE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
NOR,2013.5,2013,2014,2,0.003322259,602,NA,NA,NA,vr,FALSE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
NOR,2014.5,2014,2015,2,0.003546099,564,NA,NA,NA,vr,FALSE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
NOR,2015.5,2015,2016,0,0,570,NA,NA,NA,vr,FALSE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
NOR,2016.5,2016,2017,0,0,566,NA,NA,NA,vr,FALSE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
POL,1985.5,1985,1986,75,0.007240081,10359,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
POL,1986.5,1986,1987,83,0.008172509,10156,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
POL,1987.5,1987,1988,94,0.009030647,10409,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
POL,1988.5,1988,1989,68,0.006778985,10031,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
POL,1989.5,1989,1990,60,0.005718643,10492,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
POL,1990.5,1990,1991,70,0.006501347,10767,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
POL,1991.5,1991,1992,69,0.005985427,11528,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
POL,1992.5,1992,1993,50,0.004396377,11373,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
POL,1993.5,1993,1994,58,0.005252672,11042,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
POL,1994.5,1994,1995,53,0.004658522,11377,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
POL,1995.5,1995,1996,43,0.003686873,11663,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
POL,1996.5,1996,1997,21,0.001838879,11420,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
POL,1999.5,1999,2000,18,0.001625723,11072,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
POL,2000.5,2000,2001,30,0.002847921,10534,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
POL,2001.5,2001,2002,12,0.001198562,10012,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
POL,2002.5,2002,2003,19,0.002017199,9419,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
POL,2003.5,2003,2004,13,0.001434879,9060,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
POL,2004.5,2004,2005,17,0.001889309,8998,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
POL,2005.5,2005,2006,10,0.001135718,8805,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
POL,2006.5,2006,2007,11,0.001283847,8568,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
POL,2007.5,2007,2008,11,0.001334789,8241,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
POL,2008.5,2008,2009,19,0.002423779,7839,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
POL,2009.5,2009,2010,7,9.34E-04,7494,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
POL,2010.5,2010,2011,9,0.001336501,6734,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
POL,2011.5,2011,2012,9,0.001352163,6656,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
POL,2012.5,2012,2013,4,6.23E-04,6416,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
POL,2013.5,2013,2014,7,0.001140808,6136,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
POL,2014.5,2014,2015,8,0.001323627,6044,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
POL,2015.5,2015,2016,6,0.001014199,5916,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRT,1985.5,1985,1986,12,0.004507889,2662,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.80E-06,NA
PRT,1985.5,1985,1986,12,0.004507889,2662,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.45E-06,NA
PRT,1986.5,1986,1987,11,0.004417671,2490,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.89E-06,NA
PRT,1986.5,1986,1987,11,0.004417671,2490,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.70E-06,NA
PRT,1987.5,1987,1988,15,0.005771451,2599,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.59E-06,NA
PRT,1987.5,1987,1988,15,0.005771451,2599,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.38E-06,NA
PRT,1988.5,1988,1989,8,0.003212851,2490,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.59E-06,NA
PRT,1988.5,1988,1989,8,0.003212851,2490,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.27E-06,NA
PRT,1989.5,1989,1990,12,0.004662005,2574,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.38E-06,NA
PRT,1989.5,1989,1990,12,0.004662005,2574,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-5.75E-06,NA
PRT,1990.5,1990,1991,12,0.004700353,2553,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.18E-06,NA
PRT,1990.5,1990,1991,12,0.004700353,2553,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-5.95E-06,NA
PRT,1991.5,1991,1992,14,0.005473026,2558,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.24E-06,NA
PRT,1991.5,1991,1992,14,0.005473026,2558,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-5.95E-06,NA
PRT,1992.5,1992,1993,11,0.004296875,2560,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.15E-06,NA
PRT,1992.5,1992,1993,11,0.004296875,2560,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-5.76E-06,NA
PRT,1993.5,1993,1994,7,0.00268302,2609,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-5.95E-06,NA
PRT,1993.5,1993,1994,7,0.00268302,2609,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-5.68E-06,NA
PRT,1994.5,1994,1995,10,0.00405515,2466,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-5.42E-06,NA
PRT,1994.5,1994,1995,10,0.00405515,2466,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-5.35E-06,NA
PRT,1995.5,1995,1996,9,0.003667482,2454,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-5.13E-06,NA
PRT,1995.5,1995,1996,9,0.003667482,2454,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-4.87E-06,NA
PRT,1996.5,1996,1997,6,0.002362205,2540,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-4.88E-06,NA
PRT,1996.5,1996,1997,6,0.002362205,2540,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-4.78E-06,NA
PRT,1997.5,1997,1998,6,0.002264151,2650,NA,NA,NA,vr,TRUE,1,maternal,0.572850789,0.052154908,0.328668059,0.182966482,0.999384114,3.82E-07,0.998768617,3.90E-07,-2.91E-06,NA
PRT,1997.5,1997,1998,6,0.002264151,2650,NA,NA,NA,vr,TRUE,1,maternal,0.571154918,0.052136666,0.326892674,0.184582838,0.999382431,3.80E-07,0.998765254,3.91E-07,-2.67E-06,NA
PRT,1998.5,1998,1999,9,0.003601441,2499,NA,NA,NA,vr,TRUE,1,maternal,0.561558851,0.043409635,0.316113392,0.192995691,0.999435641,3.34E-07,0.998871616,3.34E-07,-2.57E-06,NA
PRT,1998.5,1998,1999,9,0.003601441,2499,NA,NA,NA,vr,TRUE,1,maternal,0.55816711,0.043373152,0.312562622,0.196228403,0.999432276,3.29E-07,0.99886489,3.37E-07,-2.52E-06,NA
PRT,1999.5,1999,2000,6,0.002488594,2411,NA,NA,NA,vr,TRUE,1,maternal,0.550266912,0.034664363,0.303558725,0.2030249,0.999487168,2.86E-07,0.998974615,2.79E-07,-2.42E-06,NA
PRT,1999.5,1999,2000,6,0.002488594,2411,NA,NA,NA,vr,TRUE,1,maternal,0.545179301,0.034609638,0.29823257,0.207873967,0.999482121,2.79E-07,0.998964526,2.83E-07,-2.34E-06,NA
PRT,2000.5,2000,2001,3,0.001261564,2378,NA,NA,NA,vr,TRUE,1,maternal,0.538974974,0.025919091,0.291004057,0.213054109,0.999538695,2.38E-07,0.999077614,2.23E-07,-2.31E-06,NA
PRT,2000.5,2000,2001,3,0.001261564,2378,NA,NA,NA,vr,TRUE,1,maternal,0.532191493,0.025846123,0.283902518,0.219519532,0.999531966,2.29E-07,0.999064161,2.29E-07,-2.09E-06,NA
PRT,2001.5,2001,2002,6,0.00249584,2404,NA,NA,NA,vr,FALSE,1,maternal,0.527683036,0.017173818,0.27844939,0.223083318,0.999590222,1.90E-07,0.999180612,1.68E-07,-3.19E-06,NA
PRT,2001.5,2001,2002,6,0.00249584,2404,NA,NA,NA,vr,FALSE,1,maternal,0.519203685,0.017082609,0.269572466,0.231165097,0.999581811,1.79E-07,0.999163797,1.75E-07,-3.09E-06,NA
PRT,2002.5,2002,2003,8,0.003461705,2311,NA,NA,NA,vr,FALSE,1,maternal,0.54286501,0.017184269,0.294702419,0.208972399,0.999483023,2.70E-07,0.998966314,2.67E-07,-3.81E-06,NA
PRT,2002.5,2002,2003,8,0.003461705,2311,NA,NA,NA,vr,FALSE,1,maternal,0.533141477,0.017676906,0.284239834,0.217956881,0.999486425,2.45E-07,0.998973113,2.64E-07,-3.68E-06,NA
PRT,2003.5,2003,2004,7,0.003109729,2251,NA,NA,NA,vr,FALSE,1,maternal,0.553167116,0.017656431,0.305993858,0.199659627,0.999399861,3.02E-07,0.998800081,3.60E-07,-4.08E-06,NA
PRT,2003.5,2003,2004,7,0.003109729,2251,NA,NA,NA,vr,FALSE,1,maternal,0.545124258,0.018044361,0.29716046,0.206911943,0.999388783,2.99E-07,0.998777939,3.74E-07,-4.10E-06,NA
PRT,2007.5,2007,2008,5,0.002558854,1954,NA,NA,NA,vr,FALSE,1,maternal,0.541395609,0.021515001,0.293109207,0.21031799,0.999567127,2.24E-07,0.999134441,1.87E-07,-3.88E-06,NA
PRT,2007.5,2007,2008,5,0.002558854,1954,NA,NA,NA,vr,FALSE,1,maternal,0.533949604,0.021312695,0.285102181,0.217202973,0.999554112,2.23E-07,0.999108423,1.99E-07,-3.85E-06,NA
PRT,2008.5,2008,2009,4,0.002085506,1918,NA,NA,NA,vr,TRUE,1,maternal,0.541395609,0.02446694,0.293109207,0.212238837,0.999567127,2.54E-07,0.999145778,1.87E-07,-4.40E-06,NA
PRT,2008.5,2008,2009,4,0.002085506,1918,NA,NA,NA,vr,TRUE,1,maternal,0.533949604,0.023861739,0.285102181,0.217466257,0.999554112,2.30E-07,0.999145082,1.99E-07,-4.14E-06,NA
PRT,2009.5,2009,2010,7,0.003634476,1926,NA,NA,NA,vr,TRUE,1,maternal,0.541395609,0.026961787,0.293109207,0.212134883,0.999567127,2.71E-07,0.999148411,1.87E-07,-4.78E-06,NA
PRT,2009.5,2009,2010,7,0.003634476,1926,NA,NA,NA,vr,TRUE,1,maternal,0.533949604,0.025248729,0.285102181,0.220089305,0.999554112,2.65E-07,0.999126289,1.99E-07,-4.57E-06,NA
PRT,2010.5,2010,2011,8,0.004226096,1893,NA,NA,NA,vr,TRUE,1,maternal,0.541395609,0.028361716,0.293109207,0.215247408,0.999567127,2.90E-07,0.999146998,1.87E-07,-5.07E-06,NA
PRT,2010.5,2010,2011,8,0.004226096,1893,NA,NA,NA,vr,TRUE,1,maternal,0.533949604,0.027534665,0.285102181,0.223699569,0.999554112,2.70E-07,0.99915503,1.99E-07,-4.82E-06,NA
PRT,2011.5,2011,2012,5,0.002963841,1687,NA,NA,NA,vr,TRUE,1,maternal,0.541395609,0.030029774,0.293109207,0.215102931,0.999567127,2.95E-07,0.999166556,1.87E-07,-5.26E-06,NA
PRT,2011.5,2011,2012,5,0.002963841,1687,NA,NA,NA,vr,TRUE,1,maternal,0.533949604,0.029267688,0.285102181,0.22219017,0.999554112,2.69E-07,0.999191209,1.99E-07,-4.96E-06,NA
PRT,2012.5,2012,2013,4,0.00243309,1644,NA,NA,NA,vr,TRUE,1,maternal,0.541395609,0.032096185,0.293109207,0.212733038,0.999567127,2.97E-07,0.999181295,1.87E-07,-5.46E-06,NA
PRT,2012.5,2012,2013,4,0.00243309,1644,NA,NA,NA,vr,TRUE,1,maternal,0.533949604,0.031221078,0.285102181,0.22162903,0.999554112,2.93E-07,0.999166312,1.99E-07,-5.35E-06,NA
PRT,2013.5,2013,2014,5,0.003209243,1558,NA,NA,NA,vr,TRUE,1,maternal,0.541395609,0.033359899,0.293109207,0.214462752,0.999567127,3.13E-07,0.999166245,1.87E-07,-5.71E-06,NA
PRT,2013.5,2013,2014,5,0.003209243,1558,NA,NA,NA,vr,TRUE,1,maternal,0.533949604,0.033839337,0.285102181,0.225098463,0.999554112,2.94E-07,0.99918834,1.99E-07,-5.57E-06,NA
PRT,2014.5,2014,2015,6,0.003992016,1503,NA,NA,NA,vr,TRUE,1,maternal,0.541395609,0.036826792,0.293109207,0.214757812,0.999567127,3.08E-07,0.999186872,1.87E-07,-5.95E-06,NA
PRT,2014.5,2014,2015,6,0.003992016,1503,NA,NA,NA,vr,TRUE,1,maternal,0.533949604,0.036349538,0.285102181,0.226223719,0.999554112,3.09E-07,0.99917932,1.99E-07,-5.92E-06,NA
PRT,2015.5,2015,2016,6,0.004040404,1485,NA,NA,NA,vr,TRUE,1,maternal,0.541395609,0.037472277,0.293109207,0.215147977,0.999567127,3.21E-07,0.999181963,1.87E-07,-6.13E-06,NA
PRT,2015.5,2015,2016,6,0.004040404,1485,NA,NA,NA,vr,TRUE,1,maternal,0.533949604,0.037805993,0.285102181,0.223471715,0.999554112,3.36E-07,0.999162057,1.99E-07,-6.30E-06,NA
PRT,2016.5,2016,2017,6,0.004195804,1430,NA,NA,NA,vr,TRUE,1,maternal,0.541395609,0.040630457,0.293109207,0.217395957,0.999567127,3.30E-07,0.999177697,1.87E-07,-6.47E-06,NA
PRT,2016.5,2016,2017,6,0.004195804,1430,NA,NA,NA,vr,TRUE,1,maternal,0.533949604,0.039271336,0.285102181,0.225179795,0.999554112,3.17E-07,0.999192675,1.99E-07,-6.23E-06,NA
MDA,1985.5,1985,1986,45,0.018579686,2422,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-7.09E-06,NA
MDA,1985.5,1985,1986,45,0.018579686,2422,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-7.28E-06,NA
MDA,1986.5,1986,1987,31,0.016204914,1913,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-7.10E-06,NA
MDA,1986.5,1986,1987,31,0.016204914,1913,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-7.11E-06,NA
MDA,1987.5,1987,1988,38,0.020485175,1855,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-7.02E-06,NA
MDA,1987.5,1987,1988,38,0.020485175,1855,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-7.17E-06,NA
MDA,1988.5,1988,1989,31,0.017193566,1803,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.97E-06,NA
MDA,1988.5,1988,1989,31,0.017193566,1803,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-7.12E-06,NA
MDA,1989.5,1989,1990,28,0.015317287,1828,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.95E-06,NA
MDA,1989.5,1989,1990,28,0.015317287,1828,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-7.00E-06,NA
MDA,1990.5,1990,1991,34,0.019047619,1785,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.97E-06,NA
MDA,1990.5,1990,1991,34,0.019047619,1785,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.92E-06,NA
MDA,1991.5,1991,1992,35,0.016916385,2069,NA,NA,NA,vr,TRUE,0.987118321,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.90E-06,NA
MDA,1991.5,1991,1992,35,0.016916385,2069,NA,NA,NA,vr,TRUE,0.987118321,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.82E-06,NA
MDA,1992.5,1992,1993,36,0.019575856,1839,NA,NA,NA,vr,TRUE,0.978191489,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.81E-06,NA
MDA,1992.5,1992,1993,36,0.019575856,1839,NA,NA,NA,vr,TRUE,0.978191489,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.62E-06,NA
MDA,1993.5,1993,1994,35,0.018878101,1854,NA,NA,NA,vr,TRUE,0.96713615,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.73E-06,NA
MDA,1993.5,1993,1994,35,0.018878101,1854,NA,NA,NA,vr,TRUE,0.96713615,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.52E-06,NA
MDA,1994.5,1994,1995,16,0.007414272,2158,NA,NA,NA,vr,TRUE,0.956136464,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.60E-06,NA
MDA,1994.5,1994,1995,16,0.007414272,2158,NA,NA,NA,vr,TRUE,0.956136464,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.47E-06,NA
MDA,1995.5,1995,1996,23,0.00988822,2326,NA,NA,NA,vr,TRUE,0.947068404,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.42E-06,NA
MDA,1995.5,1995,1996,23,0.00988822,2326,NA,NA,NA,vr,TRUE,0.947068404,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.41E-06,NA
MDA,1996.5,1996,1997,22,0.009666081,2276,NA,NA,NA,vr,TRUE,0.938169827,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.31E-06,NA
MDA,1996.5,1996,1997,22,0.009666081,2276,NA,NA,NA,vr,TRUE,0.938169827,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.22E-06,NA
MDA,1997.5,1997,1998,23,0.012247071,1878,NA,NA,NA,vr,TRUE,0.900287632,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.28E-06,NA
MDA,1997.5,1997,1998,23,0.012247071,1878,NA,NA,NA,vr,TRUE,0.900287632,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.20E-06,NA
MDA,1998.5,1998,1999,15,0.008408072,1784,NA,NA,NA,vr,TRUE,0.900100908,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.09E-06,NA
MDA,1998.5,1998,1999,15,0.008408072,1784,NA,NA,NA,vr,TRUE,0.900100908,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.01E-06,NA
MDA,1999.5,1999,2000,11,0.006134969,1793,NA,NA,NA,vr,TRUE,0.900100402,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-6.05E-06,NA
MDA,1999.5,1999,2000,11,0.006134969,1793,NA,NA,NA,vr,TRUE,0.900100402,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-5.94E-06,NA
MDA,2000.5,2000,2001,10,0.005646527,1771,NA,NA,NA,vr,TRUE,0.891293407,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-5.95E-06,NA
MDA,2000.5,2000,2001,10,0.005646527,1771,NA,NA,NA,vr,TRUE,0.891293407,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-5.92E-06,NA
MDA,2001.5,2001,2002,16,0.009615385,1664,NA,NA,NA,vr,TRUE,0.892703863,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-5.77E-06,NA
MDA,2001.5,2001,2002,16,0.009615385,1664,NA,NA,NA,vr,TRUE,0.892703863,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-5.78E-06,NA
MDA,2002.5,2002,2003,11,0.006436513,1709,NA,NA,NA,vr,TRUE,0.891962422,maternal,0.624220067,0.052800361,0.396075466,0.147635332,0.999284436,4.30E-07,0.998569394,5.21E-07,-2.38E-06,NA
