INDICATOR_ID,INDICATOR_LABEL_EN
PoStimuEnv.WQ1,"Percentage of children under 5 years experiencing positive and stimulating home learning environments, poorest quintile (%)"
PoStimuEnv.WQ5,"Percentage of children under 5 years experiencing positive and stimulating home learning environments, richest quintile (%)"
PRYA.12MO,"Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, both sexes (%)"
PRYA.12MO.F,"Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, female (%)"
PRYA.12MO.GPI,"Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, adjusted gender parity index (GPIA)"
PRYA.12MO.M,"Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, male (%)"
PTRHC.02.qualified,"Pupil-qualified teacher ratio in pre-primary education (headcount basis)"
PTRHC.02.trained,"Pupil-trained teacher ratio in pre-primary education (headcount basis)"
PTRHC.1.qualified,"Pupil-qualified teacher ratio in primary education (headcount basis)"
PTRHC.1.trained,"Pupil-trained teacher ratio in primary education (headcount basis)"
PTRHC.2.qualified,"Pupil-qualified teacher ratio in lower secondary (headcount basis)"
PTRHC.2.trained,"Pupil-trained teacher ratio in lower secondary education (headcount basis)"
PTRHC.2t3.qualified,"Pupil-qualified teacher ratio in secondary (headcount basis)"
PTRHC.2t3.trained,"Pupil-trained teacher ratio in secondary education (headcount basis)"
PTRHC.3.qualified,"Pupil-qualified teacher ratio in upper secondary (headcount basis)"
PTRHC.3.trained,"Pupil-trained teacher ratio in upper secondary education (headcount basis)"
QUTP.02,"Percentage of qualified teachers in pre-primary education, both sexes (%)"
QUTP.02.F,"Percentage of qualified teachers in pre-primary education, female (%)"
QUTP.02.GPIA,"Proportion of qualified teachers in pre-primary education, adjusted gender parity index (GPIA)"
QUTP.02.M,"Percentage of qualified teachers in pre-primary education, male (%)"
QUTP.1,"Percentage of qualified teachers in primary education, both sexes (%)"
QUTP.1.F,"Percentage of qualified teachers in primary education, female (%)"
QUTP.1.GPIA,"Proportion of qualified teachers in primary education, adjusted gender parity index (GPIA)"
QUTP.1.M,"Percentage of qualified teachers in primary education, male (%)"
QUTP.2,"Percentage of qualified teachers in lower secondary education, both sexes (%)"
QUTP.2.F,"Percentage of qualified teachers in lower secondary education, female (%)"
QUTP.2.GPIA,"Proportion of qualified teachers in lower secondary education, adjusted gender parity index (GPIA)"
QUTP.2.M,"Percentage of qualified teachers in lower secondary education, male (%)"
QUTP.2t3,"Percentage of qualified teachers in secondary education, both sexes (%)"
QUTP.2t3.F,"Percentage of qualified teachers in secondary education, female (%)"
QUTP.2t3.GPIA,"Proportion of qualified teachers in secondary education, adjusted gender parity index (GPIA)"
QUTP.2t3.M,"Percentage of qualified teachers in secondary education, male (%)"
QUTP.3,"Percentage of qualified teachers in upper secondary education, both sexes (%)"
QUTP.3.F,"Percentage of qualified teachers in upper secondary education, female (%)"
QUTP.3.GPIA,"Proportion of qualified teachers in upper secondary education, adjusted gender parity index (GPIA)"
QUTP.3.M,"Percentage of qualified teachers in upper secondary education, male (%)"
Read.G2t3,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, both sexes (%)"
Read.G2t3.F,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, female (%)"
Read.G2t3.GPIA,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, adjusted gender parity index (GPIA)"
Read.G2t3.HighSES,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, very affluent socioeconomic background, both sexes (%)"
Read.G2t3.LangTest,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, spoke the language of the test at home, both sexes (%)"
Read.G2t3.LowSES,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, very poor socioeconomic background, both sexes (%)"
Read.G2t3.LPIA,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, adjusted location parity index (LPIA)"
Read.G2t3.LTPIA,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, adjusted speaks language of the test parity index (LTPIA)"
Read.G2t3.M,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, male (%)"
Read.G2t3.Native,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, non-immigrant background, both sexes (%)"
Read.G2t3.nonLangTest,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, did not speak the language of the test at home, both sexes (%)"
Read.G2t3.nonNative,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, immigrant background, both sexes (%)"
Read.G2t3.NPIA,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, adjusted native parity index (NPIA)"
Read.G2t3.Rural,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, rural areas, both sexes (%)"
Read.G2t3.Urban,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, urban areas, both sexes (%)"
Read.G2t3.WPIA,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, adjusted wealth parity index (WPIA)"
Read.LowerSec,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, both sexes (%)"
Read.LowerSec.F,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, female (%)"
Read.LowerSec.GPIA,"Proportion of students at the end of lower secondary achieving at least a minimum proficiency level in reading, adjusted gender parity index (GPIA)"
Read.LowerSec.HighSES,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, very affluent socioeconomic background, both sexes (%)"
Read.LowerSec.LangTest,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, spoke the language of the test at home, both sexes (%)"
Read.LowerSec.LowSES,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, very poor socioeconomic background, both sexes (%)"
Read.LowerSec.LPIA,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, adjusted location parity index (LPIA)"
Read.LowerSec.LTPIA,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, adjusted speaks language of the test parity index (LTPIA)"
Read.LowerSec.M,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, male (%)"
Read.LowerSec.Native,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, non-immigrant background, both sexes (%)"
Read.LowerSec.nonLangTest,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, did not speak the language of the test at home, both sexes (%)"
Read.LowerSec.nonNative,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, immigrant background, both sexes (%)"
Read.LowerSec.NPIA,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, adjusted native parity index (NPIA)"
Read.LowerSec.Rural,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, rural areas, both sexes (%)"
Read.LowerSec.Urban,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, urban areas, both sexes (%)"
Read.LowerSec.WPIA,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, adjusted wealth parity index (WPIA)"
Read.Primary,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)"
Read.Primary.F,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, female (%)"
Read.Primary.GPIA,"Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, adjusted gender parity index (GPIA)"
Read.Primary.HighSES,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, very affluent socioeconomic background, both sexes (%)"
Read.Primary.LangTest,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, spoke the language of the test at home, both sexes (%)"
Read.Primary.LowSES,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, very poor socioeconomic background, both sexes (%)"
Read.Primary.LPIA,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, adjusted location parity index (LPIA)"
Read.Primary.LTPIA,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, adjusted speaks language of the test parity index (LTPIA)"
Read.Primary.M,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, male (%)"
Read.Primary.Native,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, non-immigrant background, both sexes (%)"
Read.Primary.nonLangTest,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, did not speak the language of the test at home, both sexes (%)"
Read.Primary.nonNative,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, immigrant background, both sexes (%)"
Read.Primary.NPIA,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, adjusted native parity index (NPIA)"
Read.Primary.Rural,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, rural areas, both sexes (%)"
Read.Primary.Urban,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, urban areas, both sexes (%)"
Read.Primary.WPIA,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, adjusted wealth parity index (WPIA)"
ROFST.1.cp,"Out-of-school rate for children of primary school age, both sexes (%)"
ROFST.1.F.cp,"Out-of-school rate for children of primary school age, female (%)"
ROFST.1.GPIA.cp,"Out-of-school rate for children of primary school age, adjusted gender parity index (GPIA)"
ROFST.1.M.cp,"Out-of-school rate for children of primary school age, male (%)"
ROFST.1t2.cp,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)"
ROFST.1t2.F.cp,"Out-of-school rate for children and adolescents of primary and lower secondary school age, female (%)"
ROFST.1t2.GPIA.cp,"Out-of-school rate for children and adolescents of primary and lower secondary school age, adjusted gender parity index (GPIA)"
ROFST.1t2.M.cp,"Out-of-school rate for children and adolescents of primary and lower secondary school age, male (%)"
ROFST.1t3.cp,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, both sexes (%)"
ROFST.1t3.F.cp,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)"
ROFST.1t3.GPIA.cp,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, adjusted gender parity index (GPIA)"
ROFST.1t3.M.cp,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, male (%)"
ROFST.2.cp,"Out-of-school rate for adolescents of lower secondary school age, both sexes (%)"
ROFST.2.F.cp,"Out-of-school rate for adolescents of lower secondary school age, female (%)"
ROFST.2.GPIA.cp,"Out-of-school rate for adolescents of lower secondary school age, adjusted gender parity index (GPIA)"
ROFST.2.M.cp,"Out-of-school rate for adolescents of lower secondary school age, male (%)"
ROFST.2t3.cp,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)"
ROFST.2t3.F.cp,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, female (%)"
ROFST.2t3.GPIA.cp,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, adjusted gender parity index (GPIA)"
ROFST.2t3.M.cp,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, male (%)"
ROFST.3.cp,"Out-of-school rate for youth of upper secondary school age, both sexes (%)"
ROFST.3.F.cp,"Out-of-school rate for youth of upper secondary school age, female (%)"
ROFST.3.GPIA.cp,"Out-of-school rate for youth of upper secondary school age, adjusted gender parity index (GPIA)"
ROFST.3.M.cp,"Out-of-school rate for youth of upper secondary school age, male (%)"
ROFST.AgM1.cp,"Out-of-school rate for children one year younger than official age, both sexes (%)"
ROFST.AgM1.F.cp,"Out-of-school rate for children one year younger than official age, female (%)"
ROFST.AgM1.GPIA.cp,"Out-of-school rate for children one year younger than official age, adjusted gender parity index (GPIA)"
ROFST.AgM1.M.cp,"Out-of-school rate for children one year younger than official age, male (%)"
ROFST.H.1,"Out-of-school rate for children of primary school age, both sexes (household survey data) (%)"
ROFST.H.1.F,"Out-of-school rate for children of primary school age, female (household survey data) (%)"
ROFST.H.1.F.LPIA,"Out-of-school rate for children of primary school age, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.F.WPIA,"Out-of-school rate for children of primary school age, female, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.GPIA,"Out-of-school rate for children of primary school age, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.LPIA,"Out-of-school rate for children of primary school age, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.M,"Out-of-school rate for children of primary school age, male (household survey data) (%)"
ROFST.H.1.M.LPIA,"Out-of-school rate for children of primary school age, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.M.WPIA,"Out-of-school rate for children of primary school age, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.Q1,"Out-of-school rate for children of primary school age, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.1.Q1.F,"Out-of-school rate for children of primary school age, poorest quintile, female (household survey data) (%)"
ROFST.H.1.Q1.F.LPIA,"Out-of-school rate for children of primary school age, poorest quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q1.GPIA,"Out-of-school rate for children of primary school age, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.Q1.LPIA,"Out-of-school rate for children of primary school age, poorest quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q1.M,"Out-of-school rate for children of primary school age, poorest quintile, male (household survey data) (%)"
ROFST.H.1.Q1.M.LPIA,"Out-of-school rate for children of primary school age, poorest quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q2,"Out-of-school rate for children of primary school age, second quintile, both sexes (household survey data) (%)"
ROFST.H.1.Q2.F,"Out-of-school rate for children of primary school age, second quintile, female (household survey data) (%)"
ROFST.H.1.Q2.F.LPIA,"Out-of-school rate for children of primary school age, second quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q2.GPIA,"Out-of-school rate for children of primary school age, second quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.Q2.LPIA,"Out-of-school rate for children of primary school age, second quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q2.M,"Out-of-school rate for children of primary school age, second quintile, male (household survey data) (%)"
ROFST.H.1.Q2.M.LPIA,"Out-of-school rate for children of primary school age, second quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q3,"Out-of-school rate for children of primary school age, middle quintile, both sexes (household survey data) (%)"
ROFST.H.1.Q3.F,"Out-of-school rate for children of primary school age, middle quintile, female (household survey data) (%)"
ROFST.H.1.Q3.F.LPIA,"Out-of-school rate for children of primary school age, middle quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q3.GPIA,"Out-of-school rate for children of primary school age, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.Q3.LPIA,"Out-of-school rate for children of primary school age, middle quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q3.M,"Out-of-school rate for children of primary school age, middle quintile, male (household survey data) (%)"
ROFST.H.1.Q3.M.LPIA,"Out-of-school rate for children of primary school age, middle quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q4,"Out-of-school rate for children of primary school age, fourth quintile, both sexes (household survey data) (%)"
ROFST.H.1.Q4.F,"Out-of-school rate for children of primary school age, fourth quintile, female (household survey data) (%)"
ROFST.H.1.Q4.F.LPIA,"Out-of-school rate for children of primary school age, fourth quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q4.GPIA,"Out-of-school rate for children of primary school age, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.Q4.LPIA,"Out-of-school rate for children of primary school age, fourth quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q4.M,"Out-of-school rate for children of primary school age, fourth quintile, male (household survey data) (%)"
ROFST.H.1.Q4.M.LPIA,"Out-of-school rate for children of primary school age, fourth quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q5,"Out-of-school rate for children of primary school age, richest quintile, both sexes (household survey data) (%)"
ROFST.H.1.Q5.F,"Out-of-school rate for children of primary school age, richest quintile, female (household survey data) (%)"
ROFST.H.1.Q5.F.LPIA,"Out-of-school rate for children of primary school age, richest quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q5.GPIA,"Out-of-school rate for children of primary school age, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.Q5.LPIA,"Out-of-school rate for children of primary school age, richest quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q5.M,"Out-of-school rate for children of primary school age, richest quintile, male (household survey data) (%)"
ROFST.H.1.Q5.M.LPIA,"Out-of-school rate for children of primary school age, richest quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Rur,"Out-of-school rate for children of primary school age, rural, both sexes (household survey data) (%)"
ROFST.H.1.Rur.F,"Out-of-school rate for children of primary school age, rural, female (household survey data) (%)"
ROFST.H.1.RUR.F.WPIA,"Out-of-school rate for children of primary school age, rural, female, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.RUR.GPIA,"Out-of-school rate for children of primary school age, rural, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.Rur.M,"Out-of-school rate for children of primary school age, rural, male (household survey data) (%)"
ROFST.H.1.RUR.M.WPIA,"Out-of-school rate for children of primary school age, rural, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.RUR.Q1,"Out-of-school rate for children of primary school age, rural, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.1.RUR.Q1.F,"Out-of-school rate for children of primary school age, rural, poorest quintile, female (household survey data) (%)"
ROFST.H.1.RUR.Q1.GPIA,"Out-of-school rate for children of primary school age, primary education, rural, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.RUR.Q1.M,"Out-of-school rate for children of primary school age, rural, poorest quintile, male (household survey data) (%)"
ROFST.H.1.RUR.Q2,"Out-of-school rate for children of primary school age, rural, second quintile, both sexes (household survey data) (%)"
ROFST.H.1.RUR.Q2.F,"Out-of-school rate for children of primary school age, rural, second quintile, female (household survey data) (%)"
ROFST.H.1.RUR.Q2.GPIA,"Out-of-school rate for children of primary school age, primary education, rural, second quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.RUR.Q2.M,"Out-of-school rate for children of primary school age, rural, second quintile, male (household survey data) (%)"
ROFST.H.1.RUR.Q3,"Out-of-school rate for children of primary school age, rural, middle quintile, both sexes (household survey data) (%)"
ROFST.H.1.RUR.Q3.F,"Out-of-school rate for children of primary school age, rural, middle quintile, female (household survey data) (%)"
ROFST.H.1.RUR.Q3.GPIA,"Out-of-school rate for children of primary school age, primary education, rural, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.RUR.Q3.M,"Out-of-school rate for children of primary school age, rural, middle quintile, male (household survey data) (%)"
ROFST.H.1.RUR.Q4,"Out-of-school rate for children of primary school age, rural, fourth quintile, both sexes (household survey data) (%)"
ROFST.H.1.RUR.Q4.F,"Out-of-school rate for children of primary school age, rural, fourth quintile, female (household survey data) (%)"
ROFST.H.1.RUR.Q4.GPIA,"Out-of-school rate for children of primary school age, primary education, rural, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.RUR.Q4.M,"Out-of-school rate for children of primary school age, rural, fourth quintile, male (household survey data) (%)"
ROFST.H.1.RUR.Q5,"Out-of-school rate for children of primary school age, rural, richest quintile, both sexes (household survey data) (%)"
ROFST.H.1.RUR.Q5.F,"Out-of-school rate for children of primary school age, rural, richest quintile, female (household survey data) (%)"
ROFST.H.1.RUR.Q5.GPIA,"Out-of-school rate for children of primary school age, primary education, rural, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.RUR.Q5.M,"Out-of-school rate for children of primary school age, rural, richest quintile, male (household survey data) (%)"
ROFST.H.1.RUR.WPIA,"Out-of-school rate for children of primary school age, rural, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.Urb,"Out-of-school rate for children of primary school age, urban, both sexes (household survey data) (%)"
ROFST.H.1.Urb.F,"Out-of-school rate for children of primary school age, urban, female (household survey data) (%)"
ROFST.H.1.URB.F.WPIA,"Out-of-school rate for children of primary school age, urban, female, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.URB.GPIA,"Out-of-school rate for children of primary school age, urban, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.Urb.M,"Out-of-school rate for children of primary school age, urban, male (household survey data) (%)"
ROFST.H.1.URB.M.WPIA,"Out-of-school rate for children of primary school age, urban, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.URB.Q1,"Out-of-school rate for children of primary school age, urban, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.1.URB.Q1.F,"Out-of-school rate for children of primary school age, urban, poorest quintile, female (household survey data) (%)"
ROFST.H.1.URB.Q1.GPIA,"Out-of-school rate for children of primary school age, primary education, urban, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.URB.Q1.M,"Out-of-school rate for children of primary school age, urban, poorest quintile, male (household survey data) (%)"
ROFST.H.1.URB.Q2,"Out-of-school rate for children of primary school age, urban, second quintile, both sexes (household survey data) (%)"
ROFST.H.1.URB.Q2.F,"Out-of-school rate for children of primary school age, urban, second quintile, female (household survey data) (%)"
ROFST.H.1.URB.Q2.GPIA,"Out-of-school rate for children of primary school age, primary education, urban, second quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.URB.Q2.M,"Out-of-school rate for children of primary school age, urban, second quintile, male (household survey data) (%)"
ROFST.H.1.URB.Q3,"Out-of-school rate for children of primary school age, urban, middle quintile, both sexes (household survey data) (%)"
ROFST.H.1.URB.Q3.F,"Out-of-school rate for children of primary school age, urban, middle quintile, female (household survey data) (%)"
ROFST.H.1.URB.Q3.GPIA,"Out-of-school rate for children of primary school age, primary education, urban, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.URB.Q3.M,"Out-of-school rate for children of primary school age, urban, middle quintile, male (household survey data) (%)"
ROFST.H.1.URB.Q4,"Out-of-school rate for children of primary school age, urban, fourth quintile, both sexes (household survey data) (%)"
ROFST.H.1.URB.Q4.F,"Out-of-school rate for children of primary school age, urban, fourth quintile, female (household survey data) (%)"
ROFST.H.1.URB.Q4.GPIA,"Out-of-school rate for children of primary school age, primary education, urban, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.URB.Q4.M,"Out-of-school rate for children of primary school age, urban, fourth quintile, male (household survey data) (%)"
ROFST.H.1.URB.Q5,"Out-of-school rate for children of primary school age, urban, richest quintile, both sexes (household survey data) (%)"
ROFST.H.1.URB.Q5.F,"Out-of-school rate for children of primary school age, urban, richest quintile, female (household survey data) (%)"
ROFST.H.1.URB.Q5.GPIA,"Out-of-school rate for children of primary school age, primary education, urban, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.URB.Q5.M,"Out-of-school rate for children of primary school age, urban, richest quintile, male (household survey data) (%)"
ROFST.H.1.URB.WPIA,"Out-of-school rate for children of primary school age, urban, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.WPIA,"Out-of-school rate for children of primary school age, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2,"Out-of-school rate for adolescents of lower secondary school age, both sexes (household survey data) (%)"
ROFST.H.2.F,"Out-of-school rate for adolescents of lower secondary school age, female (household survey data) (%)"
ROFST.H.2.F.LPIA,"Out-of-school rate for adolescents of lower secondary school age, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.F.WPIA,"Out-of-school rate for adolescents of lower secondary school age, female, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2.GPIA,"Out-of-school rate for adolescents of lower secondary school age, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.LPIA,"Out-of-school rate for adolescents of lower secondary school age, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.M,"Out-of-school rate for adolescents of lower secondary school age, male (household survey data) (%)"
ROFST.H.2.M.LPIA,"Out-of-school rate for adolescents of lower secondary school age, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.M.WPIA,"Out-of-school rate for adolescents of lower secondary school age, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2.Q1,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.2.Q1.F,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, female (household survey data) (%)"
ROFST.H.2.Q1.F.LPIA,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q1.GPIA,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.Q1.LPIA,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q1.M,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, male (household survey data) (%)"
ROFST.H.2.Q1.M.LPIA,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q2,"Out-of-school rate for adolescents of lower secondary school age, second quintile, both sexes (household survey data) (%)"
ROFST.H.2.Q2.F,"Out-of-school rate for adolescents of lower secondary school age, second quintile, female (household survey data) (%)"
ROFST.H.2.Q2.F.LPIA,"Out-of-school rate for adolescents of lower secondary school age, second quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q2.GPIA,"Out-of-school rate for adolescents of lower secondary school age, second quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.Q2.LPIA,"Out-of-school rate for adolescents of lower secondary school age, second quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q2.M,"Out-of-school rate for adolescents of lower secondary school age, second quintile, male (household survey data) (%)"
ROFST.H.2.Q2.M.LPIA,"Out-of-school rate for adolescents of lower secondary school age, second quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q3,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, both sexes (household survey data) (%)"
ROFST.H.2.Q3.F,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, female (household survey data) (%)"
ROFST.H.2.Q3.F.LPIA,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q3.GPIA,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.Q3.LPIA,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q3.M,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, male (household survey data) (%)"
ROFST.H.2.Q3.M.LPIA,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q4,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, both sexes (household survey data) (%)"
ROFST.H.2.Q4.F,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, female (household survey data) (%)"
ROFST.H.2.Q4.F.LPIA,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q4.GPIA,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.Q4.LPIA,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q4.M,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, male (household survey data) (%)"
