Year,Region,Region code,Country,Country code,Data category,Indicator coverage and disaggregation,Data available last 5 years,Data available last 10 years,First administrative level,Second administrative level,Coverage subscore,Machine readability,Non-proprietary,Download options,Metadata availability,Terms of use,Openness subscore,Overall score
2024,Eastern Europe,EUE,Czech Republic,CZE,Pollution,100,100,100,-,-,100,100,100,100,50,50,80,87.5
2024,Eastern Europe,EUE,Czech Republic,CZE,Built environment,100,100,100,0,0,60,100,100,50,50,50,70,65
2024,Eastern Europe,EUE,Czech Republic,CZE,Environment subscore,80,80,80,16.7,0,62.5,100,100,70,50,50,74,68.9
2024,Eastern Europe,EUE,Czech Republic,CZE,All categories,82.6,74.5,68.1,20.4,6.9,57.9,91.7,96.7,48.6,50,48.3,67,62.9
2024,Eastern Europe,EUE,Hungary,HUN,Population and vital statistics,100,100,100,50,50,80,100,100,50,100,100,90,85
2024,Eastern Europe,EUE,Hungary,HUN,Education facilities,50,50,50,50,50,50,100,100,50,50,100,80,65
2024,Eastern Europe,EUE,Hungary,HUN,Education outcomes,50,50,50,50,50,50,100,100,50,100,100,90,70
2024,Eastern Europe,EUE,Hungary,HUN,Health facilities,100,100,100,50,100,90,100,100,50,100,100,90,90
2024,Eastern Europe,EUE,Hungary,HUN,Health outcomes,50,50,50,50,50,50,100,100,100,100,100,100,75
2024,Eastern Europe,EUE,Hungary,HUN,Reproductive health,100,50,50,50,50,60,100,100,50,50,50,70,65
2024,Eastern Europe,EUE,Hungary,HUN,Food security and nutrition,50,50,50,50,-,50,100,100,100,0,100,80,66.7
2024,Eastern Europe,EUE,Hungary,HUN,Gender statistics,50,50,50,0,0,30,100,100,100,100,100,100,65
2024,Eastern Europe,EUE,Hungary,HUN,Crime and justice,50,50,50,0,0,30,100,100,50,50,100,80,55
2024,Eastern Europe,EUE,Hungary,HUN,Poverty and income,100,100,100,0,0,60,100,100,50,50,100,80,70
2024,Eastern Europe,EUE,Hungary,HUN,Social statistics subscore,70,65,65,35,38.9,55.1,100,100,65,70,95,86,70.7
2024,Eastern Europe,EUE,Hungary,HUN,National accounts,50,50,50,0,-,37.5,100,100,100,50,100,90,66.7
2024,Eastern Europe,EUE,Hungary,HUN,Labor,100,100,100,50,50,80,100,100,100,100,100,100,90
2024,Eastern Europe,EUE,Hungary,HUN,Price indexes,100,100,100,0,-,75,100,100,100,50,100,90,83.3
2024,Eastern Europe,EUE,Hungary,HUN,Government finance,100,100,100,0,-,75,100,100,50,100,100,90,83.3
2024,Eastern Europe,EUE,Hungary,HUN,Money and banking,100,100,100,-,-,100,100,50,50,50,0,50,68.8
2024,Eastern Europe,EUE,Hungary,HUN,International trade,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Eastern Europe,EUE,Hungary,HUN,Balance of payments,100,100,100,-,-,100,100,100,50,50,100,80,87.5
2024,Eastern Europe,EUE,Hungary,HUN,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Eastern Europe,EUE,Hungary,HUN,Economic and financial statistics subscore,92.9,92.9,92.9,12.5,50,78.8,100,92.9,78.6,71.4,85.7,85.7,82.8
2024,Eastern Europe,EUE,Hungary,HUN,Agriculture and land use,100,50,100,100,100,90,100,100,50,100,100,90,90
2024,Eastern Europe,EUE,Hungary,HUN,Resource use,100,100,100,0,-,75,100,100,50,50,100,80,77.8
2024,Eastern Europe,EUE,Hungary,HUN,Energy,50,50,50,-,-,50,100,100,100,50,100,90,75
2024,Eastern Europe,EUE,Hungary,HUN,Pollution,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Eastern Europe,EUE,Hungary,HUN,Built environment,100,100,100,0,0,60,100,100,50,50,100,80,70
2024,Eastern Europe,EUE,Hungary,HUN,Environment subscore,90,80,90,33.3,50,75,100,100,70,70,100,88,82.2
2024,Eastern Europe,EUE,Hungary,HUN,All categories,84.3,79.3,82.6,28.6,43.1,68.4,100,97.6,71.2,70.5,93.6,86.6,78.3
2024,Southern Europe,EUZ,Kosovo,XKX,Population and vital statistics,100,100,100,50,0,70,50,100,50,50,50,60,65
2024,Southern Europe,EUZ,Kosovo,XKX,Education facilities,50,50,50,50,0,40,50,100,50,50,50,60,50
2024,Southern Europe,EUZ,Kosovo,XKX,Education outcomes,50,50,50,0,0,30,50,100,50,50,50,60,45
2024,Southern Europe,EUZ,Kosovo,XKX,Health facilities,100,50,50,0,0,40,50,100,50,50,50,60,50
2024,Southern Europe,EUZ,Kosovo,XKX,Health outcomes,50,50,50,50,0,40,0,100,0,50,50,40,40
2024,Southern Europe,EUZ,Kosovo,XKX,Reproductive health,100,50,50,0,0,40,50,100,50,50,50,60,50
2024,Southern Europe,EUZ,Kosovo,XKX,Food security and nutrition,100,50,0,0,-,37.5,0,100,50,50,50,50,44.4
2024,Southern Europe,EUZ,Kosovo,XKX,Gender statistics,50,50,50,0,0,30,100,100,100,50,50,80,55
2024,Southern Europe,EUZ,Kosovo,XKX,Crime and justice,50,50,50,0,0,30,100,100,50,50,50,70,50
2024,Southern Europe,EUZ,Kosovo,XKX,Poverty and income,100,0,50,0,0,30,0,100,50,100,50,60,45
2024,Southern Europe,EUZ,Kosovo,XKX,Social statistics subscore,75,50,50,15,0,38.8,45,100,50,55,50,60,49.5
2024,Southern Europe,EUZ,Kosovo,XKX,National accounts,100,100,100,0,-,75,100,100,100,50,50,80,77.8
2024,Southern Europe,EUZ,Kosovo,XKX,Labor,100,100,100,0,0,60,100,100,100,50,50,80,70
2024,Southern Europe,EUZ,Kosovo,XKX,Price indexes,100,100,100,0,-,75,100,100,100,50,50,80,77.8
2024,Southern Europe,EUZ,Kosovo,XKX,Government finance,100,100,100,0,-,75,100,100,100,50,50,80,77.8
2024,Southern Europe,EUZ,Kosovo,XKX,Money and banking,50,50,50,-,-,50,100,0,50,0,0,30,37.5
2024,Southern Europe,EUZ,Kosovo,XKX,International trade,100,100,100,-,-,100,100,100,100,50,50,80,87.5
2024,Southern Europe,EUZ,Kosovo,XKX,Balance of payments,100,100,100,-,-,100,100,0,50,0,0,30,56.2
2024,Southern Europe,EUZ,Kosovo,XKX,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Southern Europe,EUZ,Kosovo,XKX,Economic and financial statistics subscore,92.9,92.9,92.9,0,0,75,100,71.4,85.7,35.7,35.7,65.7,69.7
2024,Southern Europe,EUZ,Kosovo,XKX,Agriculture and land use,100,50,50,0,0,40,50,100,50,50,50,60,50
2024,Southern Europe,EUZ,Kosovo,XKX,Resource use,50,50,50,0,-,37.5,50,100,50,50,50,60,50
2024,Southern Europe,EUZ,Kosovo,XKX,Energy,50,50,50,-,-,50,0,100,50,50,0,40,43.8
2024,Southern Europe,EUZ,Kosovo,XKX,Pollution,100,50,0,-,-,50,50,100,50,50,50,60,56.2
2024,Southern Europe,EUZ,Kosovo,XKX,Built environment,100,50,50,0,0,40,50,100,50,50,50,60,50
2024,Southern Europe,EUZ,Kosovo,XKX,Environment subscore,80,50,40,0,0,42.5,40,100,50,50,40,56,50
2024,Southern Europe,EUZ,Kosovo,XKX,All categories,82.6,64.3,61,6.9,0,50.6,61.7,90.5,61.9,46.9,41.9,60.6,56
2024,Eastern Europe,EUE,Moldova,MDA,Population and vital statistics,100,100,100,50,50,80,100,100,50,50,100,80,80
2024,Eastern Europe,EUE,Moldova,MDA,Education facilities,50,50,50,0,0,30,50,100,50,50,100,70,50
2024,Eastern Europe,EUE,Moldova,MDA,Education outcomes,50,50,50,50,50,50,50,100,50,50,100,70,60
2024,Eastern Europe,EUE,Moldova,MDA,Health facilities,100,50,50,50,0,50,50,100,50,50,50,60,55
2024,Eastern Europe,EUE,Moldova,MDA,Health outcomes,50,50,50,50,0,40,50,100,50,50,100,70,55
2024,Eastern Europe,EUE,Moldova,MDA,Reproductive health,100,100,100,50,0,70,100,100,100,50,100,90,80
2024,Eastern Europe,EUE,Moldova,MDA,Food security and nutrition,50,50,50,0,-,37.5,50,100,50,50,100,70,55.6
2024,Eastern Europe,EUE,Moldova,MDA,Gender statistics,100,100,100,0,0,60,100,100,100,50,100,90,75
2024,Eastern Europe,EUE,Moldova,MDA,Crime and justice,100,100,100,50,0,70,100,100,100,100,100,100,85
2024,Eastern Europe,EUE,Moldova,MDA,Poverty and income,100,100,100,0,0,60,100,100,100,50,100,90,75
2024,Eastern Europe,EUE,Moldova,MDA,Social statistics subscore,80,75,75,30,11.1,55.1,75,100,70,55,95,79,67.2
2024,Eastern Europe,EUE,Moldova,MDA,National accounts,100,100,100,50,-,87.5,100,100,100,100,100,100,94.4
2024,Eastern Europe,EUE,Moldova,MDA,Labor,100,100,50,0,0,50,100,100,100,100,100,100,75
2024,Eastern Europe,EUE,Moldova,MDA,Price indexes,100,100,100,0,-,75,100,100,100,100,100,100,88.9
2024,Eastern Europe,EUE,Moldova,MDA,Government finance,100,100,100,0,-,75,100,100,100,50,100,90,83.3
2024,Eastern Europe,EUE,Moldova,MDA,Money and banking,100,100,100,-,-,100,100,100,100,50,50,80,87.5
2024,Eastern Europe,EUE,Moldova,MDA,International trade,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Eastern Europe,EUE,Moldova,MDA,Balance of payments,100,100,100,-,-,100,100,100,100,100,0,80,87.5
2024,Eastern Europe,EUE,Moldova,MDA,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Eastern Europe,EUE,Moldova,MDA,Economic and financial statistics subscore,100,100,92.9,12.5,0,80.8,100,100,100,85.7,78.6,92.9,87.7
2024,Eastern Europe,EUE,Moldova,MDA,Agriculture and land use,100,100,100,50,0,70,100,100,100,50,100,90,80
2024,Eastern Europe,EUE,Moldova,MDA,Resource use,100,100,100,0,-,75,100,100,50,50,100,80,77.8
2024,Eastern Europe,EUE,Moldova,MDA,Energy,50,50,50,-,-,50,100,100,100,100,100,100,81.2
2024,Eastern Europe,EUE,Moldova,MDA,Pollution,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Eastern Europe,EUE,Moldova,MDA,Built environment,100,100,100,0,0,60,100,100,100,50,100,90,75
2024,Eastern Europe,EUE,Moldova,MDA,Environment subscore,90,90,90,16.7,0,70,100,100,90,70,100,92,82.2
2024,Eastern Europe,EUE,Moldova,MDA,All categories,90,88.3,86,21.7,6.9,67.4,91.7,100,86.7,70.2,91.2,88,78.6
2024,Eastern Europe,EUE,Poland,POL,Population and vital statistics,100,100,100,100,100,100,100,100,100,100,100,100,100
2024,Eastern Europe,EUE,Poland,POL,Education facilities,100,100,100,100,100,100,100,100,100,100,100,100,100
2024,Eastern Europe,EUE,Poland,POL,Education outcomes,100,100,100,100,50,90,100,100,100,100,100,100,95
2024,Eastern Europe,EUE,Poland,POL,Health facilities,100,100,100,100,0,80,100,100,100,100,100,100,90
2024,Eastern Europe,EUE,Poland,POL,Health outcomes,50,50,50,50,0,40,100,100,100,100,100,100,70
2024,Eastern Europe,EUE,Poland,POL,Reproductive health,100,100,100,100,0,80,100,100,100,100,100,100,90
2024,Eastern Europe,EUE,Poland,POL,Food security and nutrition,100,50,0,50,-,50,100,100,50,100,100,90,72.2
2024,Eastern Europe,EUE,Poland,POL,Gender statistics,100,100,100,0,0,60,100,100,100,50,100,90,75
2024,Eastern Europe,EUE,Poland,POL,Crime and justice,50,50,50,50,50,50,100,100,100,100,100,100,75
2024,Eastern Europe,EUE,Poland,POL,Poverty and income,100,100,100,100,0,80,100,100,100,100,100,100,90
2024,Eastern Europe,EUE,Poland,POL,Social statistics subscore,90,85,80,75,33.3,73.5,100,100,95,95,100,98,85.9
2024,Eastern Europe,EUE,Poland,POL,National accounts,100,100,100,50,-,87.5,100,100,100,50,100,90,88.9
2024,Eastern Europe,EUE,Poland,POL,Labor,100,100,100,100,0,80,100,100,100,100,100,100,90
2024,Eastern Europe,EUE,Poland,POL,Price indexes,100,100,100,50,-,87.5,100,100,100,100,100,100,94.4
2024,Eastern Europe,EUE,Poland,POL,Government finance,100,100,100,100,-,100,100,100,100,100,100,100,100
2024,Eastern Europe,EUE,Poland,POL,Money and banking,100,100,100,-,-,100,100,100,50,50,50,70,81.2
2024,Eastern Europe,EUE,Poland,POL,International trade,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Eastern Europe,EUE,Poland,POL,Balance of payments,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,Eastern Europe,EUE,Poland,POL,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Eastern Europe,EUE,Poland,POL,Economic and financial statistics subscore,100,100,100,75,0,92.3,100,100,92.9,78.6,92.9,92.9,92.6
2024,Eastern Europe,EUE,Poland,POL,Agriculture and land use,100,100,100,100,0,80,100,100,100,100,100,100,90
2024,Eastern Europe,EUE,Poland,POL,Resource use,100,100,100,50,-,87.5,100,100,100,100,100,100,94.4
2024,Eastern Europe,EUE,Poland,POL,Energy,50,50,50,-,-,50,100,100,100,100,100,100,81.2
2024,Eastern Europe,EUE,Poland,POL,Pollution,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Eastern Europe,EUE,Poland,POL,Built environment,100,100,100,100,50,90,100,100,100,100,100,100,95
2024,Eastern Europe,EUE,Poland,POL,Environment subscore,90,90,90,83.3,25,82.5,100,100,100,100,100,100,92.2
2024,Eastern Europe,EUE,Poland,POL,All categories,93.3,91.7,90,77.3,27.7,81.9,100,100,96,91.2,97.6,97,90.1
2024,Eastern Europe,EUE,Romania,ROU,Population and vital statistics,100,100,100,100,100,100,100,100,100,100,50,90,95
2024,Eastern Europe,EUE,Romania,ROU,Education facilities,100,50,50,50,50,60,50,100,50,50,50,60,60
2024,Eastern Europe,EUE,Romania,ROU,Education outcomes,100,100,100,100,50,90,100,100,100,50,50,80,85
2024,Eastern Europe,EUE,Romania,ROU,Health facilities,100,50,50,50,100,70,50,100,50,50,50,60,65
2024,Eastern Europe,EUE,Romania,ROU,Health outcomes,50,50,50,0,0,30,50,100,50,50,50,60,45
2024,Eastern Europe,EUE,Romania,ROU,Reproductive health,100,100,100,100,100,100,100,100,100,100,50,90,95
2024,Eastern Europe,EUE,Romania,ROU,Food security and nutrition,50,50,0,50,-,37.5,100,100,100,100,50,90,66.7
2024,Eastern Europe,EUE,Romania,ROU,Gender statistics,50,50,50,50,50,50,100,100,100,100,50,90,70
2024,Eastern Europe,EUE,Romania,ROU,Crime and justice,50,50,50,0,0,30,100,100,100,100,50,90,60
2024,Eastern Europe,EUE,Romania,ROU,Poverty and income,100,100,100,100,0,80,100,100,100,100,50,90,85
2024,Eastern Europe,EUE,Romania,ROU,Social statistics subscore,80,70,65,60,50,65.3,85,100,85,80,50,80,72.7
2024,Eastern Europe,EUE,Romania,ROU,National accounts,100,100,100,0,-,75,100,100,100,100,50,90,83.3
2024,Eastern Europe,EUE,Romania,ROU,Labor,100,100,100,100,100,100,100,100,100,100,50,90,95
2024,Eastern Europe,EUE,Romania,ROU,Price indexes,100,100,100,0,-,75,100,100,100,100,50,90,83.3
2024,Eastern Europe,EUE,Romania,ROU,Government finance,100,100,100,0,-,75,100,100,100,50,50,80,77.8
2024,Eastern Europe,EUE,Romania,ROU,Money and banking,100,100,100,-,-,100,100,100,100,50,0,70,81.2
2024,Eastern Europe,EUE,Romania,ROU,International trade,100,100,100,-,-,100,100,100,100,100,50,90,93.8
2024,Eastern Europe,EUE,Romania,ROU,Balance of payments,100,100,100,-,-,100,100,100,100,50,50,80,87.5
2024,Eastern Europe,EUE,Romania,ROU,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Eastern Europe,EUE,Romania,ROU,Economic and financial statistics subscore,100,100,100,25,100,88.5,100,100,100,78.6,42.9,84.3,86.1
2024,Eastern Europe,EUE,Romania,ROU,Agriculture and land use,100,100,100,50,100,90,100,100,100,100,50,90,90
2024,Eastern Europe,EUE,Romania,ROU,Resource use,100,100,100,50,-,87.5,100,100,100,100,50,90,88.9
2024,Eastern Europe,EUE,Romania,ROU,Energy,50,50,50,-,-,50,100,100,100,100,50,90,75
2024,Eastern Europe,EUE,Romania,ROU,Pollution,100,100,100,-,-,100,100,100,100,100,50,90,93.8
2024,Eastern Europe,EUE,Romania,ROU,Built environment,100,100,100,50,50,80,100,100,100,50,50,80,80
2024,Eastern Europe,EUE,Romania,ROU,Environment subscore,90,90,90,50,75,82.5,100,100,100,90,50,88,85.6
2024,Eastern Europe,EUE,Romania,ROU,All categories,90,86.7,85,48,61.9,77.6,95,100,95,82.9,47.6,84.1,81.1
2024,Eastern Europe,EUE,Russian Federation,RUS,Population and vital statistics,100,100,50,50,0,60,100,100,50,50,100,80,70
2024,Eastern Europe,EUE,Russian Federation,RUS,Education facilities,50,50,50,50,0,40,0,100,0,50,100,50,45
2024,Eastern Europe,EUE,Russian Federation,RUS,Education outcomes,50,50,50,0,0,30,50,100,50,50,100,70,50
2024,Eastern Europe,EUE,Russian Federation,RUS,Health facilities,100,100,50,0,0,50,50,100,50,50,100,70,60
2024,Eastern Europe,EUE,Russian Federation,RUS,Health outcomes,50,50,50,0,0,30,0,100,50,50,100,60,45
2024,Eastern Europe,EUE,Russian Federation,RUS,Reproductive health,100,100,100,50,0,70,100,100,50,100,100,90,80
2024,Eastern Europe,EUE,Russian Federation,RUS,Food security and nutrition,0,0,0,0,-,0,0,0,0,0,0,0,0
2024,Eastern Europe,EUE,Russian Federation,RUS,Gender statistics,50,50,50,0,0,30,50,100,50,50,100,70,50
2024,Eastern Europe,EUE,Russian Federation,RUS,Crime and justice,100,50,50,0,0,40,0,100,50,50,100,60,50
2024,Eastern Europe,EUE,Russian Federation,RUS,Poverty and income,100,100,100,0,0,60,0,100,50,50,100,60,60
2024,Eastern Europe,EUE,Russian Federation,RUS,Social statistics subscore,70,65,55,15,0,41.8,35,90,40,50,90,61,51.5
2024,Eastern Europe,EUE,Russian Federation,RUS,National accounts,100,100,100,0,-,75,100,100,50,50,100,80,77.8
2024,Eastern Europe,EUE,Russian Federation,RUS,Labor,100,100,100,0,0,60,0,100,50,50,100,60,60
2024,Eastern Europe,EUE,Russian Federation,RUS,Price indexes,100,100,100,0,-,75,100,100,50,50,100,80,77.8
2024,Eastern Europe,EUE,Russian Federation,RUS,Government finance,100,100,100,0,-,75,100,100,50,50,100,80,77.8
2024,Eastern Europe,EUE,Russian Federation,RUS,Money and banking,100,100,100,-,-,100,100,100,50,50,0,60,75
2024,Eastern Europe,EUE,Russian Federation,RUS,International trade,100,50,0,-,-,50,100,100,0,50,0,50,50
2024,Eastern Europe,EUE,Russian Federation,RUS,Balance of payments,100,100,100,-,-,100,100,100,50,50,50,70,81.2
2024,Eastern Europe,EUE,Russian Federation,RUS,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Eastern Europe,EUE,Russian Federation,RUS,Economic and financial statistics subscore,100,92.9,85.7,0,0,75,85.7,100,42.9,50,64.3,68.6,71.3
2024,Eastern Europe,EUE,Russian Federation,RUS,Agriculture and land use,100,100,100,0,0,60,0,100,50,50,100,60,60
2024,Eastern Europe,EUE,Russian Federation,RUS,Resource use,100,100,50,0,-,62.5,0,100,50,50,100,60,61.1
2024,Eastern Europe,EUE,Russian Federation,RUS,Energy,50,50,50,-,-,50,0,100,50,50,100,60,56.2
2024,Eastern Europe,EUE,Russian Federation,RUS,Pollution,100,100,100,-,-,100,50,100,50,50,100,70,81.2
2024,Eastern Europe,EUE,Russian Federation,RUS,Built environment,100,100,100,0,0,60,0,100,50,50,100,60,60
2024,Eastern Europe,EUE,Russian Federation,RUS,Environment subscore,90,90,80,0,0,65,10,100,50,50,100,62,63.3
2024,Eastern Europe,EUE,Russian Federation,RUS,All categories,86.7,82.6,73.6,6.9,0,58.9,43.6,96.7,44.3,50,84.8,63.9,61.6
2024,Eastern Europe,EUE,Slovakia,SVK,Population and vital statistics,100,100,100,100,100,100,100,100,100,100,100,100,100
2024,Eastern Europe,EUE,Slovakia,SVK,Education facilities,50,50,50,50,50,50,100,100,50,50,100,80,65
2024,Eastern Europe,EUE,Slovakia,SVK,Education outcomes,50,50,50,50,0,40,100,100,50,50,100,80,60
2024,Eastern Europe,EUE,Slovakia,SVK,Health facilities,100,100,100,0,0,60,100,100,100,50,100,90,75
2024,Eastern Europe,EUE,Slovakia,SVK,Health outcomes,50,50,50,0,0,30,100,100,100,50,100,90,60
2024,Eastern Europe,EUE,Slovakia,SVK,Reproductive health,100,100,100,100,0,80,100,100,100,50,100,90,85
2024,Eastern Europe,EUE,Slovakia,SVK,Food security and nutrition,50,50,0,0,-,25,100,100,100,50,100,90,61.1
2024,Eastern Europe,EUE,Slovakia,SVK,Gender statistics,100,100,100,50,50,80,100,100,100,50,100,90,85
2024,Eastern Europe,EUE,Slovakia,SVK,Crime and justice,50,50,50,50,0,40,100,100,100,50,100,90,65
2024,Eastern Europe,EUE,Slovakia,SVK,Poverty and income,100,100,100,0,0,60,100,100,100,50,100,90,75
2024,Eastern Europe,EUE,Slovakia,SVK,Social statistics subscore,75,75,70,40,22.2,57.1,100,100,90,55,100,89,73.2
2024,Eastern Europe,EUE,Slovakia,SVK,National accounts,100,100,100,50,-,87.5,100,100,100,100,100,100,94.4
2024,Eastern Europe,EUE,Slovakia,SVK,Labor,100,50,100,50,0,60,100,100,100,100,100,100,80
2024,Eastern Europe,EUE,Slovakia,SVK,Price indexes,100,100,100,0,-,75,100,100,100,50,100,90,83.3
2024,Eastern Europe,EUE,Slovakia,SVK,Government finance,100,100,100,0,-,75,100,100,100,50,100,90,83.3
2024,Eastern Europe,EUE,Slovakia,SVK,Money and banking,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,Eastern Europe,EUE,Slovakia,SVK,International trade,50,50,50,-,-,50,100,100,50,100,100,90,75
2024,Eastern Europe,EUE,Slovakia,SVK,Balance of payments,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,Eastern Europe,EUE,Slovakia,SVK,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Eastern Europe,EUE,Slovakia,SVK,Economic and financial statistics subscore,92.9,85.7,92.9,25,0,76.9,100,100,92.9,71.4,100,92.9,86.1
2024,Eastern Europe,EUE,Slovakia,SVK,Agriculture and land use,100,100,100,0,0,60,100,100,100,50,100,90,75
2024,Eastern Europe,EUE,Slovakia,SVK,Resource use,100,100,100,0,-,75,100,100,100,50,100,90,83.3
2024,Eastern Europe,EUE,Slovakia,SVK,Energy,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,Eastern Europe,EUE,Slovakia,SVK,Pollution,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Eastern Europe,EUE,Slovakia,SVK,Built environment,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Eastern Europe,EUE,Slovakia,SVK,Environment subscore,80,80,80,0,0,60,80,80,80,50,80,74,67.8
2024,Eastern Europe,EUE,Slovakia,SVK,All categories,82.6,80.2,81,25,13.9,63.9,93.3,93.3,87.6,58.8,93.3,85.3,75.5
2024,Eastern Europe,EUE,Ukraine,UKR,Population and vital statistics,100,50,50,50,50,60,100,100,50,50,100,80,70
2024,Eastern Europe,EUE,Ukraine,UKR,Education facilities,50,50,50,50,0,40,0,100,50,50,100,60,50
2024,Eastern Europe,EUE,Ukraine,UKR,Education outcomes,50,50,50,50,0,40,50,100,50,50,50,60,50
2024,Eastern Europe,EUE,Ukraine,UKR,Health facilities,100,100,50,50,0,60,0,100,50,50,100,60,60
2024,Eastern Europe,EUE,Ukraine,UKR,Health outcomes,50,50,50,0,0,30,100,100,100,50,0,70,50
2024,Eastern Europe,EUE,Ukraine,UKR,Reproductive health,100,100,100,50,0,70,100,100,50,50,50,70,70
2024,Eastern Europe,EUE,Ukraine,UKR,Food security and nutrition,0,0,0,0,-,0,0,0,0,0,0,0,0
2024,Eastern Europe,EUE,Ukraine,UKR,Gender statistics,50,50,50,0,0,30,100,100,50,50,50,70,50
2024,Eastern Europe,EUE,Ukraine,UKR,Crime and justice,50,50,50,0,0,30,50,100,50,50,50,60,45
2024,Eastern Europe,EUE,Ukraine,UKR,Poverty and income,100,100,50,0,0,50,100,50,50,50,50,60,55
2024,Eastern Europe,EUE,Ukraine,UKR,Social statistics subscore,65,60,50,25,5.6,41.8,60,85,50,45,55,59,50.5
2024,Eastern Europe,EUE,Ukraine,UKR,National accounts,100,100,100,0,-,75,100,100,50,0,100,70,72.2
2024,Eastern Europe,EUE,Ukraine,UKR,Labor,100,100,50,50,0,60,100,100,50,50,50,70,65
2024,Eastern Europe,EUE,Ukraine,UKR,Price indexes,100,100,100,0,-,75,100,100,50,50,100,80,77.8
2024,Eastern Europe,EUE,Ukraine,UKR,Government finance,100,100,100,0,-,75,100,100,50,50,0,60,66.7
2024,Eastern Europe,EUE,Ukraine,UKR,Money and banking,100,100,100,-,-,100,100,100,50,50,0,60,75
2024,Eastern Europe,EUE,Ukraine,UKR,International trade,100,100,100,-,-,100,100,100,50,50,0,60,75
2024,Eastern Europe,EUE,Ukraine,UKR,Balance of payments,100,100,100,-,-,100,100,100,50,100,0,70,81.2
2024,Eastern Europe,EUE,Ukraine,UKR,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Eastern Europe,EUE,Ukraine,UKR,Economic and financial statistics subscore,100,100,92.9,12.5,0,80.8,100,100,50,50,35.7,67.1,73
2024,Eastern Europe,EUE,Ukraine,UKR,Agriculture and land use,100,100,100,100,0,80,50,100,50,50,100,70,75
2024,Eastern Europe,EUE,Ukraine,UKR,Resource use,100,100,100,0,-,75,50,100,50,50,50,60,66.7
2024,Eastern Europe,EUE,Ukraine,UKR,Energy,50,50,50,-,-,50,100,100,50,0,100,70,62.5
2024,Eastern Europe,EUE,Ukraine,UKR,Pollution,100,100,100,-,-,100,100,100,50,50,100,80,87.5
2024,Eastern Europe,EUE,Ukraine,UKR,Built environment,100,50,0,100,0,50,100,100,0,50,100,70,60
2024,Eastern Europe,EUE,Ukraine,UKR,Environment subscore,90,80,70,66.7,0,70,80,100,40,40,90,70,70
2024,Eastern Europe,EUE,Ukraine,UKR,All categories,85,80,71,33.2,3.5,62.2,80,95,46.7,45,60.2,65.4,63.9
2024,Northern Europe,EUN,Denmark,DNK,Population and vital statistics,100,100,100,100,100,100,100,100,100,100,100,100,100
2024,Northern Europe,EUN,Denmark,DNK,Education facilities,100,100,100,50,0,70,100,100,100,100,100,100,85
2024,Northern Europe,EUN,Denmark,DNK,Education outcomes,100,100,100,50,50,80,100,100,50,100,100,90,85
2024,Northern Europe,EUN,Denmark,DNK,Health facilities,100,100,100,100,100,100,100,100,100,100,100,100,100
2024,Northern Europe,EUN,Denmark,DNK,Health outcomes,100,50,50,50,50,60,50,100,50,50,50,60,60
2024,Northern Europe,EUN,Denmark,DNK,Reproductive health,50,50,50,50,50,50,100,100,50,100,100,90,70
2024,Northern Europe,EUN,Denmark,DNK,Food security and nutrition,50,0,50,50,-,37.5,50,100,50,50,50,60,50
2024,Northern Europe,EUN,Denmark,DNK,Gender statistics,100,100,100,50,50,80,100,100,100,100,100,100,90
2024,Northern Europe,EUN,Denmark,DNK,Crime and justice,100,100,100,0,0,60,100,100,100,100,100,100,80
2024,Northern Europe,EUN,Denmark,DNK,Poverty and income,100,100,100,100,100,100,100,100,100,100,100,100,100
2024,Northern Europe,EUN,Denmark,DNK,Social statistics subscore,90,80,85,60,55.6,74.5,90,100,80,90,90,90,82.3
2024,Northern Europe,EUN,Denmark,DNK,National accounts,100,100,100,0,-,75,100,100,100,100,100,100,88.9
2024,Northern Europe,EUN,Denmark,DNK,Labor,100,100,100,100,100,100,100,100,100,100,100,100,100
2024,Northern Europe,EUN,Denmark,DNK,Price indexes,100,100,100,0,-,75,100,100,100,100,100,100,88.9
2024,Northern Europe,EUN,Denmark,DNK,Government finance,100,100,100,100,-,100,100,100,100,100,100,100,100
