country,year,document,language,name,SDG,freq_of_terms,freq_of_numbers
Singapore,2018,VNR_Singapore2018.pdf,en,VNR_Singapore2018.pdf,SDG 8,43,0.627906976744186
Singapore,2018,VNR_Singapore2018.pdf,en,VNR_Singapore2018.pdf,SDG 9,212,0.419811320754717
Slovak Republic,2018,VNR_Slovak Republic2018.pdf,en,VNR_Slovak Republic2018.pdf,SDG 1,16,0.5625
Slovak Republic,2018,VNR_Slovak Republic2018.pdf,en,VNR_Slovak Republic2018.pdf,SDG 10,1,0
Slovak Republic,2018,VNR_Slovak Republic2018.pdf,en,VNR_Slovak Republic2018.pdf,SDG 12,1,1
Slovak Republic,2018,VNR_Slovak Republic2018.pdf,en,VNR_Slovak Republic2018.pdf,SDG 13,35,0.45714285714285713
Slovak Republic,2018,VNR_Slovak Republic2018.pdf,en,VNR_Slovak Republic2018.pdf,SDG 15,2,0.5
Slovak Republic,2018,VNR_Slovak Republic2018.pdf,en,VNR_Slovak Republic2018.pdf,SDG 16,18,0.2222222222222222
Slovak Republic,2018,VNR_Slovak Republic2018.pdf,en,VNR_Slovak Republic2018.pdf,SDG 17,8,0.375
Slovak Republic,2018,VNR_Slovak Republic2018.pdf,en,VNR_Slovak Republic2018.pdf,SDG 3,44,0.29545454545454547
Slovak Republic,2018,VNR_Slovak Republic2018.pdf,en,VNR_Slovak Republic2018.pdf,SDG 4,46,0.43478260869565216
Slovak Republic,2018,VNR_Slovak Republic2018.pdf,en,VNR_Slovak Republic2018.pdf,SDG 7,1,0
Slovak Republic,2018,VNR_Slovak Republic2018.pdf,en,VNR_Slovak Republic2018.pdf,SDG 8,9,0.2222222222222222
Slovak Republic,2018,VNR_Slovak Republic2018.pdf,en,VNR_Slovak Republic2018.pdf,SDG 9,20,0.45
Slovak Republic,2018,VNR_Slovak Republic2018.pdf,en,VNR_Slovak Republic2018.pdf,SDG NA,1,1
Slovenia,2017,VNR_Slovenia2017.pdf,en,VNR_Slovenia2017.pdf,SDG 1,39,0.41025641025641024
Slovenia,2017,VNR_Slovenia2017.pdf,en,VNR_Slovenia2017.pdf,SDG 10,5,0.2
Slovenia,2017,VNR_Slovenia2017.pdf,en,VNR_Slovenia2017.pdf,SDG 11,10,0
Slovenia,2017,VNR_Slovenia2017.pdf,en,VNR_Slovenia2017.pdf,SDG 12,2,0
Slovenia,2017,VNR_Slovenia2017.pdf,en,VNR_Slovenia2017.pdf,SDG 13,44,0.3409090909090909
Slovenia,2017,VNR_Slovenia2017.pdf,en,VNR_Slovenia2017.pdf,SDG 15,1,0
Slovenia,2017,VNR_Slovenia2017.pdf,en,VNR_Slovenia2017.pdf,SDG 16,25,0.28
Slovenia,2017,VNR_Slovenia2017.pdf,en,VNR_Slovenia2017.pdf,SDG 17,9,0.3333333333333333
Slovenia,2017,VNR_Slovenia2017.pdf,en,VNR_Slovenia2017.pdf,SDG 2,5,0.6
Slovenia,2017,VNR_Slovenia2017.pdf,en,VNR_Slovenia2017.pdf,SDG 3,50,0.44
Slovenia,2017,VNR_Slovenia2017.pdf,en,VNR_Slovenia2017.pdf,SDG 4,98,0.3163265306122449
Slovenia,2017,VNR_Slovenia2017.pdf,en,VNR_Slovenia2017.pdf,SDG 5,17,0.7058823529411765
Slovenia,2017,VNR_Slovenia2017.pdf,en,VNR_Slovenia2017.pdf,SDG 6,11,0.45454545454545453
Slovenia,2017,VNR_Slovenia2017.pdf,en,VNR_Slovenia2017.pdf,SDG 7,1,0
Slovenia,2017,VNR_Slovenia2017.pdf,en,VNR_Slovenia2017.pdf,SDG 8,34,0.47058823529411764
Slovenia,2017,VNR_Slovenia2017.pdf,en,VNR_Slovenia2017.pdf,SDG 9,48,0.4166666666666667
Slovenia,2020,VNR_Slovenia2020.pdf,en,VNR_Slovenia2020.pdf,SDG 1,40,0.35
Slovenia,2020,VNR_Slovenia2020.pdf,en,VNR_Slovenia2020.pdf,SDG 10,1,0
Slovenia,2020,VNR_Slovenia2020.pdf,en,VNR_Slovenia2020.pdf,SDG 11,12,0.16666666666666666
Slovenia,2020,VNR_Slovenia2020.pdf,en,VNR_Slovenia2020.pdf,SDG 12,3,0
Slovenia,2020,VNR_Slovenia2020.pdf,en,VNR_Slovenia2020.pdf,SDG 13,85,0.2
Slovenia,2020,VNR_Slovenia2020.pdf,en,VNR_Slovenia2020.pdf,SDG 14,1,0
Slovenia,2020,VNR_Slovenia2020.pdf,en,VNR_Slovenia2020.pdf,SDG 15,3,0.3333333333333333
Slovenia,2020,VNR_Slovenia2020.pdf,en,VNR_Slovenia2020.pdf,SDG 16,36,0.25
Slovenia,2020,VNR_Slovenia2020.pdf,en,VNR_Slovenia2020.pdf,SDG 17,9,0.2222222222222222
Slovenia,2020,VNR_Slovenia2020.pdf,en,VNR_Slovenia2020.pdf,SDG 2,4,0.75
Slovenia,2020,VNR_Slovenia2020.pdf,en,VNR_Slovenia2020.pdf,SDG 3,52,0.2692307692307692
Slovenia,2020,VNR_Slovenia2020.pdf,en,VNR_Slovenia2020.pdf,SDG 4,82,0.24390243902439024
Slovenia,2020,VNR_Slovenia2020.pdf,en,VNR_Slovenia2020.pdf,SDG 5,24,0.25
Slovenia,2020,VNR_Slovenia2020.pdf,en,VNR_Slovenia2020.pdf,SDG 6,22,0.22727272727272727
Slovenia,2020,VNR_Slovenia2020.pdf,en,VNR_Slovenia2020.pdf,SDG 7,3,0.3333333333333333
Slovenia,2020,VNR_Slovenia2020.pdf,en,VNR_Slovenia2020.pdf,SDG 8,41,0.2682926829268293
Slovenia,2020,VNR_Slovenia2020.pdf,en,VNR_Slovenia2020.pdf,SDG 9,72,0.18055555555555555
Solomon Islands,2020,VNR_Solomon Islands2020.pdf,en,VNR_Solomon Islands2020.pdf,SDG 1,20,0.85
Solomon Islands,2020,VNR_Solomon Islands2020.pdf,en,VNR_Solomon Islands2020.pdf,SDG 10,1,1
Solomon Islands,2020,VNR_Solomon Islands2020.pdf,en,VNR_Solomon Islands2020.pdf,SDG 11,6,0.6666666666666666
Solomon Islands,2020,VNR_Solomon Islands2020.pdf,en,VNR_Solomon Islands2020.pdf,SDG 12,2,0.5
Solomon Islands,2020,VNR_Solomon Islands2020.pdf,en,VNR_Solomon Islands2020.pdf,SDG 13,32,0.53125
Solomon Islands,2020,VNR_Solomon Islands2020.pdf,en,VNR_Solomon Islands2020.pdf,SDG 14,2,1
Solomon Islands,2020,VNR_Solomon Islands2020.pdf,en,VNR_Solomon Islands2020.pdf,SDG 15,2,1
Solomon Islands,2020,VNR_Solomon Islands2020.pdf,en,VNR_Solomon Islands2020.pdf,SDG 16,45,0.4444444444444444
Solomon Islands,2020,VNR_Solomon Islands2020.pdf,en,VNR_Solomon Islands2020.pdf,SDG 17,31,0.41935483870967744
Solomon Islands,2020,VNR_Solomon Islands2020.pdf,en,VNR_Solomon Islands2020.pdf,SDG 2,4,1
Solomon Islands,2020,VNR_Solomon Islands2020.pdf,en,VNR_Solomon Islands2020.pdf,SDG 3,64,0.53125
Solomon Islands,2020,VNR_Solomon Islands2020.pdf,en,VNR_Solomon Islands2020.pdf,SDG 4,23,0.6086956521739131
Solomon Islands,2020,VNR_Solomon Islands2020.pdf,en,VNR_Solomon Islands2020.pdf,SDG 5,21,0.42857142857142855
Solomon Islands,2020,VNR_Solomon Islands2020.pdf,en,VNR_Solomon Islands2020.pdf,SDG 6,8,0.75
Solomon Islands,2020,VNR_Solomon Islands2020.pdf,en,VNR_Solomon Islands2020.pdf,SDG 7,1,0
Solomon Islands,2020,VNR_Solomon Islands2020.pdf,en,VNR_Solomon Islands2020.pdf,SDG 8,22,0.7727272727272727
Solomon Islands,2020,VNR_Solomon Islands2020.pdf,en,VNR_Solomon Islands2020.pdf,SDG 9,56,0.4642857142857143
South Africa,2019,VNR_South Africa2019.pdf,en,VNR_South Africa2019.pdf,SDG 1,71,0.4647887323943662
South Africa,2019,VNR_South Africa2019.pdf,en,VNR_South Africa2019.pdf,SDG 10,11,0.6363636363636364
South Africa,2019,VNR_South Africa2019.pdf,en,VNR_South Africa2019.pdf,SDG 11,7,0.7142857142857143
South Africa,2019,VNR_South Africa2019.pdf,en,VNR_South Africa2019.pdf,SDG 12,4,0.25
South Africa,2019,VNR_South Africa2019.pdf,en,VNR_South Africa2019.pdf,SDG 13,51,0.4117647058823529
South Africa,2019,VNR_South Africa2019.pdf,en,VNR_South Africa2019.pdf,SDG 14,1,0
South Africa,2019,VNR_South Africa2019.pdf,en,VNR_South Africa2019.pdf,SDG 15,6,0.3333333333333333
South Africa,2019,VNR_South Africa2019.pdf,en,VNR_South Africa2019.pdf,SDG 16,58,0.29310344827586204
South Africa,2019,VNR_South Africa2019.pdf,en,VNR_South Africa2019.pdf,SDG 17,59,0.3389830508474576
South Africa,2019,VNR_South Africa2019.pdf,en,VNR_South Africa2019.pdf,SDG 2,13,0.5384615384615384
South Africa,2019,VNR_South Africa2019.pdf,en,VNR_South Africa2019.pdf,SDG 3,71,0.3380281690140845
South Africa,2019,VNR_South Africa2019.pdf,en,VNR_South Africa2019.pdf,SDG 4,148,0.35135135135135137
South Africa,2019,VNR_South Africa2019.pdf,en,VNR_South Africa2019.pdf,SDG 5,38,0.3157894736842105
South Africa,2019,VNR_South Africa2019.pdf,en,VNR_South Africa2019.pdf,SDG 6,22,0.5909090909090909
South Africa,2019,VNR_South Africa2019.pdf,en,VNR_South Africa2019.pdf,SDG 8,47,0.6170212765957447
South Africa,2019,VNR_South Africa2019.pdf,en,VNR_South Africa2019.pdf,SDG 9,189,0.30158730158730157
Spain,2018,VNR_Spain2018.pdf,es,VNR_Spain2018.pdf,SDG 1,127,0.44881889763779526
Spain,2018,VNR_Spain2018.pdf,es,VNR_Spain2018.pdf,SDG 10,6,0.6666666666666666
Spain,2018,VNR_Spain2018.pdf,es,VNR_Spain2018.pdf,SDG 11,12,0.5833333333333334
Spain,2018,VNR_Spain2018.pdf,es,VNR_Spain2018.pdf,SDG 12,1,0
Spain,2018,VNR_Spain2018.pdf,es,VNR_Spain2018.pdf,SDG 13,23,0.43478260869565216
Spain,2018,VNR_Spain2018.pdf,es,VNR_Spain2018.pdf,SDG 16,73,0.2054794520547945
Spain,2018,VNR_Spain2018.pdf,es,VNR_Spain2018.pdf,SDG 17,37,0.35135135135135137
Spain,2018,VNR_Spain2018.pdf,es,VNR_Spain2018.pdf,SDG 2,5,0.6
Spain,2018,VNR_Spain2018.pdf,es,VNR_Spain2018.pdf,SDG 3,36,0.25
Spain,2018,VNR_Spain2018.pdf,es,VNR_Spain2018.pdf,SDG 4,124,0.3387096774193548
Spain,2018,VNR_Spain2018.pdf,es,VNR_Spain2018.pdf,SDG 5,32,0.34375
Spain,2018,VNR_Spain2018.pdf,es,VNR_Spain2018.pdf,SDG 6,5,0.2
Spain,2018,VNR_Spain2018.pdf,es,VNR_Spain2018.pdf,SDG 8,50,0.32
Spain,2018,VNR_Spain2018.pdf,es,VNR_Spain2018.pdf,SDG 9,221,0.22624434389140272
Sri Lanka,2018,VNR_Sri Lanka2018.pdf,en,VNR_Sri Lanka2018.pdf,SDG 1,49,0.6938775510204082
Sri Lanka,2018,VNR_Sri Lanka2018.pdf,en,VNR_Sri Lanka2018.pdf,SDG 10,5,1
Sri Lanka,2018,VNR_Sri Lanka2018.pdf,en,VNR_Sri Lanka2018.pdf,SDG 11,12,0.25
Sri Lanka,2018,VNR_Sri Lanka2018.pdf,en,VNR_Sri Lanka2018.pdf,SDG 12,9,0.4444444444444444
Sri Lanka,2018,VNR_Sri Lanka2018.pdf,en,VNR_Sri Lanka2018.pdf,SDG 13,85,0.47058823529411764
Sri Lanka,2018,VNR_Sri Lanka2018.pdf,en,VNR_Sri Lanka2018.pdf,SDG 15,4,0.75
Sri Lanka,2018,VNR_Sri Lanka2018.pdf,en,VNR_Sri Lanka2018.pdf,SDG 16,34,0.5294117647058824
Sri Lanka,2018,VNR_Sri Lanka2018.pdf,en,VNR_Sri Lanka2018.pdf,SDG 17,41,0.6097560975609756
Sri Lanka,2018,VNR_Sri Lanka2018.pdf,en,VNR_Sri Lanka2018.pdf,SDG 2,13,0.7692307692307693
Sri Lanka,2018,VNR_Sri Lanka2018.pdf,en,VNR_Sri Lanka2018.pdf,SDG 3,42,0.5476190476190477
Sri Lanka,2018,VNR_Sri Lanka2018.pdf,en,VNR_Sri Lanka2018.pdf,SDG 4,87,0.5057471264367817
Sri Lanka,2018,VNR_Sri Lanka2018.pdf,en,VNR_Sri Lanka2018.pdf,SDG 5,11,0.6363636363636364
Sri Lanka,2018,VNR_Sri Lanka2018.pdf,en,VNR_Sri Lanka2018.pdf,SDG 6,21,0.38095238095238093
Sri Lanka,2018,VNR_Sri Lanka2018.pdf,en,VNR_Sri Lanka2018.pdf,SDG 7,4,0.75
Sri Lanka,2018,VNR_Sri Lanka2018.pdf,en,VNR_Sri Lanka2018.pdf,SDG 8,62,0.5806451612903226
Sri Lanka,2018,VNR_Sri Lanka2018.pdf,en,VNR_Sri Lanka2018.pdf,SDG 9,101,0.5148514851485149
West Bank and Gaza,2018,VNR_West Bank and Gaza2018.pdf,en,VNR_West Bank and Gaza2018.pdf,SDG 1,58,0.603448275862069
West Bank and Gaza,2018,VNR_West Bank and Gaza2018.pdf,en,VNR_West Bank and Gaza2018.pdf,SDG 10,5,0.4
West Bank and Gaza,2018,VNR_West Bank and Gaza2018.pdf,en,VNR_West Bank and Gaza2018.pdf,SDG 11,9,0.2222222222222222
West Bank and Gaza,2018,VNR_West Bank and Gaza2018.pdf,en,VNR_West Bank and Gaza2018.pdf,SDG 12,6,0.5
West Bank and Gaza,2018,VNR_West Bank and Gaza2018.pdf,en,VNR_West Bank and Gaza2018.pdf,SDG 13,78,0.46153846153846156
West Bank and Gaza,2018,VNR_West Bank and Gaza2018.pdf,en,VNR_West Bank and Gaza2018.pdf,SDG 14,4,0.75
West Bank and Gaza,2018,VNR_West Bank and Gaza2018.pdf,en,VNR_West Bank and Gaza2018.pdf,SDG 15,3,1
West Bank and Gaza,2018,VNR_West Bank and Gaza2018.pdf,en,VNR_West Bank and Gaza2018.pdf,SDG 16,41,0.43902439024390244
West Bank and Gaza,2018,VNR_West Bank and Gaza2018.pdf,en,VNR_West Bank and Gaza2018.pdf,SDG 17,36,0.4166666666666667
West Bank and Gaza,2018,VNR_West Bank and Gaza2018.pdf,en,VNR_West Bank and Gaza2018.pdf,SDG 2,20,0.65
West Bank and Gaza,2018,VNR_West Bank and Gaza2018.pdf,en,VNR_West Bank and Gaza2018.pdf,SDG 3,57,0.5614035087719298
West Bank and Gaza,2018,VNR_West Bank and Gaza2018.pdf,en,VNR_West Bank and Gaza2018.pdf,SDG 4,97,0.5773195876288659
West Bank and Gaza,2018,VNR_West Bank and Gaza2018.pdf,en,VNR_West Bank and Gaza2018.pdf,SDG 5,19,0.7368421052631579
West Bank and Gaza,2018,VNR_West Bank and Gaza2018.pdf,en,VNR_West Bank and Gaza2018.pdf,SDG 6,16,0.5625
West Bank and Gaza,2018,VNR_West Bank and Gaza2018.pdf,en,VNR_West Bank and Gaza2018.pdf,SDG 8,37,0.7027027027027027
West Bank and Gaza,2018,VNR_West Bank and Gaza2018.pdf,en,VNR_West Bank and Gaza2018.pdf,SDG 9,104,0.38461538461538464
Sudan,2018,VNR_Sudan2018.pdf,en,VNR_Sudan2018.pdf,SDG 1,22,0.45454545454545453
Sudan,2018,VNR_Sudan2018.pdf,en,VNR_Sudan2018.pdf,SDG 11,4,0.25
Sudan,2018,VNR_Sudan2018.pdf,en,VNR_Sudan2018.pdf,SDG 12,1,0
Sudan,2018,VNR_Sudan2018.pdf,en,VNR_Sudan2018.pdf,SDG 13,18,0.5
Sudan,2018,VNR_Sudan2018.pdf,en,VNR_Sudan2018.pdf,SDG 15,1,0
Sudan,2018,VNR_Sudan2018.pdf,en,VNR_Sudan2018.pdf,SDG 16,41,0.4878048780487805
Sudan,2018,VNR_Sudan2018.pdf,en,VNR_Sudan2018.pdf,SDG 17,19,0.47368421052631576
Sudan,2018,VNR_Sudan2018.pdf,en,VNR_Sudan2018.pdf,SDG 2,10,0.4
Sudan,2018,VNR_Sudan2018.pdf,en,VNR_Sudan2018.pdf,SDG 3,39,0.3333333333333333
Sudan,2018,VNR_Sudan2018.pdf,en,VNR_Sudan2018.pdf,SDG 4,33,0.3939393939393939
Sudan,2018,VNR_Sudan2018.pdf,en,VNR_Sudan2018.pdf,SDG 5,11,0.36363636363636365
Sudan,2018,VNR_Sudan2018.pdf,en,VNR_Sudan2018.pdf,SDG 6,1,0
Sudan,2018,VNR_Sudan2018.pdf,en,VNR_Sudan2018.pdf,SDG 7,1,0
Sudan,2018,VNR_Sudan2018.pdf,en,VNR_Sudan2018.pdf,SDG 8,23,0.2608695652173913
Sudan,2018,VNR_Sudan2018.pdf,en,VNR_Sudan2018.pdf,SDG 9,41,0.34146341463414637
Sweden,2017,VNR_Sweden2017.pdf,en,VNR_Sweden2017.pdf,SDG 1,37,0.21621621621621623
Sweden,2017,VNR_Sweden2017.pdf,en,VNR_Sweden2017.pdf,SDG 10,1,0
Sweden,2017,VNR_Sweden2017.pdf,en,VNR_Sweden2017.pdf,SDG 11,5,0
Sweden,2017,VNR_Sweden2017.pdf,en,VNR_Sweden2017.pdf,SDG 12,2,0
Sweden,2017,VNR_Sweden2017.pdf,en,VNR_Sweden2017.pdf,SDG 13,86,0.13953488372093023
Sweden,2017,VNR_Sweden2017.pdf,en,VNR_Sweden2017.pdf,SDG 14,3,0
Sweden,2017,VNR_Sweden2017.pdf,en,VNR_Sweden2017.pdf,SDG 15,4,0.75
Sweden,2017,VNR_Sweden2017.pdf,en,VNR_Sweden2017.pdf,SDG 16,44,0.18181818181818182
Sweden,2017,VNR_Sweden2017.pdf,en,VNR_Sweden2017.pdf,SDG 17,49,0.14285714285714285
Sweden,2017,VNR_Sweden2017.pdf,en,VNR_Sweden2017.pdf,SDG 2,8,0.25
Sweden,2017,VNR_Sweden2017.pdf,en,VNR_Sweden2017.pdf,SDG 3,69,0.2318840579710145
Sweden,2017,VNR_Sweden2017.pdf,en,VNR_Sweden2017.pdf,SDG 4,51,0.29411764705882354
Sweden,2017,VNR_Sweden2017.pdf,en,VNR_Sweden2017.pdf,SDG 5,57,0.21052631578947367
Sweden,2017,VNR_Sweden2017.pdf,en,VNR_Sweden2017.pdf,SDG 6,2,0
Sweden,2017,VNR_Sweden2017.pdf,en,VNR_Sweden2017.pdf,SDG 7,4,0
Sweden,2017,VNR_Sweden2017.pdf,en,VNR_Sweden2017.pdf,SDG 8,31,0.6451612903225806
Sweden,2017,VNR_Sweden2017.pdf,en,VNR_Sweden2017.pdf,SDG 9,83,0.1566265060240964
Switzerland,2016,VNR_Switzerland2016.pdf,,VNR_Switzerland2016.pdf,SDG 1,14,0.6428571428571429
Switzerland,2016,VNR_Switzerland2016.pdf,,VNR_Switzerland2016.pdf,SDG 10,2,0.5
Switzerland,2016,VNR_Switzerland2016.pdf,,VNR_Switzerland2016.pdf,SDG 11,3,0.3333333333333333
Switzerland,2016,VNR_Switzerland2016.pdf,,VNR_Switzerland2016.pdf,SDG 13,26,0.38461538461538464
Switzerland,2016,VNR_Switzerland2016.pdf,,VNR_Switzerland2016.pdf,SDG 15,1,0
Switzerland,2016,VNR_Switzerland2016.pdf,,VNR_Switzerland2016.pdf,SDG 16,12,0.16666666666666666
Switzerland,2016,VNR_Switzerland2016.pdf,,VNR_Switzerland2016.pdf,SDG 17,4,0.25
Switzerland,2016,VNR_Switzerland2016.pdf,,VNR_Switzerland2016.pdf,SDG 2,2,0.5
Switzerland,2016,VNR_Switzerland2016.pdf,,VNR_Switzerland2016.pdf,SDG 3,15,0.4
Switzerland,2016,VNR_Switzerland2016.pdf,,VNR_Switzerland2016.pdf,SDG 4,6,0.3333333333333333
Switzerland,2016,VNR_Switzerland2016.pdf,,VNR_Switzerland2016.pdf,SDG 5,7,0.42857142857142855
Switzerland,2016,VNR_Switzerland2016.pdf,,VNR_Switzerland2016.pdf,SDG 6,2,1
Switzerland,2016,VNR_Switzerland2016.pdf,,VNR_Switzerland2016.pdf,SDG 8,6,0.8333333333333334
Switzerland,2016,VNR_Switzerland2016.pdf,,VNR_Switzerland2016.pdf,SDG 9,9,0.4444444444444444
Switzerland,2018,VNR_Switzerland2018.pdf,fr,VNR_Switzerland2018.pdf,SDG 1,28,0.5
Switzerland,2018,VNR_Switzerland2018.pdf,fr,VNR_Switzerland2018.pdf,SDG 11,3,0
Switzerland,2018,VNR_Switzerland2018.pdf,fr,VNR_Switzerland2018.pdf,SDG 13,14,0.42857142857142855
Switzerland,2018,VNR_Switzerland2018.pdf,fr,VNR_Switzerland2018.pdf,SDG 15,1,1
Switzerland,2018,VNR_Switzerland2018.pdf,fr,VNR_Switzerland2018.pdf,SDG 16,19,0.21052631578947367
Switzerland,2018,VNR_Switzerland2018.pdf,fr,VNR_Switzerland2018.pdf,SDG 17,8,0.375
Switzerland,2018,VNR_Switzerland2018.pdf,fr,VNR_Switzerland2018.pdf,SDG 2,4,0.75
Switzerland,2018,VNR_Switzerland2018.pdf,fr,VNR_Switzerland2018.pdf,SDG 3,13,0.38461538461538464
Switzerland,2018,VNR_Switzerland2018.pdf,fr,VNR_Switzerland2018.pdf,SDG 4,22,0.45454545454545453
Switzerland,2018,VNR_Switzerland2018.pdf,fr,VNR_Switzerland2018.pdf,SDG 5,2,0
Switzerland,2018,VNR_Switzerland2018.pdf,fr,VNR_Switzerland2018.pdf,SDG 6,2,0
Switzerland,2018,VNR_Switzerland2018.pdf,fr,VNR_Switzerland2018.pdf,SDG 8,10,0.7
Switzerland,2018,VNR_Switzerland2018.pdf,fr,VNR_Switzerland2018.pdf,SDG 9,28,0.17857142857142858
Syrian Arab Republic,2020,VNR_Syrian Arab Republic2020.pdf,ar,VNR_Syrian Arab Republic2020.pdf,SDG 1,5,0.8
Syrian Arab Republic,2020,VNR_Syrian Arab Republic2020.pdf,ar,VNR_Syrian Arab Republic2020.pdf,SDG 11,31,0.41935483870967744
Syrian Arab Republic,2020,VNR_Syrian Arab Republic2020.pdf,ar,VNR_Syrian Arab Republic2020.pdf,SDG 13,10,0.6
Syrian Arab Republic,2020,VNR_Syrian Arab Republic2020.pdf,ar,VNR_Syrian Arab Republic2020.pdf,SDG 15,1,0
Syrian Arab Republic,2020,VNR_Syrian Arab Republic2020.pdf,ar,VNR_Syrian Arab Republic2020.pdf,SDG 16,5,0.4
Syrian Arab Republic,2020,VNR_Syrian Arab Republic2020.pdf,ar,VNR_Syrian Arab Republic2020.pdf,SDG 17,3,0
Syrian Arab Republic,2020,VNR_Syrian Arab Republic2020.pdf,ar,VNR_Syrian Arab Republic2020.pdf,SDG 4,35,0.4
Syrian Arab Republic,2020,VNR_Syrian Arab Republic2020.pdf,ar,VNR_Syrian Arab Republic2020.pdf,SDG 5,18,0.3888888888888889
Syrian Arab Republic,2020,VNR_Syrian Arab Republic2020.pdf,ar,VNR_Syrian Arab Republic2020.pdf,SDG 7,1,0
Syrian Arab Republic,2020,VNR_Syrian Arab Republic2020.pdf,ar,VNR_Syrian Arab Republic2020.pdf,SDG 8,2,0.5
Syrian Arab Republic,2020,VNR_Syrian Arab Republic2020.pdf,ar,VNR_Syrian Arab Republic2020.pdf,SDG 9,9,0.4444444444444444
Tajikistan,2017,VNR_Tajikistan2017.pdf,en,VNR_Tajikistan2017.pdf,SDG 1,23,0.5652173913043478
Tajikistan,2017,VNR_Tajikistan2017.pdf,en,VNR_Tajikistan2017.pdf,SDG 11,2,1
Tajikistan,2017,VNR_Tajikistan2017.pdf,en,VNR_Tajikistan2017.pdf,SDG 12,5,0.6
Tajikistan,2017,VNR_Tajikistan2017.pdf,en,VNR_Tajikistan2017.pdf,SDG 13,9,0.6666666666666666
Tajikistan,2017,VNR_Tajikistan2017.pdf,en,VNR_Tajikistan2017.pdf,SDG 15,1,1
Tajikistan,2017,VNR_Tajikistan2017.pdf,en,VNR_Tajikistan2017.pdf,SDG 16,4,0.5
Tajikistan,2017,VNR_Tajikistan2017.pdf,en,VNR_Tajikistan2017.pdf,SDG 17,5,0.8
Tajikistan,2017,VNR_Tajikistan2017.pdf,en,VNR_Tajikistan2017.pdf,SDG 2,15,0.4666666666666667
Tajikistan,2017,VNR_Tajikistan2017.pdf,en,VNR_Tajikistan2017.pdf,SDG 3,20,0.65
Tajikistan,2017,VNR_Tajikistan2017.pdf,en,VNR_Tajikistan2017.pdf,SDG 4,15,0.6
Tajikistan,2017,VNR_Tajikistan2017.pdf,en,VNR_Tajikistan2017.pdf,SDG 5,17,0.4117647058823529
Tajikistan,2017,VNR_Tajikistan2017.pdf,en,VNR_Tajikistan2017.pdf,SDG 6,7,0.5714285714285714
Tajikistan,2017,VNR_Tajikistan2017.pdf,en,VNR_Tajikistan2017.pdf,SDG 8,3,0.6666666666666666
Tajikistan,2017,VNR_Tajikistan2017.pdf,en,VNR_Tajikistan2017.pdf,SDG 9,11,0.5454545454545454
Thailand,2017,VNR_Thailand2017.pdf,en,VNR_Thailand2017.pdf,SDG 1,38,0.5
Thailand,2017,VNR_Thailand2017.pdf,en,VNR_Thailand2017.pdf,SDG 10,9,0.7777777777777778
Thailand,2017,VNR_Thailand2017.pdf,en,VNR_Thailand2017.pdf,SDG 11,3,0.6666666666666666
Thailand,2017,VNR_Thailand2017.pdf,en,VNR_Thailand2017.pdf,SDG 12,4,0.5
Thailand,2017,VNR_Thailand2017.pdf,en,VNR_Thailand2017.pdf,SDG 13,80,0.3875
Thailand,2017,VNR_Thailand2017.pdf,en,VNR_Thailand2017.pdf,SDG 14,1,1
Thailand,2017,VNR_Thailand2017.pdf,en,VNR_Thailand2017.pdf,SDG 15,9,0.7777777777777778
Thailand,2017,VNR_Thailand2017.pdf,en,VNR_Thailand2017.pdf,SDG 16,39,0.28205128205128205
Thailand,2017,VNR_Thailand2017.pdf,en,VNR_Thailand2017.pdf,SDG 17,31,0.2903225806451613
Thailand,2017,VNR_Thailand2017.pdf,en,VNR_Thailand2017.pdf,SDG 2,6,1
Thailand,2017,VNR_Thailand2017.pdf,en,VNR_Thailand2017.pdf,SDG 3,56,0.48214285714285715
Thailand,2017,VNR_Thailand2017.pdf,en,VNR_Thailand2017.pdf,SDG 4,75,0.36
Thailand,2017,VNR_Thailand2017.pdf,en,VNR_Thailand2017.pdf,SDG 5,20,0.4
Thailand,2017,VNR_Thailand2017.pdf,en,VNR_Thailand2017.pdf,SDG 6,17,0.6470588235294118
Thailand,2017,VNR_Thailand2017.pdf,en,VNR_Thailand2017.pdf,SDG 7,3,0.3333333333333333
Thailand,2017,VNR_Thailand2017.pdf,en,VNR_Thailand2017.pdf,SDG 8,22,0.6818181818181818
Thailand,2017,VNR_Thailand2017.pdf,en,VNR_Thailand2017.pdf,SDG 9,106,0.44339622641509435
Timor-Leste,2019,VNR_Timor-Leste2019.pdf,en,VNR_Timor-Leste2019.pdf,SDG 1,26,0.5
Timor-Leste,2019,VNR_Timor-Leste2019.pdf,en,VNR_Timor-Leste2019.pdf,SDG 10,4,0.5
Timor-Leste,2019,VNR_Timor-Leste2019.pdf,en,VNR_Timor-Leste2019.pdf,SDG 11,18,0.3333333333333333
Timor-Leste,2019,VNR_Timor-Leste2019.pdf,en,VNR_Timor-Leste2019.pdf,SDG 12,11,0.2727272727272727
Timor-Leste,2019,VNR_Timor-Leste2019.pdf,en,VNR_Timor-Leste2019.pdf,SDG 13,17,0.5882352941176471
Timor-Leste,2019,VNR_Timor-Leste2019.pdf,en,VNR_Timor-Leste2019.pdf,SDG 14,1,1
Timor-Leste,2019,VNR_Timor-Leste2019.pdf,en,VNR_Timor-Leste2019.pdf,SDG 15,1,1
