Year,Region,Region code,Country,Country Code,Data categories,Indicator coverage and disaggregation,Data available last 5 years,Data available last 10 years,First administrative level,Second administrative level,Coverage subscore,Machine readable,Nonproprietary,Download options,Metadata available,Terms of use,Openness subscore,Overall score
2023,Southern Europe,EUZ,Montenegro,MNE,Food security & nutrition,100,50,0,0,,37.5,0,100,0,50,100,50,44.4
2023,Southern Europe,EUZ,Montenegro,MNE,Gender statistics,100,100,50,50,0,60,0,100,0,50,100,50,55
2023,Southern Europe,EUZ,Montenegro,MNE,Crime & justice,0,0,0,0,0,0,100,100,0,50,100,70,35
2023,Southern Europe,EUZ,Montenegro,MNE,Poverty & income,100,100,100,0,0,60,100,100,0,50,100,70,65
2023,Southern Europe,EUZ,Montenegro,MNE,Social statistics subscore,60,55,45,5,0,33.7,70,100,25,55,100,70,52
2023,Southern Europe,EUZ,Montenegro,MNE,National accounts,100,50,50,0,,50,100,100,100,100,100,100,77.8
2023,Southern Europe,EUZ,Montenegro,MNE,Labor,100,100,100,0,0,60,100,100,50,50,100,80,70
2023,Southern Europe,EUZ,Montenegro,MNE,Price indexes,100,100,100,0,,75,100,100,100,100,100,100,88.9
2023,Southern Europe,EUZ,Montenegro,MNE,Government finance,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Southern Europe,EUZ,Montenegro,MNE,Money & banking,0,0,0,,,0,0,0,0,0,0,0,0
2023,Southern Europe,EUZ,Montenegro,MNE,International trade,50,50,50,,,50,100,100,50,100,100,90,75
2023,Southern Europe,EUZ,Montenegro,MNE,Balance of payments,0,0,0,,,0,0,0,0,0,0,0,0
2023,Southern Europe,EUZ,Montenegro,MNE,Economic & financial statistics subscore,50,42.9,42.9,0,0,36.5,57.1,57.1,42.9,50,57.1,52.9,45.9
2023,Southern Europe,EUZ,Montenegro,MNE,Agriculture and land use,100,50,100,0,0,50,100,100,0,50,100,70,60
2023,Southern Europe,EUZ,Montenegro,MNE,Resource use,100,50,50,0,,50,100,100,50,50,50,70,61.1
2023,Southern Europe,EUZ,Montenegro,MNE,Energy,100,100,100,,,100,100,100,50,100,100,90,93.8
2023,Southern Europe,EUZ,Montenegro,MNE,Pollution,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Southern Europe,EUZ,Montenegro,MNE,Built environment,100,50,0,0,0,30,0,100,0,50,100,50,40
2023,Southern Europe,EUZ,Montenegro,MNE,Environment subscore,80,50,50,0,0,42.9,60,80,20,50,70,56,50
2023,Southern Europe,EUZ,Montenegro,MNE,All Categories,63.3,49.3,46,2.1,0,37.5,62.4,79,29.3,51.7,75.7,59.6,49.4
2023,Southern Europe,EUZ,Portugal,PRT,Population & vital statistics,100,100,100,50,50,80,100,100,100,50,50,80,80
2023,Southern Europe,EUZ,Portugal,PRT,Education facilities,50,50,50,50,50,50,100,100,50,100,50,80,65
2023,Southern Europe,EUZ,Portugal,PRT,Education outcomes,50,50,50,50,50,50,100,100,50,50,50,70,60
2023,Southern Europe,EUZ,Portugal,PRT,Health facilities,100,100,100,50,100,90,100,100,50,100,50,80,85
2023,Southern Europe,EUZ,Portugal,PRT,Health outcomes,50,50,50,0,0,30,100,100,50,100,50,80,55
2023,Southern Europe,EUZ,Portugal,PRT,Reproductive health,50,50,50,50,50,50,100,100,100,100,50,90,70
2023,Southern Europe,EUZ,Portugal,PRT,Food security & nutrition,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Southern Europe,EUZ,Portugal,PRT,Gender statistics,50,50,50,50,50,50,100,100,50,100,50,80,65
2023,Southern Europe,EUZ,Portugal,PRT,Crime & justice,50,50,50,50,50,50,100,100,50,100,50,80,65
2023,Southern Europe,EUZ,Portugal,PRT,Poverty & income,100,100,100,0,0,60,100,100,100,100,50,90,75
2023,Southern Europe,EUZ,Portugal,PRT,Social statistics subscore,60,60,60,35,44.4,52,90,90,60,80,45,73,62.6
2023,Southern Europe,EUZ,Portugal,PRT,National accounts,100,100,100,0,,75,100,0,50,100,50,60,66.7
2023,Southern Europe,EUZ,Portugal,PRT,Labor,100,100,100,50,0,70,100,100,50,100,50,80,75
2023,Southern Europe,EUZ,Portugal,PRT,Price indexes,100,100,100,0,,75,100,100,100,100,50,90,83.3
2023,Southern Europe,EUZ,Portugal,PRT,Government finance,100,100,100,0,,75,100,0,50,50,50,50,61.1
2023,Southern Europe,EUZ,Portugal,PRT,Money & banking,100,100,100,,,100,100,100,100,50,100,90,93.8
2023,Southern Europe,EUZ,Portugal,PRT,International trade,100,100,100,,,100,100,100,100,100,50,90,93.8
2023,Southern Europe,EUZ,Portugal,PRT,Balance of payments,100,100,100,,,100,100,100,100,50,100,90,93.8
2023,Southern Europe,EUZ,Portugal,PRT,Economic & financial statistics subscore,100,100,100,12.5,0,82.7,100,71.4,78.6,78.6,64.3,78.6,80.3
2023,Southern Europe,EUZ,Portugal,PRT,Agriculture and land use,50,50,50,50,0,40,100,100,50,100,50,80,60
2023,Southern Europe,EUZ,Portugal,PRT,Resource use,50,50,50,50,,50,100,100,100,100,50,90,72.2
2023,Southern Europe,EUZ,Portugal,PRT,Energy,50,50,50,,,50,100,100,100,100,50,90,75
2023,Southern Europe,EUZ,Portugal,PRT,Pollution,100,100,100,0,,75,100,100,100,100,50,90,83.3
2023,Southern Europe,EUZ,Portugal,PRT,Built environment,100,50,50,0,0,40,100,100,50,100,50,80,60
2023,Southern Europe,EUZ,Portugal,PRT,Environment subscore,70,60,60,25,0,50,100,100,80,100,50,86,69.6
2023,Southern Europe,EUZ,Portugal,PRT,All Categories,76.7,73.3,73.3,26.2,27.7,60.3,96.7,87.1,72.9,86.2,53.1,79.2,70.5
2023,Southern Europe,EUZ,San Marino,SMR,Population & vital statistics,100,100,100,50,,87.5,50,100,50,50,0,50,66.7
2023,Southern Europe,EUZ,San Marino,SMR,Education facilities,50,50,50,0,,37.5,0,100,0,50,0,30,33.3
2023,Southern Europe,EUZ,San Marino,SMR,Education outcomes,50,0,50,50,,37.5,0,100,0,50,0,30,33.3
2023,Southern Europe,EUZ,San Marino,SMR,Health facilities,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Southern Europe,EUZ,San Marino,SMR,Health outcomes,50,50,50,0,,37.5,0,100,0,50,0,30,33.3
2023,Southern Europe,EUZ,San Marino,SMR,Reproductive health,0,0,0,0,,0,0,100,0,50,0,30,16.7
2023,Southern Europe,EUZ,San Marino,SMR,Food security & nutrition,0,0,0,,,0,0,0,0,0,0,0,0
2023,Southern Europe,EUZ,San Marino,SMR,Gender statistics,50,50,50,0,,37.5,0,100,0,50,0,30,33.3
2023,Southern Europe,EUZ,San Marino,SMR,Crime & justice,0,0,0,0,,0,0,100,50,50,0,40,22.2
2023,Southern Europe,EUZ,San Marino,SMR,Poverty & income,50,50,50,0,,37.5,0,100,0,100,0,40,38.9
2023,Southern Europe,EUZ,San Marino,SMR,Social statistics subscore,35,30,35,11.1,,28.2,5,80,10,45,0,28,28.1
2023,Southern Europe,EUZ,San Marino,SMR,National accounts,50,50,50,,,50,100,100,50,50,0,60,56.3
2023,Southern Europe,EUZ,San Marino,SMR,Labor,100,100,100,0,,75,0,100,50,50,0,40,55.6
2023,Southern Europe,EUZ,San Marino,SMR,Price indexes,50,50,50,,,50,100,100,50,50,0,60,56.3
2023,Southern Europe,EUZ,San Marino,SMR,Government finance,100,100,100,,,100,100,100,50,50,0,60,75
2023,Southern Europe,EUZ,San Marino,SMR,Money & banking,100,100,100,,,100,100,100,50,50,0,60,75
2023,Southern Europe,EUZ,San Marino,SMR,International trade,50,50,50,,,50,100,100,50,0,0,50,50
2023,Southern Europe,EUZ,San Marino,SMR,Balance of payments,100,100,50,,,83.3,100,100,50,0,0,50,62.5
2023,Southern Europe,EUZ,San Marino,SMR,Economic & financial statistics subscore,78.6,78.6,71.4,0,,72.7,85.7,100,50,35.7,0,54.3,61.4
2023,Southern Europe,EUZ,San Marino,SMR,Agriculture and land use,50,50,50,0,,37.5,0,100,0,50,0,30,33.3
2023,Southern Europe,EUZ,San Marino,SMR,Resource use,0,0,0,,,0,0,0,0,0,0,0,0
2023,Southern Europe,EUZ,San Marino,SMR,Energy,50,50,50,,,50,0,100,50,50,0,40,43.8
2023,Southern Europe,EUZ,San Marino,SMR,Pollution,0,0,0,,,0,0,0,0,0,0,0,0
2023,Southern Europe,EUZ,San Marino,SMR,Built environment,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Southern Europe,EUZ,San Marino,SMR,Environment subscore,20,20,20,0,,17.6,0,40,10,20,0,14,15.5
2023,Southern Europe,EUZ,San Marino,SMR,All Categories,44.5,42.9,42.1,6.9,,38.2,30.2,73.3,23.3,33.6,0,32.1,34.6
2023,Southern Europe,EUZ,Serbia,SRB,Population & vital statistics,100,100,100,50,50,80,100,100,50,100,50,80,80
2023,Southern Europe,EUZ,Serbia,SRB,Education facilities,50,50,50,50,50,50,100,100,100,100,50,90,70
2023,Southern Europe,EUZ,Serbia,SRB,Education outcomes,50,50,50,50,50,50,100,100,50,100,50,80,65
2023,Southern Europe,EUZ,Serbia,SRB,Health facilities,50,50,50,0,0,30,100,100,100,50,50,80,55
2023,Southern Europe,EUZ,Serbia,SRB,Health outcomes,50,50,50,0,0,30,50,100,0,50,50,50,40
2023,Southern Europe,EUZ,Serbia,SRB,Reproductive health,100,50,50,50,50,60,100,100,50,50,50,70,65
2023,Southern Europe,EUZ,Serbia,SRB,Food security & nutrition,100,50,0,0,,37.5,100,100,100,50,50,80,61.1
2023,Southern Europe,EUZ,Serbia,SRB,Gender statistics,50,50,50,50,50,50,50,100,50,50,50,60,55
2023,Southern Europe,EUZ,Serbia,SRB,Crime & justice,100,100,100,50,0,70,50,100,50,50,50,60,65
2023,Southern Europe,EUZ,Serbia,SRB,Poverty & income,100,100,100,0,0,60,100,100,50,50,50,70,65
2023,Southern Europe,EUZ,Serbia,SRB,Social statistics subscore,75,65,60,30,27.8,52,85,100,60,65,50,72,62.1
2023,Southern Europe,EUZ,Serbia,SRB,National accounts,100,50,50,0,,50,100,100,100,100,50,90,72.2
2023,Southern Europe,EUZ,Serbia,SRB,Labor,100,100,100,50,0,70,100,100,50,50,50,70,70
2023,Southern Europe,EUZ,Serbia,SRB,Price indexes,100,100,100,0,,75,100,100,100,100,50,90,83.3
2023,Southern Europe,EUZ,Serbia,SRB,Government finance,100,100,100,0,,75,100,100,100,50,50,80,77.8
2023,Southern Europe,EUZ,Serbia,SRB,Money & banking,100,100,100,,,100,100,100,50,50,50,70,81.3
2023,Southern Europe,EUZ,Serbia,SRB,International trade,50,50,50,,,50,100,100,0,100,50,70,62.5
2023,Southern Europe,EUZ,Serbia,SRB,Balance of payments,100,100,100,,,100,100,0,50,50,0,40,62.5
2023,Southern Europe,EUZ,Serbia,SRB,Economic & financial statistics subscore,92.9,85.7,85.7,12.5,0,73.1,100,85.7,64.3,71.4,42.9,72.9,73
2023,Southern Europe,EUZ,Serbia,SRB,Agriculture and land use,100,100,50,50,50,70,100,100,50,50,50,70,70
2023,Southern Europe,EUZ,Serbia,SRB,Resource use,100,50,100,50,,75,100,100,100,100,50,90,83.3
2023,Southern Europe,EUZ,Serbia,SRB,Energy,100,100,100,,,100,100,100,0,100,50,70,81.3
2023,Southern Europe,EUZ,Serbia,SRB,Pollution,100,100,100,0,,75,100,100,50,100,50,80,77.8
2023,Southern Europe,EUZ,Serbia,SRB,Built environment,50,50,50,0,0,30,50,100,50,100,50,70,50
2023,Southern Europe,EUZ,Serbia,SRB,Environment subscore,90,80,80,25,25,66.7,90,100,50,90,50,76,71.7
2023,Southern Europe,EUZ,Serbia,SRB,All Categories,86,76.9,75.2,24.1,24.3,62.9,91.7,95.2,58.1,75.5,47.6,73.6,68.7
2023,Southern Europe,EUZ,Slovenia,SVN,Population & vital statistics,100,100,100,100,50,90,100,100,100,100,100,100,95
2023,Southern Europe,EUZ,Slovenia,SVN,Education facilities,100,100,100,50,50,80,100,100,50,100,100,90,85
2023,Southern Europe,EUZ,Slovenia,SVN,Education outcomes,50,50,50,50,50,50,100,100,50,100,100,90,70
2023,Southern Europe,EUZ,Slovenia,SVN,Health facilities,100,100,100,50,0,70,50,100,50,50,50,60,65
2023,Southern Europe,EUZ,Slovenia,SVN,Health outcomes,100,100,100,50,0,70,100,100,100,50,0,70,70
2023,Southern Europe,EUZ,Slovenia,SVN,Reproductive health,50,50,50,50,0,40,100,100,100,100,100,100,70
2023,Southern Europe,EUZ,Slovenia,SVN,Food security & nutrition,50,0,0,0,,12.5,100,100,100,100,0,80,50
2023,Southern Europe,EUZ,Slovenia,SVN,Gender statistics,100,100,50,50,0,60,50,100,50,50,100,70,65
2023,Southern Europe,EUZ,Slovenia,SVN,Crime & justice,100,100,100,0,0,60,100,100,100,100,100,100,80
2023,Southern Europe,EUZ,Slovenia,SVN,Poverty & income,100,100,100,100,0,80,100,100,100,100,100,100,90
2023,Southern Europe,EUZ,Slovenia,SVN,Social statistics subscore,85,80,75,50,16.7,62.2,90,100,80,85,75,86,74.2
2023,Southern Europe,EUZ,Slovenia,SVN,National accounts,100,100,100,50,,87.5,100,100,100,100,100,100,94.4
2023,Southern Europe,EUZ,Slovenia,SVN,Labor,100,100,100,50,50,80,100,100,50,100,100,90,85
2023,Southern Europe,EUZ,Slovenia,SVN,Price indexes,100,100,100,0,,75,100,100,100,100,100,100,88.9
2023,Southern Europe,EUZ,Slovenia,SVN,Government finance,100,100,100,0,,75,100,100,100,100,100,100,88.9
2023,Southern Europe,EUZ,Slovenia,SVN,Money & banking,100,100,100,,,100,100,100,100,50,100,90,93.8
2023,Southern Europe,EUZ,Slovenia,SVN,International trade,100,100,100,,,100,100,100,100,100,100,100,100
2023,Southern Europe,EUZ,Slovenia,SVN,Balance of payments,100,100,100,,,100,100,100,100,50,100,90,93.8
2023,Southern Europe,EUZ,Slovenia,SVN,Economic & financial statistics subscore,100,100,100,25,50,86.5,100,100,92.9,85.7,100,95.7,91.8
2023,Southern Europe,EUZ,Slovenia,SVN,Agriculture and land use,100,100,100,50,0,70,100,100,50,100,100,90,80
2023,Southern Europe,EUZ,Slovenia,SVN,Resource use,100,100,100,0,,75,100,100,100,100,100,100,88.9
2023,Southern Europe,EUZ,Slovenia,SVN,Energy,100,100,100,,,100,100,100,100,100,100,100,100
2023,Southern Europe,EUZ,Slovenia,SVN,Pollution,100,100,100,0,,75,100,100,100,100,100,100,88.9
2023,Southern Europe,EUZ,Slovenia,SVN,Built environment,50,50,50,50,50,50,100,100,50,100,100,90,70
2023,Southern Europe,EUZ,Slovenia,SVN,Environment subscore,90,90,90,25,25,71.4,100,100,80,100,100,96,84.8
2023,Southern Europe,EUZ,Slovenia,SVN,All Categories,91.7,90,88.3,35.5,22.3,72.3,96.7,100,84.3,90.2,91.7,92.6,83.2
2023,Southern Europe,EUZ,Spain,ESP,Population & vital statistics,100,100,100,100,100,100,100,100,100,100,50,90,95
2023,Southern Europe,EUZ,Spain,ESP,Education facilities,50,50,50,50,0,40,100,100,50,100,50,80,60
2023,Southern Europe,EUZ,Spain,ESP,Education outcomes,100,100,100,50,0,70,100,100,50,100,50,80,75
2023,Southern Europe,EUZ,Spain,ESP,Health facilities,100,50,50,50,0,50,50,100,50,50,50,60,55
2023,Southern Europe,EUZ,Spain,ESP,Health outcomes,50,50,50,50,0,40,100,100,50,100,50,80,60
2023,Southern Europe,EUZ,Spain,ESP,Reproductive health,100,50,50,50,50,60,100,100,50,50,50,70,65
2023,Southern Europe,EUZ,Spain,ESP,Food security & nutrition,50,50,50,0,,37.5,100,100,100,50,50,80,61.1
2023,Southern Europe,EUZ,Spain,ESP,Gender statistics,50,50,50,50,50,50,100,100,50,50,50,70,60
2023,Southern Europe,EUZ,Spain,ESP,Crime & justice,100,100,100,50,0,70,50,100,50,50,50,60,65
2023,Southern Europe,EUZ,Spain,ESP,Poverty & income,100,100,100,100,0,80,100,100,100,100,50,90,85
2023,Southern Europe,EUZ,Spain,ESP,Social statistics subscore,80,70,70,55,22.2,60.2,90,100,65,75,50,76,68.2
2023,Southern Europe,EUZ,Spain,ESP,National accounts,100,100,100,0,,75,100,100,100,100,50,90,83.3
2023,Southern Europe,EUZ,Spain,ESP,Labor,100,100,100,50,50,80,100,100,50,100,50,80,80
2023,Southern Europe,EUZ,Spain,ESP,Price indexes,100,100,100,100,,100,100,100,50,100,50,80,88.9
2023,Southern Europe,EUZ,Spain,ESP,Government finance,100,100,100,0,,75,100,100,50,50,50,70,72.2
2023,Southern Europe,EUZ,Spain,ESP,Money & banking,100,100,100,,,100,100,100,50,50,0,60,75
2023,Southern Europe,EUZ,Spain,ESP,International trade,100,100,100,,,100,100,100,50,100,50,80,87.5
2023,Southern Europe,EUZ,Spain,ESP,Balance of payments,100,100,100,,,100,100,100,50,100,0,70,81.3
2023,Southern Europe,EUZ,Spain,ESP,Economic & financial statistics subscore,100,100,100,37.5,50,88.5,100,100,57.1,85.7,35.7,75.7,81.1
2023,Southern Europe,EUZ,Spain,ESP,Agriculture and land use,100,100,100,100,0,80,100,100,50,50,50,70,75
2023,Southern Europe,EUZ,Spain,ESP,Resource use,100,100,100,50,,87.5,50,100,50,50,50,60,72.2
2023,Southern Europe,EUZ,Spain,ESP,Energy,100,50,50,,,66.7,50,100,50,50,50,60,62.5
2023,Southern Europe,EUZ,Spain,ESP,Pollution,100,100,100,0,,75,100,100,100,100,50,90,83.3
2023,Southern Europe,EUZ,Spain,ESP,Built environment,100,50,50,50,0,50,50,100,50,50,50,60,55
2023,Southern Europe,EUZ,Spain,ESP,Environment subscore,100,80,80,50,0,71.4,70,100,60,60,50,68,69.6
2023,Southern Europe,EUZ,Spain,ESP,All Categories,93.3,83.3,83.3,49.1,18.8,72.1,86.7,100,60.7,73.6,45.2,73.2,72.7
2023,Western Europe,EUW,Austria,AUT,Population & vital statistics,100,100,100,100,100,100,100,100,100,50,50,80,90
2023,Western Europe,EUW,Austria,AUT,Education facilities,100,100,100,100,0,80,100,100,100,50,50,80,80
2023,Western Europe,EUW,Austria,AUT,Education outcomes,50,50,50,50,0,40,100,100,0,100,50,70,55
2023,Western Europe,EUW,Austria,AUT,Health facilities,100,50,50,0,0,40,100,100,50,50,50,70,55
2023,Western Europe,EUW,Austria,AUT,Health outcomes,50,50,50,50,0,40,100,100,50,50,50,70,55
2023,Western Europe,EUW,Austria,AUT,Reproductive health,50,50,50,50,0,40,100,100,50,50,50,70,55
2023,Western Europe,EUW,Austria,AUT,Food security & nutrition,50,50,0,0,,25,100,100,50,50,50,70,50
2023,Western Europe,EUW,Austria,AUT,Gender statistics,50,50,50,50,0,40,100,100,50,50,50,70,55
2023,Western Europe,EUW,Austria,AUT,Crime & justice,50,50,50,50,0,40,100,100,50,50,50,70,55
2023,Western Europe,EUW,Austria,AUT,Poverty & income,50,50,50,0,0,30,100,100,0,100,50,70,50
2023,Western Europe,EUW,Austria,AUT,Social statistics subscore,65,60,55,45,11.1,48,100,100,50,60,50,72,60.1
2023,Western Europe,EUW,Austria,AUT,National accounts,100,100,100,50,,87.5,100,100,50,100,50,80,83.3
2023,Western Europe,EUW,Austria,AUT,Labor,100,100,100,0,0,60,100,100,50,100,50,80,70
2023,Western Europe,EUW,Austria,AUT,Price indexes,100,100,100,0,,75,100,100,50,100,50,80,77.8
2023,Western Europe,EUW,Austria,AUT,Government finance,100,100,100,0,,75,100,100,50,50,50,70,72.2
2023,Western Europe,EUW,Austria,AUT,Money & banking,0,0,0,,,0,0,0,0,0,0,0,0
2023,Western Europe,EUW,Austria,AUT,International trade,100,100,100,,,100,100,100,100,50,50,80,87.5
2023,Western Europe,EUW,Austria,AUT,Balance of payments,0,0,0,,,0,0,0,0,0,0,0,0
2023,Western Europe,EUW,Austria,AUT,Economic & financial statistics subscore,71.4,71.4,71.4,12.5,0,59.6,71.4,71.4,42.9,57.1,35.7,55.7,57.4
2023,Western Europe,EUW,Austria,AUT,Agriculture and land use,50,50,50,50,0,40,100,100,50,100,50,80,60
2023,Western Europe,EUW,Austria,AUT,Resource use,100,50,50,50,,62.5,100,100,100,50,50,80,72.2
2023,Western Europe,EUW,Austria,AUT,Energy,100,100,100,,,100,100,100,100,100,50,90,93.8
2023,Western Europe,EUW,Austria,AUT,Pollution,100,100,100,0,,75,100,100,100,100,50,90,83.3
2023,Western Europe,EUW,Austria,AUT,Built environment,0,0,0,0,0,0,50,100,0,50,50,50,25
2023,Western Europe,EUW,Austria,AUT,Environment subscore,70,60,60,25,0,50,90,100,70,80,50,78,65.2
2023,Western Europe,EUW,Austria,AUT,All Categories,68.8,63.8,62.1,30.4,6.9,52,87.1,90.5,54.3,65.7,45.2,68.6,60.9
2023,Western Europe,EUW,Belgium,BEL,Population & vital statistics,100,100,100,50,0,70,100,50,50,50,0,50,60
2023,Western Europe,EUW,Belgium,BEL,Education facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Western Europe,EUW,Belgium,BEL,Education outcomes,50,50,50,0,0,30,100,0,50,50,0,40,35
2023,Western Europe,EUW,Belgium,BEL,Health facilities,50,50,0,0,0,20,100,100,50,50,0,60,40
2023,Western Europe,EUW,Belgium,BEL,Health outcomes,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Western Europe,EUW,Belgium,BEL,Reproductive health,50,50,50,50,50,50,100,50,50,50,0,50,50
2023,Western Europe,EUW,Belgium,BEL,Food security & nutrition,50,50,0,0,,25,100,100,50,100,0,70,50
2023,Western Europe,EUW,Belgium,BEL,Gender statistics,50,50,50,50,0,40,100,50,50,50,0,50,45
2023,Western Europe,EUW,Belgium,BEL,Crime & justice,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Western Europe,EUW,Belgium,BEL,Poverty & income,100,50,100,0,100,70,100,100,50,50,0,60,65
2023,Western Europe,EUW,Belgium,BEL,Social statistics subscore,45,40,35,15,16.7,30.6,70,45,35,40,0,38,34.3
2023,Western Europe,EUW,Belgium,BEL,National accounts,100,100,100,0,,75,100,100,100,50,100,90,83.3
2023,Western Europe,EUW,Belgium,BEL,Labor,100,100,50,50,50,70,100,50,50,50,0,50,60
2023,Western Europe,EUW,Belgium,BEL,Price indexes,100,100,100,0,,75,100,100,100,50,100,90,83.3
2023,Western Europe,EUW,Belgium,BEL,Government finance,100,100,100,50,,87.5,100,100,100,50,100,90,88.9
2023,Western Europe,EUW,Belgium,BEL,Money & banking,100,100,100,,,100,100,100,100,50,100,90,93.8
2023,Western Europe,EUW,Belgium,BEL,International trade,100,100,100,,,100,100,100,100,50,100,90,93.8
2023,Western Europe,EUW,Belgium,BEL,Balance of payments,100,100,100,,,100,100,100,100,50,100,90,93.8
2023,Western Europe,EUW,Belgium,BEL,Economic & financial statistics subscore,100,100,92.9,25,50,84.6,100,92.9,92.9,50,85.7,84.3,84.4
2023,Western Europe,EUW,Belgium,BEL,Agriculture and land use,50,50,50,50,50,50,100,100,50,50,0,60,55
2023,Western Europe,EUW,Belgium,BEL,Resource use,50,50,50,50,,50,100,50,50,50,0,50,50
2023,Western Europe,EUW,Belgium,BEL,Energy,100,100,100,,,100,100,100,50,50,0,60,75
2023,Western Europe,EUW,Belgium,BEL,Pollution,100,100,100,0,,75,100,100,50,50,0,60,66.7
2023,Western Europe,EUW,Belgium,BEL,Built environment,0,0,0,0,0,0,100,100,100,50,0,70,35
2023,Western Europe,EUW,Belgium,BEL,Environment subscore,60,60,60,25,25,50,100,90,60,50,0,60,55.4
2023,Western Europe,EUW,Belgium,BEL,All Categories,68.3,66.7,62.6,20.8,22.3,52.6,90,76,62.6,46.7,28.6,60.8,57
2023,Western Europe,EUW,France,FRA,Population & vital statistics,100,100,100,50,50,80,100,100,50,100,100,90,85
2023,Western Europe,EUW,France,FRA,Education facilities,50,50,50,0,50,40,100,100,50,50,50,70,55
2023,Western Europe,EUW,France,FRA,Education outcomes,50,50,50,50,50,50,100,100,50,50,50,70,60
2023,Western Europe,EUW,France,FRA,Health facilities,100,100,50,0,0,50,50,100,50,50,100,70,60
2023,Western Europe,EUW,France,FRA,Health outcomes,50,50,50,0,0,30,50,100,0,50,100,60,45
2023,Western Europe,EUW,France,FRA,Reproductive health,100,50,50,50,50,60,50,50,50,50,100,60,60
2023,Western Europe,EUW,France,FRA,Food security & nutrition,50,50,0,0,,25,100,100,50,50,100,80,55.6
2023,Western Europe,EUW,France,FRA,Gender statistics,100,100,50,0,0,50,100,100,50,50,100,80,65
2023,Western Europe,EUW,France,FRA,Crime & justice,100,100,100,50,0,70,50,100,0,50,50,50,60
2023,Western Europe,EUW,France,FRA,Poverty & income,100,100,100,100,100,100,100,100,50,100,100,90,95
2023,Western Europe,EUW,France,FRA,Social statistics subscore,80,75,60,30,33.3,56.1,80,95,40,60,85,72,64.1
2023,Western Europe,EUW,France,FRA,National accounts,100,50,50,0,,50,100,100,50,100,100,90,72.2
2023,Western Europe,EUW,France,FRA,Labor,100,100,100,50,50,80,50,100,50,50,100,70,75
2023,Western Europe,EUW,France,FRA,Price indexes,100,100,100,0,,75,100,100,50,100,100,90,83.3
2023,Western Europe,EUW,France,FRA,Government finance,100,100,100,0,,75,100,50,50,100,100,80,77.8
2023,Western Europe,EUW,France,FRA,Money & banking,100,100,100,,,100,50,100,0,50,100,60,75
2023,Western Europe,EUW,France,FRA,International trade,50,50,50,,,50,100,100,50,100,100,90,75
2023,Western Europe,EUW,France,FRA,Balance of payments,100,100,100,,,100,100,100,100,100,100,100,100
2023,Western Europe,EUW,France,FRA,Economic & financial statistics subscore,92.9,85.7,85.7,12.5,50,75,85.7,92.9,50,85.7,100,82.9,79.5
2023,Western Europe,EUW,France,FRA,Agriculture and land use,50,50,50,0,0,30,50,100,50,50,100,70,50
2023,Western Europe,EUW,France,FRA,Resource use,100,100,100,0,,75,50,50,50,50,50,50,61.1
2023,Western Europe,EUW,France,FRA,Energy,100,100,100,,,100,100,100,50,50,100,80,87.5
2023,Western Europe,EUW,France,FRA,Pollution,100,100,100,0,,75,100,100,50,100,50,80,77.8
2023,Western Europe,EUW,France,FRA,Built environment,0,0,0,0,0,0,100,100,50,100,100,90,45
2023,Western Europe,EUW,France,FRA,Environment subscore,70,70,70,0,0,50,80,90,50,70,80,74,63
2023,Western Europe,EUW,France,FRA,All Categories,81,76.9,71.9,15.7,25.7,59.6,81.9,92.6,46.7,71.9,88.3,76.3,68.6
2023,Western Europe,EUW,Germany,DEU,Population & vital statistics,100,100,100,50,50,80,100,100,100,50,100,90,85
2023,Western Europe,EUW,Germany,DEU,Education facilities,100,100,100,100,50,90,100,100,50,50,100,80,85
2023,Western Europe,EUW,Germany,DEU,Education outcomes,50,50,50,50,50,50,100,100,50,50,100,80,65
2023,Western Europe,EUW,Germany,DEU,Health facilities,100,100,100,50,100,90,100,100,50,50,100,80,85
2023,Western Europe,EUW,Germany,DEU,Health outcomes,50,50,50,50,0,40,100,100,100,50,100,90,65
2023,Western Europe,EUW,Germany,DEU,Reproductive health,50,50,50,50,0,40,100,100,50,50,50,70,55
2023,Western Europe,EUW,Germany,DEU,Food security & nutrition,50,50,0,0,,25,100,100,100,50,100,90,61.1
2023,Western Europe,EUW,Germany,DEU,Gender statistics,50,50,50,50,0,40,100,100,50,50,100,80,60
2023,Western Europe,EUW,Germany,DEU,Crime & justice,100,100,100,50,0,70,100,100,50,50,100,80,75
2023,Western Europe,EUW,Germany,DEU,Poverty & income,100,50,100,0,0,50,100,100,50,50,100,80,65
2023,Western Europe,EUW,Germany,DEU,Social statistics subscore,75,70,70,45,27.8,58.2,100,100,65,50,95,82,70.2
2023,Western Europe,EUW,Germany,DEU,National accounts,100,100,100,50,,87.5,100,100,100,50,100,90,88.9
2023,Western Europe,EUW,Germany,DEU,Labor,100,100,100,50,0,70,100,100,100,50,100,90,80
