"country","source_id","value","descript","spi_indicator_description","spi_indicator_scoring","Pillar","color","max","Score"
"Brunei Darussalam","SPI.DIM4.3.INDEX",0.069,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,1.725
"Eswatini","SPI.DIM4.3.INDEX",0.046,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,1.15
"Palau","SPI.DIM4.3.INDEX",0.501,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,12.525
"Lao PDR","SPI.DIM4.3.INDEX",0.309,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,7.725
"Timor-Leste","SPI.DIM4.3.INDEX",0.513,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,12.825000000000001
"Nepal","SPI.DIM4.3.INDEX",0.194,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,4.8500000000000005
"Sierra Leone","SPI.DIM4.3.INDEX",0.535,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,13.375
"Cabo Verde","SPI.DIM4.3.INDEX",0.25,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,6.25
"Trinidad and Tobago","SPI.DIM4.3.INDEX",0.069,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,1.725
"Oman","SPI.DIM4.3.INDEX",0.513,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,12.825000000000001
"Liberia","SPI.DIM4.3.INDEX",0.29600000000000004,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,7.400000000000001
"Suriname","SPI.DIM4.3.INDEX",0.322,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,8.05
"Mauritania","SPI.DIM4.3.INDEX",0.253,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,6.325
"Lesotho","SPI.DIM4.3.INDEX",0.48,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,12
"Angola","SPI.DIM4.3.INDEX",0.411,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,10.274999999999999
"Bhutan","SPI.DIM4.3.INDEX",0.37799999999999995,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,9.45
"China","SPI.DIM4.3.INDEX",0.362,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,9.049999999999999
"Lebanon","SPI.DIM4.3.INDEX",0.161,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,4.025
"Madagascar","SPI.DIM4.3.INDEX",0.388,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,9.700000000000001
"Nicaragua","SPI.DIM4.3.INDEX",0.115,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,2.875
"Namibia","SPI.DIM4.3.INDEX",0.023,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,0.575
"Algeria","SPI.DIM4.3.INDEX",0.138,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,3.45
"Afghanistan","SPI.DIM4.3.INDEX",0.161,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,4.025
"Guyana","SPI.DIM4.3.INDEX",0.115,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,2.875
"Iraq","SPI.DIM4.3.INDEX",0.319,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,7.9750000000000005
"Chad","SPI.DIM4.3.INDEX",0.355,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,8.875
"Vanuatu","SPI.DIM4.3.INDEX",0.273,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,6.825
"Sao Tome and Principe","SPI.DIM4.3.INDEX",0.511,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,12.775
"Bahrain","SPI.DIM4.3.INDEX",0.627,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,15.675
"St. Vincent and the Grenadines","SPI.DIM4.3.INDEX",0.401,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,10.025
"Somalia, Fed. Rep.","SPI.DIM4.3.INDEX",0.138,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,3.45
"Bahamas, The","SPI.DIM4.3.INDEX",0.046,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,1.15
"Solomon Islands","SPI.DIM4.3.INDEX",0.194,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,4.8500000000000005
"Grenada","SPI.DIM4.3.INDEX",0.069,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,1.725
"Comoros","SPI.DIM4.3.INDEX",0.139,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,3.4750000000000005
"Kiribati","SPI.DIM4.3.INDEX",0.342,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,8.55
"Guinea","SPI.DIM4.3.INDEX",0.322,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,8.05
"Andorra","SPI.DIM4.3.INDEX",0.173,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,4.324999999999999
"Nauru","SPI.DIM4.3.INDEX",0.223,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,5.575
"Guinea-Bissau","SPI.DIM4.3.INDEX",0.29600000000000004,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,7.400000000000001
"Central African Republic","SPI.DIM4.3.INDEX",0.138,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,3.45
"Congo, Dem. Rep.","SPI.DIM4.3.INDEX",0.24,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,6
"Gabon","SPI.DIM4.3.INDEX",0.092,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,2.3
"Burundi","SPI.DIM4.3.INDEX",0.25,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,6.25
"Papua New Guinea","SPI.DIM4.3.INDEX",0.214,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,5.35
"Marshall Islands","SPI.DIM4.3.INDEX",0.37799999999999995,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,9.45
"Tuvalu","SPI.DIM4.3.INDEX",0.34700000000000003,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,8.675
"St. Kitts and Nevis","SPI.DIM4.3.INDEX",0.34299999999999997,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,8.575
"Sudan","SPI.DIM4.3.INDEX",0.18600000000000003,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,4.65
"Dominica","SPI.DIM4.3.INDEX",0.285,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,7.124999999999999
"Venezuela, RB","SPI.DIM4.3.INDEX",0.023,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,0.575
"Congo, Rep.","SPI.DIM4.3.INDEX",0.322,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,8.05
"Haiti","SPI.DIM4.3.INDEX",0.135,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,3.375
"Djibouti","SPI.DIM4.3.INDEX",0.23,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,5.75
"Yemen, Rep.","SPI.DIM4.3.INDEX",0.322,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,8.05
"Micronesia, Fed. Sts.","SPI.DIM4.3.INDEX",0.25,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,6.25
"Libya","SPI.DIM4.3.INDEX",0.194,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,4.8500000000000005
"Syrian Arab Republic","SPI.DIM4.3.INDEX",0.14800000000000002,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,3.7000000000000006
"Equatorial Guinea","SPI.DIM4.3.INDEX",0.161,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,4.025
"Turkmenistan","SPI.DIM4.3.INDEX",0.023,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,0.575
"South Sudan","SPI.DIM4.3.INDEX",0.023,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,0.575
"Aruba","SPI.DIM4.3.INDEX",0,"Dimension 4.3: Geospatial Data","Geospatial data available at 1st Admin Level. This data source from Open Data Watch focuses on data availability at the sub-national level and provides a partial understanding of a country’s ability to produce geospatial data. A research and data collection effort is needed to develop a more comprehensive global database of the availability of key geospatial indicators.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#E63946",1,0
