"country","iso3c","date","SPI.INDEX.PIL1","SPI.INDEX.PIL2","SPI.INDEX.PIL3","SPI.INDEX.PIL4","SPI.INDEX.PIL5","SPI.INDEX","SPI.DIM1.5.INDEX","SPI.DIM2.1.INDEX","SPI.DIM2.2.INDEX","SPI.DIM2.4.INDEX","SPI.DIM3.1.INDEX","SPI.DIM3.2.INDEX","SPI.DIM3.3.INDEX","SPI.DIM3.4.INDEX","SPI.DIM4.1.CEN.INDEX","SPI.DIM4.1.SVY.INDEX","SPI.DIM4.2.INDEX","SPI.DIM4.3.INDEX","SPI.DIM5.1.INDEX","SPI.DIM5.2.INDEX","SPI.DIM5.5.INDEX","SPI.D1.5.POV","SPI.D1.5.CHLD.MORT","SPI.D1.5.DT.TDS.DPPF.XP.ZS","SPI.D1.5.SAFE.MAN.WATER","SPI.D1.5.LFP","SPI.D2.1.GDDS","SPI.D2.2.Machine.readable","SPI.D2.2.Non.proprietary","SPI.D2.2.Download.options","SPI.D2.2.Metadata.available","SPI.D2.2.Terms.of.use","SPI.D2.2.Openness.subscore","SPI.D2.4.NADA","SPI.D3.1.POV","SPI.D3.2.HNGR","SPI.D3.3.HLTH","SPI.D3.4.EDUC","SPI.D3.5.GEND","SPI.D3.6.WTRS","SPI.D3.7.ENRG","SPI.D3.8.WORK","SPI.D3.9.INDY","SPI.D3.10.NEQL","SPI.D3.11.CITY","SPI.D3.12.CNSP","SPI.D3.15.LAND","SPI.D3.16.INST","SPI.D3.17.PTNS","SPI.D3.13.CLMT","SPI.D3.NA","SPI.D4.1.1.POPU","SPI.D4.1.2.AGRI","SPI.D4.1.3.BIZZ","SPI.D4.1.4.HOUS","SPI.D4.1.5.AGSVY","SPI.D4.1.6.LABR","SPI.D4.1.7.HLTH","SPI.D4.1.8.BZSVY","SPI.D4.2.3.CRVS","SPI.D4.3.GEO.first.admin.level","SPI.D5.1.DILG","SPI.D5.2.1.SNAU","SPI.D5.2.2.NABY","SPI.D5.2.3.CNIN","SPI.D5.2.4.CPIBY","SPI.D5.2.5.HOUS","SPI.D5.2.6.EMPL","SPI.D5.2.7.CGOV","SPI.D5.2.8.FINA","SPI.D5.2.9.MONY","SPI.D5.2.10.GSBP","SPI.D5.5.DIFI","income","region","weights","population"
"Bosnia and Herzegovina","BIH",2009,30,NA,60.093750000000014,NA,NA,NA,0.3,NA,NA,NA,0.6643333333333333,0.5228333333333334,0.5,0.746,0,0.666,0,NA,-99,NA,-99,0.5,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.667,0.714,0.875,0.444,0.286,1,0.8,0.545,0.625,0.667,0,0.5,1,0.778,0.714,0,NA,0,0,0,1,0,1,1,0.33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upper middle income","Europe & Central Asia",1,3879794
"Botswana","BWA",2009,30,NA,61.80625,NA,NA,NA,0.3,NA,NA,NA,0.7075,0.5888333333333333,0.5,0.5555,0.6666666666666666,0.666,0,NA,-99,NA,-99,0.5,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.667,0.875,0.75,0.667,0.286,1,0.933,0.6,0.5,0.5,0,1,1,0.444,0.667,0,NA,1,1,0,0.67,1,0.33,1,0.33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upper middle income","Sub-Saharan Africa",1,1990673
"Brazil","BRA",2009,40,NA,78.975,NA,NA,NA,0.4,NA,NA,NA,0.8163333333333334,0.7208333333333333,1,0.7065,0.6666666666666666,0.866,0,NA,-99,NA,-99,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.833,1,0.938,0.556,0.571,1,0.933,0.6,0.625,0.5,0.667,1,1,0.556,0.857,1,NA,1,1,0,1,1,1,0.33,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upper middle income","Latin America & Caribbean",1,192079951
"British Virgin Islands","VGB",2009,0,NA,18.656250000000004,NA,NA,NA,0,NA,NA,NA,0.11683333333333333,0.26366666666666666,0.25,0.101,NA,NA,0,NA,-99,NA,-99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.118,0.333,0,0.25,0.4,0.182,0,0,0,1,0.5,0.111,0.091,0,NA,NA,NA,NA,NA,NA,NA,0.33,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income","Latin America & Caribbean",1,27218
"Brunei Darussalam","BRN",2009,20,NA,36.30625,NA,NA,NA,0.2,NA,NA,NA,0.3353333333333333,0.4291666666666667,0.3335,0.2775,0.3333333333333333,0.132,0,NA,-99,NA,-99,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0.429,0.75,0.333,0,0.5,1,0.2,0.125,0.25,0,1,0.667,0.333,0.222,0,NA,1,0,0,0.33,0,0.33,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income","East Asia & Pacific",1,384952
"Bulgaria","BGR",2009,40,NA,61.30625,NA,NA,NA,0.4,NA,NA,NA,0.6458333333333334,0.5285,0.8335,0.548,0.3333333333333333,0.8,0,NA,-99,NA,-99,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.833,0.75,0.812,0.444,0.286,0.75,0.6,0.5,0.571,0.25,0.75,0.5,0.667,0.667,0.429,1,NA,1,0,0,1,0.67,1,0.33,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income","Europe & Central Asia",1,7444443
"Burkina Faso","BFA",2009,30,NA,69.1375,NA,NA,NA,0.3,NA,NA,NA,0.6191666666666666,0.6371666666666667,1,0.762,0.3333333333333333,0.8,0,NA,-99,NA,-99,0.5,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.833,0.714,0.688,0.444,0.286,0.75,0.8,0.273,0.25,0.5,1,1,1,0.667,0.857,1,NA,1,0,0,1,1,0.33,1,0.67,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low income","Sub-Saharan Africa",1,15710066
"Burundi","BDI",2009,30,NA,50.38125,NA,NA,NA,0.3,NA,NA,NA,0.487,0.49716666666666665,0.5,0.5780000000000001,0.3333333333333333,0.332,0,NA,-99,NA,-99,0.5,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.571,0.625,0.333,0.143,0.75,0.933,0.3,0.25,0.5,0,1,1,0.556,0.6,0,NA,1,0,0,0.33,0,0.33,0.67,0.33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low income","Sub-Saharan Africa",1,8947646
"Cabo Verde","CPV",2009,20,NA,66.25,NA,NA,NA,0.2,NA,NA,NA,0.6753333333333333,0.5596666666666666,1,0.595,0.6666666666666666,0.332,0,NA,-99,NA,-99,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0.429,1,0.444,0.429,0.75,0.933,0.3,0.125,0.5,0.5,1,1,0.333,0.857,1,NA,1,1,0,0.67,0,0.33,0.33,0.33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upper middle income","Sub-Saharan Africa",1,506141
"Cambodia","KHM",2009,20,NA,70.0125,NA,NA,NA,0.2,NA,NA,NA,0.6803333333333333,0.655,1,0.595,0.3333333333333333,0.602,0,NA,-99,NA,-99,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0.571,0.812,0.556,0.143,1,0.933,0.455,0.375,0.5,0.667,1,1,0.333,0.857,1,NA,1,0,0,1,0,0.67,0.67,0.67,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lower middle income","East Asia & Pacific",1,14276810
"Cameroon","CMR",2009,30,NA,70.16875,NA,NA,NA,0.3,NA,NA,NA,0.618,0.7346666666666667,1,0.5555,0.6666666666666666,0.468,0,NA,-99,NA,-99,0.5,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0.571,0.688,0.556,0.143,0.75,0.933,0.6,0.375,0.5,1,1,1,0.444,0.667,1,NA,1,0,1,0.67,0,0,1,0.67,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lower middle income","Sub-Saharan Africa",1,19113974
"Canada","CAN",2009,40,NA,49.9375,NA,NA,NA,0.4,1,NA,NA,0.5266666666666666,0.4741666666666667,0.5,0.49250000000000005,0.6666666666666666,1,0,NA,1,NA,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.5,0.571,0.688,0.222,0.429,0.75,0.8,0.545,0.5,0.5,0,0.5,1,0.556,0.429,0,NA,1,1,0,1,1,1,1,1,0,NA,1,NA,NA,1,NA,1,1,NA,1,NA,1,1,"High income","North America",1,33630069
"Cayman Islands","CYM",2009,0,NA,17.15,NA,NA,NA,0,NA,NA,NA,0.0885,0.23183333333333334,0.25,0.161,NA,NA,0,NA,-99,NA,-99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.059,0.222,0,0.25,0.8,0.091,0,0,0,0.5,0.5,0.222,0.1,0,NA,NA,NA,NA,NA,NA,0,0.33,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income","Latin America & Caribbean",1,52618
"Central African Republic","CAF",2009,20,NA,47.75625000000001,NA,NA,NA,0.2,NA,NA,NA,0.5268333333333334,0.47633333333333333,0.5,0.311,0.3333333333333333,0.2,0,NA,-99,NA,-99,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.667,0.625,0.333,0.286,0.75,0.933,0.3,0.125,0.5,0,1,1,0.222,0.4,0,NA,1,0,0,0.33,0,0,0.67,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low income","Sub-Saharan Africa",1,4529047
"Chad","TCD",2009,20,NA,37.81875,NA,NA,NA,0.2,NA,NA,NA,0.3655,0.3541666666666667,0.5,0.36650000000000005,0.3333333333333333,0.266,0,NA,-99,NA,-99,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.167,0.286,0.625,0.222,0.143,0.75,0.8,0.2,0.125,0.5,0,0.5,1,0.333,0.4,0,NA,1,0,0,0.33,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low income","Sub-Saharan Africa",1,11893754
"Channel Islands","CHI",2009,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-99,NA,-99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income","Europe & Central Asia",1,157511
"Chile","CHL",2009,40,NA,74.73749999999998,NA,NA,NA,0.4,1,NA,NA,0.7436666666666667,0.7096666666666667,1,0.619,0.6666666666666666,0.332,0,NA,1,NA,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,0.857,0.875,0.444,0.286,1,0.933,0.7,0.625,0.5,1,0.5,1,0.667,0.571,1,NA,1,1,0,1,0,0,0.33,0.33,0,NA,1,NA,NA,1,NA,1,1,NA,1,NA,1,1,"High income","Latin America & Caribbean",1,17009731
"China","CHN",2009,40,NA,51.20625000000001,NA,NA,NA,0.4,NA,NA,NA,0.5498333333333333,0.4691666666666667,0.5,0.5395,0.6666666666666666,0.334,0,NA,-99,NA,-99,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.714,0.688,0.111,0.286,1,0.8,0.182,0.5,0.5,0.333,0.5,1,0.222,0.857,0,NA,1,1,0,1,0,0,0.67,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upper middle income","East Asia & Pacific",1,1331260000
"Colombia","COL",2009,40,NA,71.60624999999999,NA,NA,NA,0.4,NA,NA,NA,0.7076666666666667,0.6145,1,0.762,0.6666666666666666,0.934,0,NA,-99,NA,-99,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.833,0.571,1,0.556,0.286,1,0.933,0.545,0.375,0.667,0.667,0.5,1,0.667,0.857,1,NA,1,1,0,1,0.67,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upper middle income","Latin America & Caribbean",1,44271541
"Comoros","COM",2009,20,NA,50.175000000000004,NA,NA,NA,0.2,NA,NA,NA,0.4023333333333333,0.4653333333333334,1,0.411,0.6666666666666666,0.2,0,NA,-99,NA,-99,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.333,0.167,0.688,0.333,0.143,0.75,0.8,0.2,0.125,0.5,0.667,0.5,1,0.222,0.6,1,NA,1,1,0,0.33,0,0,0.67,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lower middle income","Sub-Saharan Africa",1,641947
"Congo, Dem. Rep.","COD",2009,20,NA,50.71875,NA,NA,NA,0.2,NA,NA,NA,0.524,0.48133333333333334,0.5,0.5415,0,0.332,0,NA,-99,NA,-99,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.333,0.5,0.688,0.444,0.429,0.75,0.933,0.455,0.5,0.5,0,0.5,1,0.333,0.75,0,NA,0,0,0,0.33,0,0.33,0.67,0.33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low income","Sub-Saharan Africa",1,66412044
"Congo, Rep.","COG",2009,20,NA,50.975,NA,NA,NA,0.2,NA,NA,NA,0.5918333333333333,0.44533333333333336,0.5,0.4665,0.3333333333333333,0.332,0,NA,-99,NA,-99,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.714,0.75,0.444,0.143,1,0.933,0.364,0.375,0.5,0,0.5,1,0.333,0.6,0,NA,1,0,0,0.33,0,0.33,0.67,0.33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lower middle income","Sub-Saharan Africa",1,4281219
"Costa Rica","CRI",2009,40,NA,71.85,NA,NA,NA,0.4,1,NA,NA,0.7263333333333333,0.6208333333333333,1,0.7065,0.3333333333333333,0.266,0,NA,1,NA,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.833,0.857,0.938,0.444,0.286,1,0.933,0.5,0.625,0.5,0.667,0.5,1,0.556,0.857,1,NA,1,0,0,1,0,0,0.33,0,0,NA,1,NA,NA,1,NA,1,1,NA,1,NA,1,1,"High income","Latin America & Caribbean",1,4499791
"Cote d'Ivoire","CIV",2009,30,NA,65.99375,NA,NA,NA,0.3,NA,NA,NA,0.6648333333333333,0.5261666666666667,1,0.7065,0.5,0.4,0,NA,-99,NA,-99,0.5,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0.714,0.688,0.444,0.143,1,0.933,0.182,0.375,0.5,0.667,0.5,1,0.556,0.857,1,NA,0.5,1,0,0.67,0,0,1,0.33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lower middle income","Sub-Saharan Africa",1,21997940
"Croatia","HRV",2009,40,NA,53.35625,NA,NA,NA,0.4,NA,NA,NA,0.6681666666666667,0.4291666666666667,0.5,0.47650000000000003,0.6666666666666666,0.8,0,NA,-99,NA,-99,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.667,0.625,0.875,0.556,0.286,1,0.8,0.4,0.625,0.5,0.25,0,1,0.667,0.286,0,NA,1,1,0,1,0.67,1,0.33,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income","Europe & Central Asia",1,4305181
"Cuba","CUB",2009,20,NA,45.15,NA,NA,NA,0.2,NA,NA,NA,0.5105,0.4106666666666667,0.5,0.34850000000000003,NA,NA,0,NA,-99,NA,-99,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.167,0.429,0.875,0.556,0.286,0.75,0.6,0.364,0.5,0.5,0,0.5,1,0.333,0.364,0,NA,NA,NA,NA,NA,NA,NA,0.67,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upper middle income","Latin America & Caribbean",1,11294719
"Curacao","CUW",2009,0,NA,14.543750000000003,NA,NA,NA,0,NA,NA,NA,0.041666666666666664,0.24433333333333335,0.25,0.0555,NA,NA,0,NA,-99,NA,-99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.25,0.75,0.091,0.125,0,0,0.5,0.5,0.111,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income","Latin America & Caribbean",1,146833
"Cyprus","CYP",2009,40,NA,52.82500000000001,NA,NA,NA,0.4,NA,NA,NA,0.5476666666666666,0.4666666666666667,0.8335,0.34950000000000003,0.6666666666666666,0.866,0,NA,-99,NA,-99,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.667,0.5,0.75,0.333,0.286,0.75,0.8,0.5,0.5,0.5,0.5,0,0.667,0.556,0.143,1,NA,1,1,0,1,1,1,0.33,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income","Europe & Central Asia",1,1109371
"Czechia","CZE",2009,40,NA,46.09374999999999,NA,NA,NA,0.4,1,NA,NA,0.5591666666666667,0.4,0.3335,0.47650000000000003,0.6666666666666666,1,0,NA,1,NA,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.875,0.444,0.286,0.75,0.8,0.6,0.5,0.5,0,0,0.667,0.667,0.286,0,NA,1,1,0,1,1,1,1,1,0,NA,1,NA,NA,1,NA,1,1,NA,1,NA,1,1,"High income","Europe & Central Asia",1,10443936
"Denmark","DNK",2009,40,NA,47.6375,NA,NA,NA,0.4,1,NA,NA,0.5911666666666667,0.4,0.4165,0.42100000000000004,0.6666666666666666,0.866,0,NA,1,NA,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.812,0.556,0.429,0.75,0.8,0.6,0.5,0.5,0,0,0.833,0.556,0.286,0,NA,1,1,0,1,1,1,0.33,1,0,NA,1,NA,NA,1,NA,1,1,NA,1,NA,1,1,"High income","Europe & Central Asia",1,5523095
"Djibouti","DJI",2009,20,NA,50.76875,NA,NA,NA,0.2,NA,NA,NA,0.4311666666666667,0.45966666666666667,0.8335,0.5555,0.3333333333333333,0.2,0,NA,-99,NA,-99,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.333,0.167,0.75,0.444,0.143,0.75,0.933,0.2,0.125,0.5,0.5,0.5,0.667,0.444,0.667,1,NA,1,0,0,0.33,0,0,0.67,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lower middle income","Middle East, North Africa, Afghanistan & Pakistan",1,911527
"Dominica","DMA",2009,0,NA,51.5625,NA,NA,NA,0,NA,NA,NA,0.40399999999999997,0.44866666666666666,0.9165,0.6505,0.3333333333333333,0.266,0,NA,-99,NA,-99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.286,0.412,0.333,0.143,0.75,0.867,0.2,0.125,0.5,0.5,0.5,0.833,0.444,0.857,1,NA,1,0,0,1,0,0,0.33,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upper middle income","Latin America & Caribbean",1,68864
"Dominican Republic","DOM",2009,40,NA,60.162499999999994,NA,NA,NA,0.4,NA,NA,NA,0.6806666666666666,0.5401666666666667,0.5,0.6505,0.3333333333333333,0.6,0,NA,-99,NA,-99,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.667,0.571,1,0.667,0.429,0.75,0.933,0.6,0.375,0.5,0.333,0.5,1,0.444,0.857,0,NA,1,0,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upper middle income","Latin America & Caribbean",1,9695265
"Ecuador","ECU",2009,40,NA,76.5,NA,NA,NA,0.4,NA,NA,NA,0.8098333333333333,0.6930000000000001,1,0.6115,0.6666666666666666,1,0,NA,-99,NA,-99,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0.857,0.938,0.778,0.286,1,0.933,0.6,0.625,0.5,1,0.5,1,0.556,0.667,1,NA,1,1,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upper middle income","Latin America & Caribbean",1,14825954
"Egypt, Arab Rep.","EGY",2009,40,NA,72.15,NA,NA,NA,0.4,NA,NA,NA,0.7176666666666667,0.6375,1,0.7065,0.6666666666666666,0.6,0,NA,-99,NA,-99,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0.857,1,0.556,0.143,0.75,0.933,0.6,0.625,0.5,0.667,0.5,1,0.556,0.857,1,NA,1,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lower middle income","Middle East, North Africa, Afghanistan & Pakistan",1,87501636
"El Salvador","SLV",2009,40,NA,73.76249999999999,NA,NA,NA,0.4,NA,NA,NA,0.7593333333333333,0.6203333333333334,1,0.762,0.6666666666666666,0.332,0,NA,-99,NA,-99,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0.714,1,0.556,0.286,1,0.933,0.455,0.5,0.667,0.667,0.5,1,0.667,0.857,1,NA,1,1,0,1,0,0,0.33,0.33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upper middle income","Latin America & Caribbean",1,6048279
"Equatorial Guinea","GNQ",2009,20,NA,38.81250000000001,NA,NA,NA,0.2,NA,NA,NA,0.38833333333333336,0.3875,0.5,0.2775,0.3333333333333333,0.132,0,NA,-99,NA,-99,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.333,0.333,0.438,0.333,0.143,0.75,1,0.2,0.125,0.5,0,0.5,1,0.222,0.333,0,NA,1,0,0,0.33,0,0,0.33,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upper middle income","Sub-Saharan Africa",1,1135673
"Eritrea","ERI",2009,0,NA,38.98125,NA,NA,NA,0,NA,NA,NA,0.3998333333333334,0.372,0.5,0.30300000000000005,0,0.066,0,NA,-99,NA,-99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.167,0.333,0.562,0.444,0.143,0.75,0.8,0.182,0.25,0.5,0,0.5,1,0.333,0.273,0,NA,0,0,0,0,0,0,0.33,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low income","Sub-Saharan Africa",1,2887885
"Estonia","EST",2009,40,NA,53.79375000000001,NA,NA,NA,0.4,1,NA,NA,0.5661666666666667,0.48333333333333334,0.75,0.405,0.6666666666666666,0.934,0,NA,1,NA,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.667,0.5,0.75,0.444,0.286,0.75,0.8,0.6,0.5,0.5,0.5,0,0.5,0.667,0.143,1,NA,1,1,0,1,1,1,0.67,1,0,NA,1,NA,NA,1,NA,1,1,NA,1,NA,1,1,"High income","Europe & Central Asia",1,1334515
"Eswatini","SWZ",2009,30,NA,62.71249999999999,NA,NA,NA,0.3,NA,NA,NA,0.7228333333333333,0.45416666666666666,1,0.486,0.6666666666666666,0.334,0,NA,-99,NA,-99,0.5,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0.857,0.75,0.444,0.286,1,0.8,0.3,0.125,0.5,0.5,0.5,1,0.222,0.75,1,NA,1,1,0,0.67,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lower middle income","Sub-Saharan Africa",1,1105153
"Ethiopia","ETH",2009,30,NA,65.36874999999999,NA,NA,NA,0.3,NA,NA,NA,0.6425,0.5875,1,0.5395,0.6666666666666666,1,0,NA,-99,NA,-99,0.5,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.875,0.75,0.444,0.286,1,0.933,0.3,0.625,0.5,0.667,0.5,1,0.222,0.857,1,NA,1,1,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not classified","Sub-Saharan Africa",1,88007636
"Faroe Islands","FRO",2009,0,NA,9.768749999999999,NA,NA,NA,0,NA,NA,NA,0.07533333333333334,0.06666666666666667,0.25,0.10550000000000001,NA,NA,0,NA,-99,NA,-99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0.143,0.059,0,0,0.25,0.4,0,0,0,0,0,0.5,0.111,0.1,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income","Europe & Central Asia",1,48791
"Fiji","FJI",2009,30,NA,63.9875,NA,NA,NA,0.3,NA,NA,NA,0.6201666666666666,0.5305,1,0.667,0.6666666666666666,0.4,0,NA,-99,NA,-99,0.5,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0.429,0.812,0.444,0.286,0.75,0.933,0.5,0.25,0.5,0.5,0.5,1,0.667,0.667,1,NA,1,1,0,1,0,0.67,0,0.33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upper middle income","East Asia & Pacific",1,907239
"Finland","FIN",2009,40,NA,58.5125,NA,NA,NA,0.4,1,NA,NA,0.6125,0.4741666666666667,1,0.42100000000000004,0.6666666666666666,0.666,0,NA,1,NA,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.833,0.5,0.75,0.556,0.286,0.75,0.8,0.545,0.5,0.5,0.5,0,1,0.556,0.286,1,NA,1,1,0,1,0,1,0.33,1,0,NA,1,NA,NA,1,NA,1,1,NA,1,NA,1,1,"High income","Europe & Central Asia",1,5338871
"France","FRA",2009,40,NA,47.0875,NA,NA,NA,0.4,1,NA,NA,0.5673333333333334,0.4,0.5,0.365,0.6666666666666666,0.934,0,NA,1,NA,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.812,0.556,0.286,0.75,0.8,0.6,0.5,0.5,0,0,1,0.444,0.286,0,NA,1,1,0,1,1,1,0.67,1,0,NA,1,NA,NA,1,NA,1,1,NA,1,NA,1,1,"High income","Europe & Central Asia",1,64706436
"French Polynesia","PYF",2009,0,NA,25.05,NA,NA,NA,0,NA,NA,NA,0.113,0.24016666666666667,0.8335,0.111,NA,NA,0,NA,-99,NA,-99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.167,0.143,0.118,0,0,0.25,0.6,0.091,0,0,0.25,0.5,0.667,0,0.222,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income","East Asia & Pacific",1,269481
"Gabon","GAB",2009,20,NA,43.806250000000006,NA,NA,NA,0.2,NA,NA,NA,0.428,0.43466666666666665,0.4165,0.5,0.3333333333333333,0.132,0,NA,-99,NA,-99,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.667,0.286,0.5,0.222,0.143,0.75,0.933,0.3,0.375,0.5,0,0.5,0.833,0.333,0.667,0,NA,1,0,0,0.33,0,0,0.33,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upper middle income","Sub-Saharan Africa",1,1661556
