country,region,income,fragile_conflict,iso3c,date,SPI.INDEX.PIL1,SPI.INDEX.PIL2,SPI.INDEX.PIL3,SPI.INDEX.PIL4,SPI.INDEX.PIL5,SPI.INDEX,SPI.INDEX.quintile,SPI.INDEX.PIL1.quintile,SPI.INDEX.PIL2.quintile,SPI.INDEX.PIL3.quintile,SPI.INDEX.PIL4.quintile,SPI.INDEX.PIL5.quintile,population,iso2c,NY.GDP.PCAP.PP.KD,unit,obs_status,footnote,last_updated
Maldives,South Asia,Upper middle income,Other,MDV,2018,70,29.866666666666664,64.67500000000001,51.45833333333334,40,51.2,2nd Quintile,2nd Quintile,Bottom 20%,3rd Quintile,3rd Quintile,3rd Quintile,473099,MV,21072.5805447801,NA,NA,NA,2025-10-07
Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,Institutional and Social Fragility,STP,2018,70,58.06666666666666,47.12500000000001,45.483333333333334,35,51.135,2nd Quintile,2nd Quintile,2nd Quintile,2nd Quintile,3rd Quintile,3rd Quintile,210187,ST,5674.72379094011,NA,NA,NA,2025-10-07
Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",High income,Other,BHR,2018,70,64.26666666666667,41.6875,48.833333333333336,30,50.95750000000001,Bottom 20%,2nd Quintile,3rd Quintile,Bottom 20%,3rd Quintile,2nd Quintile,1503091,BH,54893.0724411368,NA,NA,NA,2025-10-07
Mauritania,Sub-Saharan Africa,Lower middle income,Other,MRT,2018,90,62.46666666666667,50.54375,26.73333333333333,25,50.94875000000001,Bottom 20%,Top Quintile,3rd Quintile,2nd Quintile,Bottom 20%,2nd Quintile,4337685,MR,6153.63790853695,NA,NA,NA,2025-10-07
Liberia,Sub-Saharan Africa,Low income,Other,LBR,2018,100,28.833333333333332,56.88125000000001,38.166666666666664,30,50.77625000000001,Bottom 20%,Top Quintile,Bottom 20%,3rd Quintile,2nd Quintile,2nd Quintile,4944726,LR,1647.97443793846,NA,NA,NA,2025-10-07
Uzbekistan,Europe & Central Asia,Lower middle income,Other,UZB,2018,60,39.33333333333333,49.95625,38.425,65,50.54291666666667,Bottom 20%,2nd Quintile,Bottom 20%,2nd Quintile,2nd Quintile,4th Quintile,32373490,UZ,8348.96057873127,NA,NA,NA,2025-10-07
Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,Other,OMN,2018,70,44.39999999999999,44.381249999999994,55.89166666666666,35,49.93458333333333,Bottom 20%,2nd Quintile,Bottom 20%,2nd Quintile,3rd Quintile,3rd Quintile,4597877,OM,38673.6045360857,NA,NA,NA,2025-10-07
Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Institutional and Social Fragility,LBN,2018,60,62.59999999999999,56.90625,46.008333333333326,20,49.102916666666665,Bottom 20%,2nd Quintile,3rd Quintile,3rd Quintile,3rd Quintile,Bottom 20%,5984119,LB,16290.0516478592,NA,NA,NA,2025-10-07
"Venezuela, RB",Latin America & Caribbean,Not classified,Institutional and Social Fragility,VEN,2018,66.60000000000001,59.9,53.77499999999999,39.916666666666664,25,49.03833333333333,Bottom 20%,2nd Quintile,2nd Quintile,2nd Quintile,2nd Quintile,2nd Quintile,29807592,VE,NA,NA,NA,NA,2025-10-07
"Bahamas, The",Latin America & Caribbean,High income,Other,BHS,2018,80,60.63333333333334,34.862500000000004,29.133333333333333,40,48.925833333333344,Bottom 20%,3rd Quintile,2nd Quintile,Bottom 20%,Bottom 20%,3rd Quintile,392717,BS,33650.2369173321,NA,NA,NA,2025-10-07
Lao PDR,East Asia & Pacific,Lower middle income,Other,LAO,2018,90,39.96666666666666,53.89375,38.06666666666666,20,48.38541666666667,Bottom 20%,Top Quintile,Bottom 20%,2nd Quintile,2nd Quintile,Bottom 20%,7128045,LA,7775.08574451883,NA,NA,NA,2025-10-07
Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,Other,QAT,2018,80,28.633333333333333,47.40624999999999,58.3,25,47.86791666666667,Bottom 20%,3rd Quintile,Bottom 20%,2nd Quintile,3rd Quintile,2nd Quintile,2580734,QA,114909.945485127,NA,NA,NA,2025-10-07
Trinidad and Tobago,Latin America & Caribbean,High income,Other,TTO,2018,50,60.6,44.23125,45.225,35,47.01125,Bottom 20%,Bottom 20%,2nd Quintile,2nd Quintile,2nd Quintile,3rd Quintile,1359193,TT,33753.5952978301,NA,NA,NA,2025-10-07
Guinea-Bissau,Sub-Saharan Africa,Low income,Institutional and Social Fragility,GNB,2018,80,60.6,50.075,19.408333333333335,20,46.01666666666667,Bottom 20%,3rd Quintile,2nd Quintile,2nd Quintile,Bottom 20%,Bottom 20%,1922168,GW,2344.86927104828,NA,NA,NA,2025-10-07
St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,Other,VCT,2018,30,62.66666666666667,47.4625,51.17499999999999,35,45.26083333333334,Bottom 20%,Bottom 20%,3rd Quintile,2nd Quintile,3rd Quintile,3rd Quintile,104926,VC,16139.0661084965,NA,NA,NA,2025-10-07
Guyana,Latin America & Caribbean,High income,Other,GUY,2018,70,57.43333333333334,51.0375,20.533333333333335,25,44.80083333333334,Bottom 20%,2nd Quintile,Bottom 20%,2nd Quintile,Bottom 20%,2nd Quintile,791556,GY,12980.3576003177,NA,NA,NA,2025-10-07
Solomon Islands,East Asia & Pacific,Lower middle income,Institutional and Social Fragility,SLB,2018,70,60.43333333333334,53,18.73333333333333,20,44.43333333333334,Bottom 20%,2nd Quintile,2nd Quintile,2nd Quintile,Bottom 20%,Bottom 20%,709101,SB,2686.12000734241,NA,NA,NA,2025-10-07
Guinea,Sub-Saharan Africa,Lower middle income,Other,GIN,2018,66.60000000000001,61.4,55.93125000000001,25.075000000000003,5,42.80125000000001,Bottom 20%,2nd Quintile,2nd Quintile,3rd Quintile,Bottom 20%,Bottom 20%,12704774,GN,3455.64512638662,NA,NA,NA,2025-10-07
Sudan,Sub-Saharan Africa,Low income,Conflict,SDN,2018,53.400000000000006,57.93333333333332,62.775000000000006,24.633333333333336,15,42.74833333333334,Bottom 20%,Bottom 20%,2nd Quintile,3rd Quintile,Bottom 20%,Bottom 20%,44230596,SD,3816.65991210938,NA,NA,NA,2025-10-07
Haiti,Latin America & Caribbean,Lower middle income,Institutional and Social Fragility,HTI,2018,60,53,50.712500000000006,22.5,20,41.24250000000001,Bottom 20%,2nd Quintile,Bottom 20%,2nd Quintile,Bottom 20%,Bottom 20%,10962362,HT,3485.69687548702,NA,NA,NA,2025-10-07
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,Conflict,COD,2018,53.400000000000006,59.599999999999994,50.25625,21.525,20,40.95625,Bottom 20%,Bottom 20%,2nd Quintile,2nd Quintile,Bottom 20%,Bottom 20%,90047644,CD,1282.48227896626,NA,NA,NA,2025-10-07
Papua New Guinea,East Asia & Pacific,Lower middle income,Institutional and Social Fragility,PNG,2018,60,55.266666666666666,51.075,16.583333333333332,20,40.58500000000001,Bottom 20%,2nd Quintile,Bottom 20%,2nd Quintile,Bottom 20%,Bottom 20%,9394513,PG,4211.1454741469,NA,NA,NA,2025-10-07
"Yemen, Rep.","Middle East, North Africa, Afghanistan & Pakistan",Low income,Conflict,YEM,2018,80,25.53333333333333,43.55,24.533333333333335,25,39.723333333333336,Bottom 20%,3rd Quintile,Bottom 20%,Bottom 20%,Bottom 20%,2nd Quintile,34085182,YE,NA,NA,NA,NA,2025-10-07
Vanuatu,East Asia & Pacific,Lower middle income,Other,VUT,2018,53.400000000000006,59.133333333333326,46.4125,23.55,15,39.499166666666675,Bottom 20%,Bottom 20%,2nd Quintile,2nd Quintile,Bottom 20%,Bottom 20%,285259,VU,3482.02272525908,NA,NA,NA,2025-10-07
Djibouti,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Other,DJI,2018,50,60.36666666666666,40.75,14.408333333333337,20,37.105,Bottom 20%,Bottom 20%,2nd Quintile,Bottom 20%,Bottom 20%,Bottom 20%,1071882,DJ,5590.50426604853,NA,NA,NA,2025-10-07
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,Institutional and Social Fragility,COG,2018,60,27.933333333333337,48.225,27.1,20,36.65166666666667,Bottom 20%,2nd Quintile,Bottom 20%,2nd Quintile,Bottom 20%,Bottom 20%,5483118,CG,7029.33651566257,NA,NA,NA,2025-10-07
Chad,Sub-Saharan Africa,Low income,Institutional and Social Fragility,TCD,2018,56.60000000000001,18.2,52.5,17.283333333333335,15,31.91666666666667,Bottom 20%,Bottom 20%,Bottom 20%,2nd Quintile,Bottom 20%,Bottom 20%,16156531,TD,2552.60616266347,NA,NA,NA,2025-10-07
Iraq,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,Conflict,IRQ,2018,30,25,60.33125,13.725,30,31.81125,Bottom 20%,Bottom 20%,Bottom 20%,3rd Quintile,Bottom 20%,2nd Quintile,40265624,IQ,14456.2357053224,NA,NA,NA,2025-10-07
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,Institutional and Social Fragility,FSM,2018,30,25.63333333333333,44.86250000000001,25.491666666666667,15,28.1975,Bottom 20%,Bottom 20%,Bottom 20%,2nd Quintile,Bottom 20%,Bottom 20%,109909,FM,3796.94604537436,NA,NA,NA,2025-10-07
Kiribati,East Asia & Pacific,Lower middle income,Institutional and Social Fragility,KIR,2018,40,25.766666666666666,45.93750000000001,13.883333333333333,15,28.117500000000007,Bottom 20%,Bottom 20%,Bottom 20%,2nd Quintile,Bottom 20%,Bottom 20%,122084,KI,2877.60160708184,NA,NA,NA,2025-10-07
Gabon,Sub-Saharan Africa,Upper middle income,Other,GAB,2018,40,23.73333333333333,40.84375000000001,13.283333333333331,20,27.572083333333342,Bottom 20%,Bottom 20%,Bottom 20%,Bottom 20%,Bottom 20%,Bottom 20%,2212318,GA,19225.5982574678,NA,NA,NA,2025-10-07
South Sudan,Sub-Saharan Africa,Low income,Conflict,SSD,2018,20,8.433333333333334,45.9875,22.458333333333332,30,25.375833333333333,Bottom 20%,Bottom 20%,Bottom 20%,2nd Quintile,Bottom 20%,2nd Quintile,10122977,SS,NA,NA,NA,NA,2025-10-07
Syrian Arab Republic,"Middle East, North Africa, Afghanistan & Pakistan",Low income,Conflict,SYR,2018,16.6,24.833333333333332,35.76875000000001,17.741666666666667,25,23.988750000000003,Bottom 20%,Bottom 20%,Bottom 20%,Bottom 20%,Bottom 20%,2nd Quintile,19577845,SY,4956.09296464777,NA,NA,NA,2025-10-07
Libya,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,Institutional and Social Fragility,LBY,2018,20,20.633333333333333,37.2875,14.908333333333337,20,22.565833333333337,Bottom 20%,Bottom 20%,Bottom 20%,Bottom 20%,Bottom 20%,Bottom 20%,6849055,LY,16380.8515494718,NA,NA,NA,2025-10-07
Marshall Islands,East Asia & Pacific,Upper middle income,Institutional and Social Fragility,MHL,2018,20,24.1,44.21874999999999,13.133333333333333,5,21.290416666666665,Bottom 20%,Bottom 20%,Bottom 20%,2nd Quintile,Bottom 20%,Bottom 20%,45285,MH,5635.30750426866,NA,NA,NA,2025-10-07
"Somalia, Fed. Rep.",Sub-Saharan Africa,Low income,Other,SOM,2018,16.6,36.03333333333333,45.7625,0,0,19.67916666666667,Bottom 20%,Bottom 20%,Bottom 20%,2nd Quintile,Bottom 20%,Bottom 20%,15452487,SO,1504.43908725289,NA,NA,NA,2025-10-07
Turkmenistan,Europe & Central Asia,Upper middle income,Other,TKM,2018,26.6,0.6333333333333333,41.01875,9.983333333333333,5,16.647083333333335,Bottom 20%,Bottom 20%,Bottom 20%,Bottom 20%,Bottom 20%,Bottom 20%,6655524,TM,14648.135352725,NA,NA,NA,2025-10-07
American Samoa,East Asia & Pacific,High income,Other,ASM,2018,20,NA,19.2875,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,50908,AS,NA,NA,NA,NA,2025-10-07
Andorra,Europe & Central Asia,High income,Other,AND,2018,40,NA,26.1,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,75162,AD,63048.5985572834,NA,NA,NA,2025-10-07
Antigua and Barbuda,Latin America & Caribbean,High income,Other,ATG,2018,60,NA,52.068749999999994,NA,20,NA,NA,2nd Quintile,NA,2nd Quintile,NA,Bottom 20%,90926,AG,28878.6067675471,NA,NA,NA,2025-10-07
Aruba,Latin America & Caribbean,High income,Other,ABW,2018,40,NA,18.450000000000003,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,108908,AW,39419.5557032263,NA,NA,NA,2025-10-07
Barbados,Latin America & Caribbean,High income,Other,BRB,2018,60,NA,50.425,NA,25,NA,NA,2nd Quintile,NA,2nd Quintile,NA,2nd Quintile,280711,BB,18484.6976381599,NA,NA,NA,2025-10-07
Bermuda,North America,High income,Other,BMU,2018,40,NA,16.212500000000002,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,63831,BM,95639.2267310584,NA,NA,NA,2025-10-07
British Virgin Islands,Latin America & Caribbean,High income,Other,VGB,2018,40,NA,15.693749999999998,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,34657,VG,NA,NA,NA,NA,2025-10-07
Brunei Darussalam,East Asia & Pacific,High income,Other,BRN,2018,80,NA,40.05625,NA,40,NA,NA,3rd Quintile,NA,Bottom 20%,NA,3rd Quintile,437810,BN,78099.0507722008,NA,NA,NA,2025-10-07
Cayman Islands,Latin America & Caribbean,High income,Other,CYM,2018,50,NA,17.299999999999997,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,65941,KY,76088.8950622285,NA,NA,NA,2025-10-07
Central African Republic,Sub-Saharan Africa,Low income,Conflict,CAF,2018,50,NA,48.34375,NA,15,NA,NA,Bottom 20%,NA,2nd Quintile,NA,Bottom 20%,4878657,CF,1125.70091748228,NA,NA,NA,2025-10-07
Channel Islands,Europe & Central Asia,High income,Other,CHI,2018,40,NA,NA,NA,NA,NA,NA,Bottom 20%,NA,NA,NA,NA,164949,JG,NA,NA,NA,NA,2025-10-07
Comoros,Sub-Saharan Africa,Lower middle income,Institutional and Social Fragility,COM,2018,80,NA,54.61250000000001,NA,25,NA,NA,3rd Quintile,NA,2nd Quintile,NA,2nd Quintile,771590,KM,3303.25688708984,NA,NA,NA,2025-10-07
Cuba,Latin America & Caribbean,Upper middle income,Other,CUB,2018,50,NA,49.26875,NA,NA,NA,NA,Bottom 20%,NA,2nd Quintile,NA,NA,11227118,CU,NA,NA,NA,NA,2025-10-07
Curacao,Latin America & Caribbean,High income,Other,CUW,2018,60,NA,17.775,NA,NA,NA,NA,2nd Quintile,NA,Bottom 20%,NA,NA,159336,CW,29256.815406642,NA,NA,NA,2025-10-07
Dominica,Latin America & Caribbean,Upper middle income,Other,DMA,2018,30,NA,46.46875,NA,35,NA,NA,Bottom 20%,NA,2nd Quintile,NA,3rd Quintile,68174,DM,16877.1244880642,NA,NA,NA,2025-10-07
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,Other,GNQ,2018,10,NA,45.39375,NA,25,NA,NA,Bottom 20%,NA,2nd Quintile,NA,2nd Quintile,1616422,GQ,20165.4795550607,NA,NA,NA,2025-10-07
Eritrea,Sub-Saharan Africa,Low income,Institutional and Social Fragility,ERI,2018,16.6,NA,37.44375000000001,NA,10,NA,NA,Bottom 20%,NA,Bottom 20%,NA,Bottom 20%,3192760,ER,NA,NA,NA,NA,2025-10-07
Faroe Islands,Europe & Central Asia,High income,Other,FRO,2018,40,NA,10.71875,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,50996,FO,65297.3125271059,NA,NA,NA,2025-10-07
French Polynesia,East Asia & Pacific,High income,Other,PYF,2018,40,NA,13.881249999999998,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,279815,PF,NA,NA,NA,NA,2025-10-07
Gibraltar,Europe & Central Asia,High income,Other,GIB,2018,40,NA,12.13125,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,34854,GI,NA,NA,NA,NA,2025-10-07
Greenland,Europe & Central Asia,High income,Other,GRL,2018,50,NA,11.96875,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,56023,GL,66887.6779268926,NA,NA,NA,2025-10-07
Grenada,Latin America & Caribbean,Upper middle income,Other,GRD,2018,60,NA,43.73125,NA,25,NA,NA,2nd Quintile,NA,Bottom 20%,NA,2nd Quintile,115691,GD,16975.247600506,NA,NA,NA,2025-10-07
Guam,East Asia & Pacific,High income,Other,GUM,2018,40,NA,14.781250000000002,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,162679,GU,NA,NA,NA,NA,2025-10-07
"Hong Kong SAR, China",East Asia & Pacific,High income,Other,HKG,2018,40,NA,27.65625,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,7452600,HK,66993.9305307282,NA,NA,NA,2025-10-07
Isle of Man,Europe & Central Asia,High income,Other,IMN,2018,50,NA,10.275,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,83805,IM,NA,NA,NA,NA,2025-10-07
"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Other,PRK,2018,10,NA,41.25,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,25931147,KP,NA,NA,NA,NA,2025-10-07
Kosovo,Europe & Central Asia,Upper middle income,Institutional and Social Fragility,XKX,2018,60,65.99999999999999,NA,43.541666666666664,55.00000000000001,NA,NA,2nd Quintile,3rd Quintile,NA,2nd Quintile,4th Quintile,1797086,XK,11188.2244627966,NA,NA,NA,2025-10-07
Liechtenstein,Europe & Central Asia,High income,Other,LIE,2018,50,NA,24.2625,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,38246,LI,NA,NA,NA,NA,2025-10-07
"Macao SAR, China",East Asia & Pacific,High income,Other,MAC,2018,40,NA,23.93125000000001,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,658900,MO,139787.663947085,NA,NA,NA,2025-10-07
Monaco,Europe & Central Asia,High income,Other,MCO,2018,50,NA,26.64375,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,38154,MC,NA,NA,NA,NA,2025-10-07
Nauru,East Asia & Pacific,High income,Other,NRU,2018,50,NA,32.56875,NA,5,NA,NA,Bottom 20%,NA,Bottom 20%,NA,Bottom 20%,11477,NR,10490.8556299929,NA,NA,NA,2025-10-07
New Caledonia,East Asia & Pacific,High income,Other,NCL,2018,60,NA,16.368750000000002,NA,NA,NA,NA,2nd Quintile,NA,Bottom 20%,NA,NA,283541,NC,NA,NA,NA,NA,2025-10-07
Northern Mariana Islands,East Asia & Pacific,High income,Other,MNP,2018,40,NA,10.71875,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,49077,MP,NA,NA,NA,NA,2025-10-07
Palau,East Asia & Pacific,High income,Other,PLW,2018,70,NA,37.04375000000001,NA,20,NA,NA,2nd Quintile,NA,Bottom 20%,NA,Bottom 20%,17814,PW,19256.9276266916,NA,NA,NA,2025-10-07
Puerto Rico (US),Latin America & Caribbean,High income,Other,PRI,2018,60,NA,22.187500000000004,NA,NA,NA,NA,2nd Quintile,NA,Bottom 20%,NA,NA,3290690,PR,41119.3088051648,NA,NA,NA,2025-10-07
San Marino,Europe & Central Asia,High income,Other,SMR,2018,50,NA,21.11875,NA,55.00000000000001,NA,NA,Bottom 20%,NA,Bottom 20%,NA,4th Quintile,34522,SM,59194.0442905609,NA,NA,NA,2025-10-07
Sint Maarten (Dutch part),Latin America & Caribbean,High income,Other,SXM,2018,30,NA,10.39375,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,39712,SX,42154.1020267504,NA,NA,NA,2025-10-07
St. Kitts and Nevis,Latin America & Caribbean,High income,Other,KNA,2018,40,NA,32.56875000000001,NA,20,NA,NA,Bottom 20%,NA,Bottom 20%,NA,Bottom 20%,47008,KN,30576.2486749244,NA,NA,NA,2025-10-07
St. Martin (French part),Latin America & Caribbean,High income,Other,MAF,2018,40,NA,6.418749999999999,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,36012,MF,NA,NA,NA,NA,2025-10-07
Tonga,East Asia & Pacific,Upper middle income,Other,TON,2018,76.6,NA,45.48125,NA,35,NA,NA,2nd Quintile,NA,2nd Quintile,NA,3rd Quintile,105567,TO,6896.04176305785,NA,NA,NA,2025-10-07
Turks and Caicos Islands,Latin America & Caribbean,High income,Other,TCA,2018,30,NA,12.968750000000002,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,41559,TC,30286.1196112151,NA,NA,NA,2025-10-07
Tuvalu,East Asia & Pacific,Upper middle income,Institutional and Social Fragility,TUV,2018,30,NA,35.181250000000006,NA,5,NA,NA,Bottom 20%,NA,Bottom 20%,NA,Bottom 20%,10751,TV,4575.86900510424,NA,NA,NA,2025-10-07
Virgin Islands (U.S.),Latin America & Caribbean,High income,Other,VIR,2018,40,NA,9.29375,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,107001,VI,44205.4071324394,NA,NA,NA,2025-10-07
Sweden,Europe & Central Asia,High income,Other,SWE,2017,100,95.73333333333332,75.10625000000002,72.51666666666668,100,88.67125,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,10057698,SE,59883.6677649278,NA,NA,NA,2025-10-07
Finland,Europe & Central Asia,High income,Other,FIN,2017,100,96,76.2875,70.44166666666666,100,88.54583333333335,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,5508214,FI,55637.2262781223,NA,NA,NA,2025-10-07
Italy,Europe & Central Asia,High income,Other,ITA,2017,100,89.46666666666667,77.09375,75.79166666666667,100,88.47041666666667,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,60002252,IT,48849.2183534756,NA,NA,NA,2025-10-07
Slovenia,Europe & Central Asia,High income,Other,SVN,2017,100,94.26666666666664,76.63125,70.64166666666667,100,88.30791666666667,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,2066388,SI,41703.303948468,NA,NA,NA,2025-10-07
Mexico,Latin America & Caribbean,Upper middle income,Other,MEX,2017,100,94.86666666666666,90.9375,77.76666666666667,75,87.71416666666666,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,4th Quintile,123400057,MX,21777.5225129207,NA,NA,NA,2025-10-07
United States,North America,High income,Other,USA,2017,100,90.56666666666666,64.83749999999999,80.14166666666667,100,87.10916666666665,Top Quintile,Top Quintile,Top Quintile,3rd Quintile,Top Quintile,Top Quintile,326608609,US,66155.5555685457,NA,NA,NA,2025-10-07
Spain,Europe & Central Asia,High income,Other,ESP,2017,100,87.6,74.64375000000001,76.69166666666666,95,86.78708333333334,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,46571232,ES,45446.2508575695,NA,NA,NA,2025-10-07
France,Europe & Central Asia,High income,Other,FRA,2017,100,89.16666666666666,75.6,67.86666666666666,100,86.52666666666669,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,66918020,FR,51895.5662985838,NA,NA,NA,2025-10-07
Canada,North America,High income,Other,CAN,2017,100,95.23333333333332,64.14375,77.86666666666666,95,86.44874999999999,Top Quintile,Top Quintile,Top Quintile,3rd Quintile,Top Quintile,Top Quintile,36545075,CA,56612.3285367448,NA,NA,NA,2025-10-07
Austria,Europe & Central Asia,High income,Other,AUT,2017,100,86.9,74.50625,69.74166666666667,100,86.22958333333332,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,8797566,AT,62612.1399337979,NA,NA,NA,2025-10-07
Portugal,Europe & Central Asia,High income,Other,PRT,2017,100,90.63333333333333,71.06875,69.01666666666667,100,86.14375000000001,Top Quintile,Top Quintile,Top Quintile,4th Quintile,Top Quintile,Top Quintile,10300300,PT,37943.1150594783,NA,NA,NA,2025-10-07
Slovak Republic,Europe & Central Asia,High income,Other,SVK,2017,90,93.03333333333332,70.8,74.51666666666667,100,85.67,Top Quintile,Top Quintile,Top Quintile,4th Quintile,Top Quintile,Top Quintile,5439232,SK,35042.7172449514,NA,NA,NA,2025-10-07
Ireland,Europe & Central Asia,High income,Other,IRL,2017,100,91.2,75.55624999999999,66.49166666666666,95,85.64958333333334,Top Quintile,Top Quintile,Top Quintile,Top Quintile,4th Quintile,Top Quintile,4827445,IE,87942.4452615644,NA,NA,NA,2025-10-07
Germany,Europe & Central Asia,High income,Other,DEU,2017,100,91.06666666666663,70.15624999999999,71.61666666666666,95,85.56791666666666,Top Quintile,Top Quintile,Top Quintile,4th Quintile,Top Quintile,Top Quintile,82657002,DE,61991.4973083418,NA,NA,NA,2025-10-07
Switzerland,Europe & Central Asia,High income,Other,CHE,2017,100,85.96666666666665,78.85,71.46666666666667,90,85.25666666666667,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,8451840,CH,77626.9027376941,NA,NA,NA,2025-10-07
Australia,East Asia & Pacific,High income,Other,AUS,2017,80,94.5,76.49999999999999,74.31666666666666,100,85.06333333333333,Top Quintile,3rd Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,24592588,AU,56684.6473338143,NA,NA,NA,2025-10-07
Hungary,Europe & Central Asia,High income,Other,HUN,2017,100,85.36666666666666,69.04999999999998,68.26666666666667,100,84.53666666666666,Top Quintile,Top Quintile,Top Quintile,4th Quintile,Top Quintile,Top Quintile,9726756,HU,33828.714942571,NA,NA,NA,2025-10-07
Latvia,Europe & Central Asia,High income,Other,LVA,2017,100,93,63.131249999999994,65.56666666666666,100,84.33958333333334,Top Quintile,Top Quintile,Top Quintile,3rd Quintile,4th Quintile,Top Quintile,1942248,LV,33036.3915943437,NA,NA,NA,2025-10-07
Costa Rica,Latin America & Caribbean,High income,Other,CRI,2017,100,86.76666666666665,75.19999999999999,64.26666666666667,95,84.24666666666667,Top Quintile,Top Quintile,Top Quintile,Top Quintile,4th Quintile,Top Quintile,4913177,CR,22622.5534502656,NA,NA,NA,2025-10-07
Greece,Europe & Central Asia,High income,Other,GRC,2017,100,85.13333333333333,69.54374999999999,69.66666666666667,95,83.86875,Top Quintile,Top Quintile,Top Quintile,4th Quintile,Top Quintile,Top Quintile,10754679,GR,31995.4108838386,NA,NA,NA,2025-10-07
New Zealand,East Asia & Pacific,High income,Other,NZL,2017,100,91.83333333333331,72.2125,63.71666666666667,90,83.5525,Top Quintile,Top Quintile,Top Quintile,4th Quintile,4th Quintile,Top Quintile,4813600,NZ,46193.2884771696,NA,NA,NA,2025-10-07
United Kingdom,Europe & Central Asia,High income,Other,GBR,2017,100,86.76666666666665,74.55000000000001,64.54166666666666,90,83.17166666666667,Top Quintile,Top Quintile,Top Quintile,Top Quintile,4th Quintile,Top Quintile,65966000,GB,51601.140444708,NA,NA,NA,2025-10-07
Norway,Europe & Central Asia,High income,Other,NOR,2017,100,59.03333333333333,77.93124999999999,76.11666666666666,100,82.61625,Top Quintile,Top Quintile,3rd Quintile,Top Quintile,Top Quintile,Top Quintile,5276968,NO,87194.1115421374,NA,NA,NA,2025-10-07
Poland,Europe & Central Asia,High income,Other,POL,2017,100,60.06666666666667,73.66250000000001,79.19166666666668,100,82.58416666666668,Top Quintile,Top Quintile,3rd Quintile,Top Quintile,Top Quintile,Top Quintile,37974826,PL,34354.5987616319,NA,NA,NA,2025-10-07
Armenia,Europe & Central Asia,Upper middle income,Other,ARM,2017,100,85.23333333333333,81.00625,63.99166666666666,80,82.04625000000001,Top Quintile,Top Quintile,Top Quintile,Top Quintile,4th Quintile,Top Quintile,2979400,AM,14243.8749003795,NA,NA,NA,2025-10-07
