iso3c,date,source,reported_value
PRI,2000,LFS - Household Survey,45.94
PRI,1999,LFS - Household Survey,47.36
PRI,1998,LFS - Household Survey,47.55
PRI,1997,LFS - Household Survey,47.81
PRI,1996,LFS - Household Survey,46.88
PRI,1995,LFS - Household Survey,46.1
PRI,1993,LFS - Household Survey,47.16
PRI,1992,LFS - Household Survey,45.57
PRI,1991,LFS - Household Survey,45.64
PRI,1990,LFS - Household Survey,44.59
PRI,1988,LFS - Household Survey,45.14
PRI,1987,LFS - Household Survey,43.08
PRI,1986,LFS - Household Survey,41.79
PRI,1985,LFS - Household Survey,42.27
PRI,1984,LFS - Household Survey,41.39
PRI,1983,LFS - Household Survey,41.59
PRI,1982,LFS - Household Survey,42.91
PRI,1981,LFS - Household Survey,43.34
PRI,1980,PC - Population Census,39.58
PRI,1979,LFS - Household Survey,44
PRI,1978,LFS - Household Survey,44.43
PRI,1977,LFS - Household Survey,44.32
PRI,1976,LFS - Household Survey,44.94
PRI,1970,PC - Population Census,39.62
PRI,1960,PC - Population Census,42.24
PRT,2024,LFS - EU Labour Force Survey,58.688
PRT,2023,LFS - EU Labour Force Survey,58.687
PRT,2022,LFS - EU Labour Force Survey,57.766
PRT,2021,LFS - EU Labour Force Survey,56.757
PRT,2020,LFS - EU Labour Force Survey,57.505
PRT,2019,LFS - EU Labour Force Survey,58.922
PRT,2018,LFS - EU Labour Force Survey,58.923
PRT,2017,LFS - EU Labour Force Survey,58.843
PRT,2016,LFS - EU Labour Force Survey,58.347
PRT,2015,LFS - EU Labour Force Survey,58.486
PRT,2014,LFS - EU Labour Force Survey,58.695
PRT,2013,LFS - EU Labour Force Survey,59.169
PRT,2012,LFS - EU Labour Force Survey,60.035
PRT,2011,LFS - EU Labour Force Survey,60.371
PRT,2010,LFS - EU Labour Force Survey,61.225
PRT,2009,LFS - EU Labour Force Survey,61.355
PRT,2008,LFS - EU Labour Force Survey,62.029
PRT,2007,LFS - EU Labour Force Survey,62.205
PRT,2006,LFS - EU Labour Force Survey,62.063
PRT,2005,LFS - EU Labour Force Survey,61.861
PRT,2004,LFS - EU Labour Force Survey,61.519
PRT,2003,LFS - EU Labour Force Survey,61.985
PRT,2002,LFS - EU Labour Force Survey,62.013
PRT,2001,LFS - EU Labour Force Survey,61.428
PRT,2000,LFS - EU Labour Force Survey,60.802
PRT,1999,LFS - EU Labour Force Survey,60.661
PRT,1998,LFS - EU Labour Force Survey,60.59
PRT,1997,LFS - EU Labour Force Survey,57.742
PRT,1996,LFS - EU Labour Force Survey,57.724
PRT,1995,LFS - EU Labour Force Survey,58.137
PRT,1994,LFS - EU Labour Force Survey,58.448
PRT,1993,LFS - EU Labour Force Survey,58.803
PRT,1992,LFS - EU Labour Force Survey,59.42
PRT,1991,LFS - EU Labour Force Survey,60.535
PRT,1990,LFS - EU Labour Force Survey,58.865
PRT,1989,LFS - EU Labour Force Survey,58.915
PRT,1988,LFS - EU Labour Force Survey,58.454
PRT,1987,LFS - EU Labour Force Survey,58.58
PRT,1986,LFS - EU Labour Force Survey,58.608
PRT,1985,LFS - Employment Survey,58.6
PRT,1984,LFS - Employment Survey,59.98
PRT,1982,LFS - Employment Survey,60.96
PRT,1981,LFS - Employment Survey,61.38
PRT,1980,LFS - Employment Survey,61.61
PRT,1979,LFS - Employment Survey,62.33
PRT,1978,LFS - Employment Survey,61.09
PRT,1970,PC - Population Census,53.34
PRT,1960,PC - Population Census,51.46
PRT,1950,PC - Population Census,52.85
PRY,2024,HS - Continuous Permanent Household Survey,70.27
PRY,2023,HS - Continuous Permanent Household Survey,70.751
PRY,2022,HS - Continuous Permanent Household Survey,70.58
PRY,2021,HS - Continuous Permanent Household Survey,71.919
PRY,2020,HS - Continuous Permanent Household Survey,70.117
PRY,2019,HS - Continuous Permanent Household Survey,72.392
PRY,2018,HS - Continuous Permanent Household Survey,71.868
PRY,2017,HS - Continuous Permanent Household Survey,71.039
PRY,2016,HS - Continous Household Survey,69.966
PRY,2015,HS - Continous Household Survey,67.926
PRY,2014,HS - Continous Household Survey,67.955
PRY,2013,HS - Continous Household Survey,69.867
PRY,2012,HS - Continous Household Survey,71.277
PRY,2011,HS - Continous Household Survey,67.916
PRY,2010,HS - Continous Household Survey,67.738
PRY,2009,HS - Continous Household Survey,69.623
PRY,2008,HS - Continous Household Survey,69.302
PRY,2007,HS - Continous Household Survey,68.816
PRY,2006,HS - Continous Household Survey,67.046
PRY,2005,HS - Continous Household Survey,70.279
PRY,2004,HS - Continous Household Survey,71.373
PRY,2003,HS - Continous Household Survey,67.598
PRY,2002,HS - Continous Household Survey,68.749
PRY,2001,HS - Continous Household Survey,68.177
PRY,2000,HS - Continous Household Survey,69.1
PRY,1999,HS - Continous Household Survey,65.722
PRY,1998,HS - Continous Household Survey,67.028
PRY,1996,HS - Continous Household Survey,71.2
PRY,1995,HS - Continous Household Survey,76.9
PRY,1994,HS - Continous Household Survey,68.12
PRY,1993,HS - Continous Household Survey,67.56
PRY,1992,HS - Integrated Household Survey,65.14
PRY,1991,HS - Integrated Household Survey,63.78
PRY,1990,HS - Integrated Household Survey,65.54
PRY,1989,HS - Integrated Household Survey,67.68
PRY,1982,PC - Population Census,55.42
PRY,1972,PC - Population Census,55.28
PRY,1962,PC - Population Census,57.06
NA,2024,LFS - Labour Force Survey,46.039
NA,2022,LFS - Labour Force Survey,44.991
NA,2021,LFS - Labour Force Survey,43.367
NA,2020,LFS - Labour Force Survey,40.936
NA,2019,LFS - Labour Force Survey,44.27
NA,2018,LFS - Labour Force Survey,43.452
NA,2017,LFS - Labour Force Survey,44.004
NA,2016,LFS - Labour Force Survey,43.769
NA,2015,LFS - Labour Force Survey,43.967
NA,2014,LFS - Labour Force Survey,42.118
NA,2013,LFS - Labour Force Survey,41.801
NA,2012,LFS - Labour Force Survey,41.678
NA,2011,LFS - Labour Force Survey,41.362
NA,2010,LFS - Labour Force Survey,39.997
NA,2009,LFS - Labour Force Survey,39.53
NA,2008,LFS - Labour Force Survey,39.376
NA,2007,LFS - Labour Force Survey,39.918
NA,2006,LFS - Labour Force Survey,38.63
NA,2005,LFS - Labour Force Survey,38.642
NA,2004,LFS - Labour Force Survey,38.222
NA,2003,LFS - Labour Force Survey,38.759
NA,2002,LFS - Labour Force Survey,35.907
NA,2001,LFS - Labour Force Survey,36.626
NA,2000,LFS - Labour Force Survey,40.254
PYF,2012,PC - Population Census,56.36
PYF,2007,PC - Population Census,56.16
PYF,2002,PC - Population Census,57.99
PYF,1996,PC - Population Census,59.78
PYF,1988,PC - Population Census,62.03
PYF,1983,PC - Population Census,50.16
PYF,1967,PC - Population Census,32.01
PYF,1962,PC - Population Census,57.37
QAT,2022,LFS - Labor Force Sample Survey,87.43
QAT,2021,LFS - Labor Force Sample Survey,87.4
QAT,2020,LFS - Labor Force Sample Survey,87.98
QAT,2019,LFS - Labor Force Sample Survey,88.1
QAT,2018,LFS - Labor Force Sample Survey,87.34
QAT,2017,LFS - Labor Force Sample Survey,88.05
QAT,2016,LFS - Labor Force Sample Survey,91.81
QAT,2015,LFS - Labor Force Sample Survey,88.19
QAT,2014,LFS - Labor Force Sample Survey,87.32
QAT,2013,LFS - Labor Force Sample Survey,84.22
QAT,2012,LFS - Labor Force Sample Survey,86.54
QAT,2011,LFS - Labor Force Sample Survey,86.74
QAT,2010,PC - Population and Housing Census,86.99
QAT,2009,LFS - Labor Force Sample Survey,87.72
QAT,2008,LFS - Labor Force Sample Survey,87.38
QAT,2007,LFS - Labor Force Sample Survey,85.15
QAT,2006,LFS - Labor Force Sample Survey,80.39
QAT,2004,PC - Population and Housing Census,77.05
QAT,1997,PC - Population and Housing Census,72.88
QAT,1986,PC - Population and Housing Census,75.46
REU,2013,LFS - Labour Force Survey,54.9
REU,2012,LFS - Labour Force Survey,53.34
REU,2011,LFS - Labour Force Survey,53.72
REU,2010,LFS - Labour Force Survey,54.53
REU,2009,PC - Population Census in overseas territories,65.9
REU,1999,PC - Population Census in overseas territories,57.99
REU,1990,PC - Population Census in overseas territories,55.45
REU,1982,PC - Population Census in overseas territories,53.29
REU,1974,PC - Population Census in overseas territories,22.94
REU,1967,PC - Population Census in overseas territories,41.67
REU,1961,PC - Population Census in overseas territories,46.19
ROU,2024,LFS - Household Labour Force Survey,52.036
ROU,2023,LFS - Household Labour Force Survey,51.471
ROU,2022,LFS - Household Labour Force Survey,51.831
ROU,2021,LFS - Household Labour Force Survey,51.069
ROU,2020,LFS - Household Labour Force Survey,55.062
ROU,2019,LFS - Household Labour Force Survey,55.139
ROU,2018,LFS - Household Labour Force Survey,54.977
ROU,2017,LFS - Household Labour Force Survey,54.939
ROU,2016,LFS - Household Labour Force Survey,53.722
ROU,2015,LFS - Household Labour Force Survey,54.544
ROU,2014,LFS - Household Labour Force Survey,54.87
ROU,2013,LFS - Household Labour Force Survey,54.533
ROU,2012,LFS - Household Labour Force Survey,54.613
ROU,2011,LFS - Household Labour Force Survey,54.111
ROU,2010,LFS - Household Labour Force Survey,54.87
ROU,2009,LFS - Household Labour Force Survey,54.44
ROU,2008,LFS - Household Labour Force Survey,54.509
ROU,2007,LFS - Household Labour Force Survey,54.769
ROU,2006,LFS - Household Labour Force Survey,54.967
ROU,2005,LFS - Household Labour Force Survey,53.938
ROU,2004,LFS - Household Labour Force Survey,55.604
ROU,2003,LFS - Household Labour Force Survey,55.928
ROU,2002,LFS - Household Labour Force Survey,57.77
ROU,2001,LFS - Household Labour Force Survey,63.177
ROU,2000,LFS - Household Labour Force Survey,64.413
ROU,1999,LFS - Household Labour Force Survey,64.941
ROU,1998,LFS - Household Labour Force Survey,65.097
ROU,1997,LFS - Household Labour Force Survey,66.002
ROU,1996,LFS - Household Labour Force Survey,64.8
ROU,1995,LFS - Household Labour Force Survey,67.17
ROU,1992,PC - Population Census,59.32
ROU,1977,PC - Population Census,67.2
ROU,1966,PC - Population Census,73.22
ROU,1956,PC - Population Census,80.77
RUS,2024,LFS - Labour Force Survey,62.916
RUS,2023,LFS - Labour Force Survey,62.706
RUS,2022,LFS - Labour Force Survey,62.243
RUS,2021,LFS - Labour Force Survey,62.281
RUS,2020,LFS - Labour Force Survey,61.87
RUS,2019,LFS - Labour Force Survey,62.202
RUS,2018,LFS - Labour Force Survey,62.846
RUS,2017,LFS - Labour Force Survey,62.756
RUS,2016,LFS - Labour Force Survey,69.511
RUS,2015,LFS - Labour Force Survey,69.101
RUS,2014,LFS - Labour Force Survey,68.85
RUS,2013,LFS - Labour Force Survey,68.494
RUS,2012,LFS - Labour Force Survey,68.628
RUS,2011,LFS - Labour Force Survey,68.34
RUS,2010,LFS - Labour Force Survey,67.67
RUS,2009,LFS - Labour Force Survey,67.813
RUS,2008,LFS - Labour Force Survey,67.685
RUS,2007,LFS - Labour Force Survey,67.104
RUS,2006,LFS - Labour Force Survey,66.142
RUS,2005,LFS - Labour Force Survey,65.845
RUS,2004,LFS - Labour Force Survey,65.412
RUS,2003,LFS - Labour Force Survey,64.693
RUS,2002,LFS - Labour Force Survey,64.869
RUS,2001,LFS - Labour Force Survey,64.205
RUS,2000,LFS - Labour Force Survey,65.461
RUS,1999,LFS - Labour Force Survey,65.276
RUS,1998,LFS - Labour Force Survey,61.136
RUS,1997,LFS - Labour Force Survey,62.248
RUS,1996,LFS - Labour Force Survey,63.892
RUS,1995,LFS - Labour Force Survey,65.143
RUS,1994,LFS - Labour Force Survey,65.867
RUS,1993,LFS - Labour Force Survey,68.361
RUS,1992,LFS - Labour Force Survey,70.742
RUS,1989,PC - Population Census,68.42
RWA,2024,LFS - Labour Force Survey,63.521
RWA,2023,LFS - Labour Force Survey,63.664
RWA,2022,LFS - Labour Force Survey,60.164
RWA,2021,LFS - Labour Force Survey,58.197
RWA,2020,LFS - Labour Force Survey,62.66
RWA,2019,LFS - Labour Force Survey,58.451
RWA,2018,LFS - Labour Force Survey,60.378
RWA,2017,LFS - Labour Force Survey,60.461
RWA,2014,HIES - Integrated Household Survey on Living Conditions,83.589
RWA,2012,PC - Population Census,73.56
RWA,2005,LFS - Labour Force Survey,83.1
RWA,2002,PC - Population Census,77.47
RWA,2000,LFS - Labour Force Survey,85.8
RWA,1996,LFS - Labour Force Survey,85.98
RWA,1989,OE - Official Estimates,46.34
RWA,1978,PC - Population Census,92.72
SAU,2024,LFS - Labour Force Survey,66.292
SAU,2023,LFS - Labour Force Survey,66.6
SAU,2022,LFS - Labour Force Survey,61.058
SAU,2021,LFS - Labour Force Survey,61.154
SAU,2020,LFS - Labour Force Survey,59.522
SAU,2019,LFS - Labour Force Survey,57.89
SAU,2018,LFS - Labour Force Survey,55.984
SAU,2017,LFS - Labour Force Survey,54.904
SAU,2016,LFS - Labour Force Survey,54.95
SAU,2015,LFS - Labour Force Survey,54
SAU,2014,LFS - Labour Force Survey,54.1
SAU,2013,LFS - Labour Force Survey,54.206
SAU,2012,LFS - Labour Force Survey,54.12
SAU,2011,LFS - Labour Force Survey,53.17
SAU,2009,LFS - Labour Force Survey,49.891
SAU,2008,LFS - Labour Force Survey,50.286
SAU,2007,LFS - Labour Force Survey,50.559
SAU,2006,LFS - Labour Force Survey,50.701
SAU,2002,LFS - Labour Force Survey,47.763
SAU,2001,LFS - Labour Force Survey,48.519
SAU,2000,LFS - Labour Force Survey,49.237
SAU,1999,LFS - Labour Force Survey,49.128
SAU,1992,PC - Population Census,53.57
SDN,2022,LFS - Labor Market Panel Survey,37.86
SDN,2011,LFS - Labor Market Panel Survey,49.808
SDN,2009,LFS - Labor Market Panel Survey,48
SDN,2008,PC - Population and Housing Census,48.648
SDN,1996,OE - Official Estimates,51.26
SDN,1993,PC - Population and Housing Census,49.87
SDN,1990,OE - Official Estimates,49.46
SDN,1983,PC - Population and Housing Census,57.28
SDN,1973,PC - Population and Housing Census,54.86
SDN,1956,LFS - Labor Market Panel Survey,69.42
SEN,2024,LFS - National Employment Survey,44.559
SEN,2023,LFS - National Employment Survey,49.719
SEN,2022,LFS - National Employment Survey,46.176
SEN,2019,LFS - National Employment Survey,50.712
SEN,2017,LFS - National Employment Survey,46.002
SEN,2016,LFS - National Employment Survey,50.116
SEN,2015,LFS - National Employment Survey,45.486
SEN,2011,HS - Survey To Monitor Poverty,54.028
SEN,2006,HS - Survey To Monitor Poverty,50
SEN,2002,HS - Household Survey,65.62
SEN,1991,HS - Survey To Monitor Poverty,64.3
SEN,1988,PC - Population Census,52.27
SGP,2024,LFS - Labour Force Survey,67.585
SGP,2023,LFS - Labour Force Survey,68.564
SGP,2022,LFS - Labour Force Survey,69.974
SGP,2021,LFS - Labour Force Survey,70.478
SGP,2020,LFS - Labour Force Survey,68.06
SGP,2019,LFS - Labour Force Survey,68.04
SGP,2018,LFS - Labour Force Survey,67.7
SGP,2017,LFS - Labour Force Survey,67.69
SGP,2016,LFS - Labour Force Survey,68.04
SGP,2015,LFS - Labour Force Survey,68.33
SGP,2014,LFS - Labour Force Survey,67.03
SGP,2013,LFS - Labour Force Survey,66.72
SGP,2012,LFS - Labour Force Survey,66.59
SGP,2011,LFS - Labour Force Survey,66.07
SGP,2010,LFS - Labour Force Survey,66.23
SGP,2009,LFS - Labour Force Survey,65.44
SGP,2008,LFS - Labour Force Survey,65.62
SGP,2007,LFS - Labour Force Survey,65.14
SGP,2006,LFS - Labour Force Survey,65.01
SGP,2005,LFS - Labour Force Survey,63
SGP,2004,LFS - Labour Force Survey,63.3
SGP,2003,LFS - Labour Force Survey,63.2
SGP,2002,LFS - Labour Force Survey,63.61
SGP,2001,LFS - Labour Force Survey,64.4
SGP,2000,LFS - Labour Force Survey,49.31
SGP,1999,LFS - Labour Force Survey,64.1
SGP,1998,LFS - Labour Force Survey,51.14
SGP,1997,LFS - Labour Force Survey,52.68
SGP,1996,LFS - Labour Force Survey,54.18
SGP,1995,LFS - Labour Force Survey,52.5
SGP,1994,LFS - Labour Force Survey,55.81
SGP,1993,LFS - Labour Force Survey,56.04
SGP,1992,LFS - Labour Force Survey,56.85
SGP,1991,LFS - Labour Force Survey,49.69
SGP,1989,LFS - Labour Force Survey,63.14
SGP,1988,LFS - Labour Force Survey,62.9
SGP,1987,LFS - Labour Force Survey,62.67
SGP,1986,LFS - Labour Force Survey,62.29
SGP,1985,LFS - Labour Force Survey,62.23
SGP,1984,LFS - Labour Force Survey,63.41
SGP,1983,LFS - Labour Force Survey,63.79
SGP,1982,LFS - Labour Force Survey,63.36
SGP,1980,LFS - Labour Force Survey,62.69
SGP,1979,LFS - Labour Force Survey,61.4
SGP,1978,LFS - Labour Force Survey,60.03
SGP,1977,LFS - Labour Force Survey,58.5
SGP,1976,LFS - Labour Force Survey,57.61
SGP,1975,LFS - Labour Force Survey,57.31
SGP,1970,PC - Population Census,56.49
SGP,1957,PC - Population Census,57.03
SHN,1998,PC - Population Census,64.4
SHN,1987,PC - Population Census,70.26
SHN,1976,PC - Population Census,37.69
SHN,1966,PC - Population Census,59.36
SLB,2013,HIES - Household Income and Expenditure Survey,85.959
SLB,2009,PC - Population Census,62.87
SLB,2005,HIES - Household Income and Expenditure Survey,67.793
SLB,1999,HIES - Household Income and Expenditure Survey,23.971
SLE,2018,HS - Integrated Household Survey,53.912
SLE,2014,LFS - Labour Force Survey,56.948
SLE,2010,OE - Projections based on the Population and Housing Census,60.52
SLE,2009,OE - Projections based on the Population and Housing Census,60.96
SLE,2004,LFS - Labour Force Survey,66.11
SLE,2003,LFS - Labour Force Survey,64.64
SLE,1963,OE - Projections based on the Population and Housing Census,65.03
SLV,2023,HS - Multi-purpose Household Survey,61.963
SLV,2022,HS - Multi-purpose Household Survey,60.487
SLV,2021,HS - Multi-purpose Household Survey,59.581
SLV,2020,HS - Multi-purpose Household Survey,59.245
SLV,2019,HS - Multi-purpose Household Survey,60.745
SLV,2018,HS - Multi-purpose Household Survey,59.824
SLV,2017,HS - Multi-purpose Household Survey,60.209
SLV,2016,HS - Multi-purpose Household Survey,60.568
SLV,2015,HS - Multi-purpose Household Survey,60.176
SLV,2014,HS - Multi-purpose Household Survey,60.928
SLV,2013,HS - Multi-purpose Household Survey,62.174
SLV,2012,HS - Multi-purpose Household Survey,61.774
SLV,2011,HS - Multi-purpose Household Survey,61.179
SLV,2010,HS - Multi-purpose Household Survey,61.092
SLV,2009,HS - Multi-purpose Household Survey,62.76
SLV,2008,HS - Multi-purpose Household Survey,62.71
SLV,2007,LFS - Labour Force Survey,60.88
SLV,2006,LFS - Labour Force Survey,60.3
SLV,2005,HS - Multi-purpose Household Survey,59.7
SLV,2004,LFS - Labour Force Survey,59.55
SLV,2003,LFS - Labour Force Survey,61
SLV,2002,LFS - Labour Force Survey,58.59
SLV,2001,HS - Multi-purpose Household Survey,60.3
SLV,2000,HS - Multi-purpose Household Survey,60
SLV,1999,LFS - Labour Force Survey,60.26
SLV,1998,LFS - Labour Force Survey,61.1
SLV,1997,LFS - Labour Force Survey,58.68
SLV,1996,LFS - Labour Force Survey,58.5
SLV,1995,HS - Multi-purpose Household Survey,60.06
SLV,1994,HS - Multi-purpose Household Survey,61.2
SLV,1993,HS - Multi-purpose Household Survey,60.39
SLV,1992,HS - Multi-purpose Household Survey,59.69
SLV,1991,HS - Multi-purpose Household Survey,61.91
SLV,1990,HS - Multi-purpose Household Survey,63.74
SLV,1980,HS - Multi-purpose Household Survey,59.16
SLV,1979,HS - Multi-purpose Household Survey,59.41
SLV,1978,HS - Multi-purpose Household Survey,57.71
SLV,1975,HS - Multi-purpose Household Survey,31.46
SLV,1971,PC - Population Census,56.63
SLV,1961,PC - Population Census,54.13
SMR,2022,"OE - Estimates of the Office of economic planning, data processing and statistics",70.47
SMR,2021,"OE - Estimates of the Office of economic planning, data processing and statistics",71.02
SMR,2020,"OE - Estimates of the Office of economic planning, data processing and statistics",71.09
SMR,2019,"OE - Estimates of the Office of economic planning, data processing and statistics",72.05
SMR,2018,"OE - Estimates of the Office of economic planning, data processing and statistics",71.89
SMR,2017,"OE - Estimates of the Office of economic planning, data processing and statistics",72.05
SMR,2016,"OE - Estimates of the Office of economic planning, data processing and statistics",96.69
SMR,2015,"OE - Estimates of the Office of economic planning, data processing and statistics",71.038
SMR,2003,PC - Population Census,66.21
SMR,2002,PC - Population Census,67.23
SMR,2001,PC - Population Census,67.62
SMR,1999,PC - Population Census,67.2
SMR,1998,"OE - Estimates of the Office of economic planning, data processing and statistics",66.84
SMR,1997,"OE - Estimates of the Office of economic planning, data processing and statistics",66.45
SMR,1996,"OE - Estimates of the Office of economic planning, data processing and statistics",66.22
SMR,1995,"OE - Estimates of the Office of economic planning, data processing and statistics",65.74
SMR,1993,"OE - Estimates of the Office of economic planning, data processing and statistics",64.24
SMR,1992,"OE - Estimates of the Office of economic planning, data processing and statistics",63.55
SMR,1991,"OE - Estimates of the Office of economic planning, data processing and statistics",62.58
SMR,1990,"OE - Estimates of the Office of economic planning, data processing and statistics",62.14
SMR,1989,"OE - Estimates of the Office of economic planning, data processing and statistics",61.68
SMR,1988,"OE - Estimates of the Office of economic planning, data processing and statistics",61.94
SMR,1987,"OE - Estimates of the Office of economic planning, data processing and statistics",61.8
SMR,1986,"OE - Estimates of the Office of economic planning, data processing and statistics",61.72
SMR,1985,"OE - Estimates of the Office of economic planning, data processing and statistics",61.28
SMR,1976,PC - Population Census,59.49
SOM,2019,LFS - Labour Force Survey,34.03
SRB,2024,LFS - Labour Force Survey,59.286
SRB,2023,LFS - Labour Force Survey,58.243
SRB,2022,LFS - Labour Force Survey,57.241
SRB,2021,LFS - Labour Force Survey,56.288
SRB,2020,LFS - Labour Force Survey,53.956
SRB,2019,LFS - Labour Force Survey,54.632
SRB,2018,LFS - Labour Force Survey,54.491
SRB,2017,LFS - Labour Force Survey,53.97
SRB,2016,LFS - Labour Force Survey,53.327
SRB,2015,LFS - Labour Force Survey,51.589
SRB,2014,LFS - Labour Force Survey,51.941
SRB,2013,LFS - Labour Force Survey,48.47
SRB,2012,LFS - Labour Force Survey,46.699
SRB,2011,LFS - Labour Force Survey,46.442
SRB,2010,LFS - Labour Force Survey,46.924
SRB,2009,LFS - Labour Force Survey,49.113
SRB,2008,LFS - Labour Force Survey,51.471
SRB,2007,LFS - Labour Force Survey,50.99
SRB,2006,LFS - Labour Force Survey,51.04
SRB,2005,LFS - Labour Force Survey,53.49
SRB,2004,LFS - Labour Force Survey,55.5
SSD,2008,PC - Population and Housing Census,73.992
STP,2017,HIES - Household Budget Survey,23.88
STP,2006,OE - Official Estimates,35.06
STP,2000,PC - Population Census,47.5
STP,1981,PC - Population Census,58.53
SUR,2016,HIES - Survey on Living Conditions,56.115
SUR,2015,LFS - Continuous Household Sample Survey,59.96
SUR,2014,LFS - Continuous Household Sample Survey,62.92
SUR,2013,LFS - Continuous Household Sample Survey,61.65
SUR,2012,LFS - Continuous Household Sample Survey,61.51
SUR,2011,LFS - Continuous Household Sample Survey,61.95
SUR,2010,LFS - Continuous Household Sample Survey,61.89
SUR,2009,LFS - Continuous Household Sample Survey,62.57
SUR,1999,LFS - Labour Force Survey,46.61
SUR,1995,LFS - Labour Force Survey,47.98
SUR,1994,LFS - Labour Force Survey,48.77
SUR,1993,LFS - Labour Force Survey,49.32
SUR,1992,LFS - Labour Force Survey,52.38
SUR,1990,LFS - Labour Force Survey,55.55
SUR,1989,OE - Official Estimates,45.84
SUR,1987,OE - Official Estimates,53.36
SUR,1980,PC - Population Census,37.31
SUR,1964,PC - Population Census,41.32
SVK,2024,LFS - Labour Force Survey,61.489
SVK,2023,LFS - Labour Force Survey,61.6
SVK,2022,LFS - Labour Force Survey,61.535
SVK,2021,LFS - Labour Force Survey,60.519
SVK,2020,LFS - Labour Force Survey,59.035
SVK,2019,LFS - Labour Force Survey,59.695
SVK,2018,LFS - Labour Force Survey,59.814
SVK,2017,LFS - Labour Force Survey,59.969
SVK,2016,LFS - Labour Force Survey,60.076
SVK,2015,LFS - Labour Force Survey,59.674
SVK,2014,LFS - Labour Force Survey,59.705
SVK,2013,LFS - Labour Force Survey,59.297
SVK,2012,LFS - Labour Force Survey,59.215
SVK,2011,LFS - Labour Force Survey,58.787
SVK,2010,LFS - Labour Force Survey,59.012
SVK,2009,LFS - Labour Force Survey,58.877
SVK,2008,LFS - Labour Force Survey,59.316
SVK,2007,LFS - Labour Force Survey,58.864
SVK,2006,LFS - Labour Force Survey,59.154
SVK,2005,LFS - Labour Force Survey,59.483
SVK,2004,LFS - Labour Force Survey,60.053
SVK,2003,LFS - Labour Force Survey,60.138
SVK,2002,LFS - Labour Force Survey,59.803
SVK,2001,LFS - Labour Force Survey,60.159
SVK,2000,LFS - Labour Force Survey,59.599
SVK,1999,LFS - Labour Force Survey,59.213
SVK,1998,LFS - Labour Force Survey,59.022
SVK,1997,LFS - Labour Force Survey,59.674
SVK,1996,LFS - Labour Force Survey,60.148
SVK,1995,LFS - Labour Force Survey,59.824
SVK,1994,LFS - Labour Force Survey,59.892
SVK,1993,LFS - Labour Force Survey,62.17
SVK,1991,PC - Labour costs,66.11
SVN,2024,LFS - Labour Force Survey,58.734
SVN,2023,LFS - Labour Force Survey,58.525
SVN,2022,LFS - Labour Force Survey,58.943
SVN,2021,LFS - Labour Force Survey,58.478
SVN,2020,LFS - Labour Force Survey,57.762
SVN,2019,LFS - Labour Force Survey,58.067
SVN,2018,LFS - Labour Force Survey,58.809
SVN,2017,LFS - Labour Force Survey,58.426
SVN,2016,LFS - Labour Force Survey,56.596
SVN,2015,LFS - Labour Force Survey,57.316
SVN,2014,LFS - Labour Force Survey,57.672
SVN,2013,LFS - Labour Force Survey,57.244
SVN,2012,LFS - Labour Force Survey,57.536
SVN,2011,LFS - Labour Force Survey,57.923
SVN,2010,LFS - Labour Force Survey,59.171
SVN,2009,LFS - Labour Force Survey,59.431
SVN,2008,LFS - Labour Force Survey,59.488
SVN,2007,LFS - Labour Force Survey,59.695
SVN,2006,LFS - Labour Force Survey,59.294
SVN,2005,LFS - Labour Force Survey,59.247
SVN,2004,LFS - Labour Force Survey,58.97
SVN,2003,LFS - Labour Force Survey,56.446
SVN,2002,LFS - Labour Force Survey,58.108
SVN,2001,LFS - Labour Force Survey,57.669
SVN,2000,LFS - Labour Force Survey,57.411
SVN,1999,LFS - Labour Force Survey,57.883
SVN,1998,LFS - Labour Force Survey,59.583
SVN,1997,LFS - Labour Force Survey,58.328
SVN,1996,LFS - Labour Force Survey,57.476
SVN,1995,LFS - Labour Force Survey,58.67
SVN,1994,LFS - Labour Force Survey,57.44
SVN,1993,LFS - Labour Force Survey,52.48
SVN,1991,PC - Population Census,60.58
SWE,2024,LFS - EU Labour Force Survey,67.285
SWE,2023,LFS - EU Labour Force Survey,67.529
SWE,2022,LFS - EU Labour Force Survey,66.931
SWE,2021,LFS - EU Labour Force Survey,66.558
SWE,2020,LFS - EU Labour Force Survey,73.288
SWE,2019,LFS - EU Labour Force Survey,73.356
SWE,2018,LFS - EU Labour Force Survey,72.975
SWE,2017,LFS - EU Labour Force Survey,72.724
SWE,2016,LFS - EU Labour Force Survey,72.093
SWE,2015,LFS - EU Labour Force Survey,72.001
SWE,2014,LFS - EU Labour Force Survey,71.955
SWE,2013,LFS - EU Labour Force Survey,71.502
SWE,2012,LFS - EU Labour Force Survey,71.133
SWE,2011,LFS - EU Labour Force Survey,70.936
SWE,2010,LFS - EU Labour Force Survey,70.533
SWE,2009,LFS - EU Labour Force Survey,63.31
SWE,2008,LFS - EU Labour Force Survey,63.935
SWE,2007,LFS - EU Labour Force Survey,63.687
SWE,2006,LFS - EU Labour Force Survey,63.352
SWE,2005,LFS - EU Labour Force Survey,63.249
SWE,2004,LFS - EU Labour Force Survey,62.536
SWE,2003,LFS - EU Labour Force Survey,62.754
SWE,2002,LFS - EU Labour Force Survey,62.664
SWE,2001,LFS - EU Labour Force Survey,62.738
