ref_area.label,indicator.label,source.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Occupied Palestinian Territory,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2020,40.94,,,,Repository: ILO-STATISTICS - Micro data processing
French Polynesia,Labour force participation rate by sex and age (%),PC - Recensement de la Population,Sex: Total,Age (5-year bands): Total,2012,56.36,,,,
Qatar,Labour force participation rate by sex and age (%),LFS - Labor Force Sample Survey,Sex: Total,Age (5-year bands): Total,2011,86.74,,,,Data reference period: September
Qatar,Labour force participation rate by sex and age (%),LFS - Labor Force Sample Survey,Sex: Total,Age (5-year bands): Total,2012,86.54,,,,Data reference period: September
Qatar,Labour force participation rate by sex and age (%),LFS - Labor Force Sample Survey,Sex: Total,Age (5-year bands): Total,2013,87.18,,,,"Data reference period: September | Age coverage - maximum age: 76 years or older, but bounded"
Qatar,Labour force participation rate by sex and age (%),LFS - Labor Force Sample Survey,Sex: Total,Age (5-year bands): Total,2015,88.63,,,,"Data reference period: September | Age coverage - maximum age: 76 years or older, but bounded"
Qatar,Labour force participation rate by sex and age (%),LFS - Labor Force Sample Survey,Sex: Total,Age (5-year bands): Total,2016,92.97,,,,Data reference period: September
Qatar,Labour force participation rate by sex and age (%),LFS - Labor Force Sample Survey,Sex: Total,Age (5-year bands): Total,2017,88.43,,,,Employment definition: Other nonstandard definition | Data reference period: September
Qatar,Labour force participation rate by sex and age (%),LFS - Labor Force Sample Survey,Sex: Total,Age (5-year bands): Total,2019,88.2,,,,Employment definition: Excluding own-use production workers
Réunion,Labour force participation rate by sex and age (%),LFS - Enquête Emploi,Sex: Total,Age (5-year bands): Total,2012,53.33,,,,Data reference period: Second quarter | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Romania,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2010,54.87,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Romania,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2011,54.11,,,,Repository: Eurostat special tabulation
Romania,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2012,54.61,,,,Repository: Eurostat special tabulation
Romania,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2013,54.53,,,,Repository: Eurostat special tabulation
Romania,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2014,54.87,,,,Repository: Eurostat special tabulation
Romania,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2015,54.54,,,,Repository: Eurostat special tabulation
Romania,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2016,53.72,,,,Repository: Eurostat special tabulation
Romania,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2017,54.94,,,,Repository: Eurostat special tabulation
Romania,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,54.98,,,,Repository: Eurostat special tabulation
Romania,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2019,55.14,,,,Repository: Eurostat special tabulation
Romania,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2020,55.06,,,,Repository: Eurostat special tabulation
Russian Federation,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2010,67.69,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Russian Federation,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2011,68.35,,,,Repository: ILO-STATISTICS - Micro data processing
Russian Federation,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2012,68.64,,,,Repository: ILO-STATISTICS - Micro data processing
Russian Federation,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2013,68.51,,,,Repository: ILO-STATISTICS - Micro data processing
Russian Federation,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2014,68.88,,,,Repository: ILO-STATISTICS - Micro data processing
Russian Federation,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2015,69.14,,,,Repository: ILO-STATISTICS - Micro data processing
Russian Federation,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2016,69.54,,,,Repository: ILO-STATISTICS - Micro data processing
Russian Federation,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2017,62.76,,,,Repository: ILO-STATISTICS - Micro data processing
Russian Federation,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,62.86,,,,Repository: ILO-STATISTICS - Micro data processing
Russian Federation,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2019,62.21,,,,Repository: ILO-STATISTICS - Micro data processing
Russian Federation,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2020,61.89,,,,Repository: ILO-STATISTICS - Micro data processing
Rwanda,Labour force participation rate by sex and age (%),LFS - Enquête sur la Population Active,Sex: Total,Age (5-year bands): Total,2017,51.94,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Rwanda,Labour force participation rate by sex and age (%),LFS - Enquête sur la Population Active,Sex: Total,Age (5-year bands): Total,2018,52.37,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Rwanda,Labour force participation rate by sex and age (%),LFS - Enquête sur la Population Active,Sex: Total,Age (5-year bands): Total,2019,51.68,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Rwanda,Labour force participation rate by sex and age (%),HIES - Enquête Intégrale sur les Conditions de Vie de Ménages,Sex: Total,Age (5-year bands): Total,2014,83.59,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Saudi Arabia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2011,53.17,,,,Data reference period: Second semester
Saudi Arabia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2012,54.12,,,,Data reference period: Second semester
Saudi Arabia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2013,54,,,Frequency: Twice a year: March and September,Data reference period: Second semester
Saudi Arabia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2014,54.1,,,,Data reference period: Second semester
Saudi Arabia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2015,54,,,,Data reference period: Second semester
Saudi Arabia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2016,54.95,,,,Data reference period: Second semester
Saudi Arabia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,55.86,,,,Data reference period: Second semester
Sudan,Labour force participation rate by sex and age (%),LFS - Household Survey,Sex: Total,Age (5-year bands): Total,2011,49.81,,,,Repository: ILO-STATISTICS - Micro data processing
Senegal,Labour force participation rate by sex and age (%),LFS - Enquête Nationale sur l'Emploi,Sex: Total,Age (5-year bands): Total,2015,45.49,,,,Repository: ILO-STATISTICS - Micro data processing
Senegal,Labour force participation rate by sex and age (%),LFS - Enquête Nationale sur l'Emploi,Sex: Total,Age (5-year bands): Total,2016,50.8,,,,Repository: ILO-STATISTICS - Micro data processing
Senegal,Labour force participation rate by sex and age (%),LFS - Enquête Nationale sur l'Emploi,Sex: Total,Age (5-year bands): Total,2017,48.83,,,,Repository: ILO-STATISTICS - Micro data processing
Senegal,Labour force participation rate by sex and age (%),HS - Enquête de Suivi de la Pauvreté,Sex: Total,Age (5-year bands): Total,2011,55,,,,Data reference period: May
Singapore,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2010,66.22,,,,"Data reference period: June | Population coverage: Nationals, residents"
Singapore,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2011,66.06,,,,"Data reference period: June | Population coverage: Nationals, residents"
Singapore,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2012,66.59,,,,"Data reference period: June | Population coverage: Nationals, residents"
Singapore,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2013,66.7,,,,"Data reference period: June | Population coverage: Nationals, residents"
Singapore,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2014,67.03,,,,"Data reference period: June | Population coverage: Nationals, residents"
Singapore,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2015,68.3,,,,"Data reference period: June | Population coverage: Nationals, residents"
Singapore,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2016,68,,,,"Data reference period: June | Population coverage: Nationals, residents"
Singapore,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2017,67.7,,,,"Employment definition: Excluding own-use production workers | Data reference period: June | Population coverage: Nationals, residents"
Singapore,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,67.7,,,,"Employment definition: Excluding own-use production workers | Data reference period: June | Population coverage: Nationals, residents"
Singapore,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2019,68,,,,"Employment definition: Excluding own-use production workers | Population coverage: Nationals, residents"
Solomon Islands,Labour force participation rate by sex and age (%),HIES - Household Income and Expenditure Survey,Sex: Total,Age (5-year bands): Total,2013,85.96,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age
Sierra Leone,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2014,56.95,,,,Repository: ILO-STATISTICS - Micro data processing
Sierra Leone,Labour force participation rate by sex and age (%),OE - Projections based on the Population and Housing Census,Sex: Total,Age (5-year bands): Total,2010,60.52,,,,Data reference period: End of the year | Age coverage - maximum age: 64 years old
El Salvador,Labour force participation rate by sex and age (%),HS - Encuesta de Hogares de Propósitos Múltiples,Sex: Total,Age (5-year bands): Total,2010,61.09,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,Labour force participation rate by sex and age (%),HS - Encuesta de Hogares de Propósitos Múltiples,Sex: Total,Age (5-year bands): Total,2011,61.18,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,Labour force participation rate by sex and age (%),HS - Encuesta de Hogares de Propósitos Múltiples,Sex: Total,Age (5-year bands): Total,2012,61.77,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,Labour force participation rate by sex and age (%),HS - Encuesta de Hogares de Propósitos Múltiples,Sex: Total,Age (5-year bands): Total,2013,62.17,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,Labour force participation rate by sex and age (%),HS - Encuesta de Hogares de Propósitos Múltiples,Sex: Total,Age (5-year bands): Total,2014,60.93,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,Labour force participation rate by sex and age (%),HS - Encuesta de Hogares de Propósitos Múltiples,Sex: Total,Age (5-year bands): Total,2015,60.18,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,Labour force participation rate by sex and age (%),HS - Encuesta de Hogares de Propósitos Múltiples,Sex: Total,Age (5-year bands): Total,2016,60.57,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,Labour force participation rate by sex and age (%),HS - Encuesta de Hogares de Propósitos Múltiples,Sex: Total,Age (5-year bands): Total,2017,60.21,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,Labour force participation rate by sex and age (%),HS - Encuesta de Hogares de Propósitos Múltiples,Sex: Total,Age (5-year bands): Total,2018,59.82,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,Labour force participation rate by sex and age (%),HS - Encuesta de Hogares de Propósitos Múltiples,Sex: Total,Age (5-year bands): Total,2019,60.75,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
San Marino,Labour force participation rate by sex and age (%),"OE - Estimates of the Office of economic planning, data processing and statistics",Sex: Total,Age (5-year bands): Total,2015,71.04,,,,
San Marino,Labour force participation rate by sex and age (%),"OE - Estimates of the Office of economic planning, data processing and statistics",Sex: Total,Age (5-year bands): Total,2019,99.96,,,,Data reference period: End of the year | Age coverage - minimum age: 16 years old
Serbia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2010,46.94,,,,Repository: ILO-STATISTICS - Micro data processing
Serbia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2011,46.45,,,,Repository: ILO-STATISTICS - Micro data processing
Serbia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2012,46.7,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Serbia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2013,48.47,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Serbia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2014,51.94,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Serbia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2015,51.59,,,,Repository: ILO-STATISTICS - Micro data processing
Serbia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2016,53.33,,,,Repository: ILO-STATISTICS - Micro data processing
Serbia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2017,53.97,,,,Repository: ILO-STATISTICS - Micro data processing
Serbia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,54.49,,,,Repository: ILO-STATISTICS - Micro data processing
Serbia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2019,54.63,,,,Repository: ILO-STATISTICS - Micro data processing
Serbia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2020,53.96,,,,Repository: ILO-STATISTICS - Micro data processing
Suriname,Labour force participation rate by sex and age (%),LFS - Continuous Household Sample Survey,Sex: Total,Age (5-year bands): Total,2010,61.89,,,,Geographical coverage: Urban areas only | Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old
Suriname,Labour force participation rate by sex and age (%),LFS - Continuous Household Sample Survey,Sex: Total,Age (5-year bands): Total,2011,61.95,,,,Geographical coverage: Urban areas only | Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old
Suriname,Labour force participation rate by sex and age (%),LFS - Continuous Household Sample Survey,Sex: Total,Age (5-year bands): Total,2012,61.51,,,,Geographical coverage: Urban areas only | Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old
Suriname,Labour force participation rate by sex and age (%),LFS - Continuous Household Sample Survey,Sex: Total,Age (5-year bands): Total,2013,61.64,,,,Geographical coverage: Urban areas only | Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old
Suriname,Labour force participation rate by sex and age (%),LFS - Continuous Household Sample Survey,Sex: Total,Age (5-year bands): Total,2014,62.92,,,Break in series: Methodology revised,Data reference period: First semester | Geographical coverage: Urban areas only | Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old
Suriname,Labour force participation rate by sex and age (%),LFS - Continuous Household Sample Survey,Sex: Total,Age (5-year bands): Total,2015,59.96,,,,Data reference period: First semester | Geographical coverage: Urban areas only | Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old
Suriname,Labour force participation rate by sex and age (%),HIES - Survey on Living Conditions,Sex: Total,Age (5-year bands): Total,2016,56.11,,,,Repository: ILO-STATISTICS - Micro data processing
Slovakia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2010,58.99,,,,Repository: Eurostat special tabulation
Slovakia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2011,58.77,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Slovakia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2012,59.21,,,,Repository: Eurostat special tabulation
Slovakia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2013,59.28,,,,Repository: Eurostat special tabulation
Slovakia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2014,59.35,,,,Repository: Eurostat special tabulation
Slovakia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2015,59.64,,,,Repository: Eurostat special tabulation
Slovakia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2016,60.05,,,,Repository: Eurostat special tabulation
Slovakia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2017,59.95,,,,Repository: Eurostat special tabulation
Slovakia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,59.79,,,,Repository: Eurostat special tabulation
Slovakia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2019,59.69,,,,Repository: Eurostat special tabulation
Slovakia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2020,59.05,,,,Repository: Eurostat special tabulation
Slovenia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2010,59.17,,,,Repository: Eurostat special tabulation
Slovenia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2011,57.92,,,,Repository: Eurostat special tabulation
Slovenia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2012,57.54,,,,Repository: Eurostat special tabulation
Slovenia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2013,57.25,,,,Repository: Eurostat special tabulation
Slovenia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2014,57.67,,,,Repository: Eurostat special tabulation
Slovenia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2015,57.32,,,,Repository: Eurostat special tabulation
Slovenia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2016,56.6,,,,Repository: Eurostat special tabulation
Slovenia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2017,58.43,,,,Repository: Eurostat special tabulation
Slovenia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,58.81,,,,Repository: Eurostat special tabulation
Slovenia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2019,58.07,,,,Repository: Eurostat special tabulation
Slovenia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2020,57.77,,,,Repository: Eurostat special tabulation
Sweden,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2010,70.53,,,,Repository: Eurostat special tabulation
Sweden,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2011,70.94,,,,Repository: Eurostat special tabulation
Sweden,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2012,71.13,,,,Repository: Eurostat special tabulation
Sweden,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2013,71.5,,,,Repository: Eurostat special tabulation
Sweden,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2014,71.96,,,,Repository: Eurostat special tabulation
Sweden,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2015,72,,,,Repository: Eurostat special tabulation
Sweden,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2016,72.09,,,,Repository: Eurostat special tabulation
Sweden,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2017,72.72,,,,Repository: Eurostat special tabulation
Sweden,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,72.97,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Sweden,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2019,73.36,,,,Repository: Eurostat special tabulation
Sweden,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2020,73.29,,,,Repository: Eurostat special tabulation
Eswatini,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2016,51.14,,,,Repository: ILO-STATISTICS - Micro data processing
Seychelles,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2011,64.97,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population"
Seychelles,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2014,70.03,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Seychelles,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2015,71.04,,,,Repository: ILO-STATISTICS - Micro data processing
Seychelles,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2016,69.55,,,,Repository: ILO-STATISTICS - Micro data processing
Seychelles,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2017,70.3,,,,Repository: ILO-STATISTICS - Micro data processing
Seychelles,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,68.68,,,,Repository: ILO-STATISTICS - Micro data processing
Seychelles,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2019,66.59,,,,Repository: ILO-STATISTICS - Micro data processing
Chad,Labour force participation rate by sex and age (%),HIES - Enquête Modulaire et Intégrée sur les Conditions de Vie des Ménages,Sex: Total,Age (5-year bands): Total,2018,59.91,,,,Repository: ILO-STATISTICS - Micro data processing
Togo,Labour force participation rate by sex and age (%),LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,Sex: Total,Age (5-year bands): Total,2017,58.07,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old
Togo,Labour force participation rate by sex and age (%),HIES - Questionnaire des Indicateurs de Base du Bien-être,Sex: Total,Age (5-year bands): Total,2011,78.2,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Togo,Labour force participation rate by sex and age (%),HIES - Questionnaire des Indicateurs de Base du Bien-être,Sex: Total,Age (5-year bands): Total,2015,54.69,,,,Repository: ILO-STATISTICS - Micro data processing
Togo,Labour force participation rate by sex and age (%),HS - Enquête sur la Transition de l'Ecole vers la Vie Active,Sex: Total,Age (5-year bands): Total,2014,61.83,,,,Repository: ILO-STATISTICS - Micro data processing
Thailand,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2010,71.59,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Thailand,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2011,73.3,,,,Reference group coverage: Including seasonal workers who were currently not employed nor seeking work
Thailand,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2012,73,,,,Reference group coverage: Including seasonal workers who were currently not employed nor seeking work
Thailand,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2013,70.27,,,,Repository: ILO-STATISTICS - Micro data processing
Thailand,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2014,69.83,,,,Repository: ILO-STATISTICS - Micro data processing
Thailand,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2015,69.24,,,,Repository: ILO-STATISTICS - Micro data processing
Thailand,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2016,68.25,,,,Repository: ILO-STATISTICS - Micro data processing
Thailand,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2017,67.5,,,,Repository: ILO-STATISTICS - Micro data processing
Thailand,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,67.8,,,,Repository: ILO-STATISTICS - Micro data processing
Thailand,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2019,66.96,,,,Repository: ILO-STATISTICS - Micro data processing
Thailand,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2020,67.02,,,,Repository: ILO-STATISTICS - Micro data processing
Tajikistan,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2016,42.4,,,,Employment definition: Excluding own-use production workers | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 74 years old
Timor-Leste,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2010,41.54,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Timor-Leste,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2013,30.62,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Timor-Leste,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2016,67.07,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Including subsistence workers
